N_MAX,RANDOM_SEED,MODULUS,Z_MAX,BIN_COUNT,WINDOW_COUNT,MIN_CLASS_GAPS,MIN_WINDOW_GAPS,TAIL_THRESHOLDS,NOTEBOOK_ID,NOTEBOOK_TITLE,n_max,prime_count,gap_count,first_primes,last_primes,mean_gap,mean_normalized_gap,std_normalized_gap,distinct_anchor_mod_classes,distinct_gap_mod_classes,anchor_mod_class_count,next_mod_class_count,gap_mod_class_count,transition_class_count,mean_anchor_mod_l1,mean_gap_mod_l1,mean_transition_l1,max_anchor_mod_l1,max_gap_mod_l1,max_transition_l1,window_count_used,window_class_rows,mean_window_l1,mean_window_js,mean_window_class_l1,mean_window_class_js,cgcs_score,cgcs_definition
2000000,9423,30,6.0,90,18,50,200,"[1, 2, 3, 4, 5]",15_residue_class_residual_decomposition,Residue-Class Residual Decomposition,2000000,148933,148932,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29]","[1999853, 1999859, 1999867, 1999871, 1999889, 1999891, 1999957, 1999969, 1999979, 1999993]",13.428887008836247,1.0008301339503243,0.8122367028952479,"[1, 2, 3, 5, 7, 11, 13, 17, 19, 23, 29]","[0, 1, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28]",8,8,15,64,0.9597950685636752,1.700609214647127,1.710015083574712,1.0023440206542653,1.8179415995813335,1.8390744290601884,12,83,1.0517455148417953,0.23312090873889393,1.480344042763405,0.38661727727033285,0.45869824176274543,1 / (1 + mean residue L1 + mean residue JS + std residue L1)
