label_type,label,count,mean_z,std_z,median_z,q90_z,q95_z,residual_l1,residual_l2,positive_residual_mass,negative_residual_mass,js_divergence,tail_prob_z_gt_1,tail_prob_z_gt_2,tail_prob_z_gt_3,tail_prob_z_gt_4,tail_prob_z_gt_5
gap_mod30,0,4245,2.339952652988242,0.5598953170259192,2.172822408985056,2.5460765881105183,4.159576328945291,1.8179415995813335,1.8549378915816335,0.9089707997906666,-0.908970799790667,0.5623704004655086,1.0,1.0,0.059363957597173146,0.053239104829210834,0.004711425206124852
gap_mod30,10,13939,0.918490585030329,0.6274884083253593,0.7340510464206053,0.9374621629510899,2.8205666593728957,1.6265316103277623,2.1406698182554424,0.8132658051638814,-0.8132658051638814,0.45234478365192204,0.08630461295645311,0.06980414663892676,0.02324413516034149,0.00495013989525791,0.0025826816844823877
gap_mod30,12,16300,1.0632505979610232,0.6118160832211929,0.8779794562057504,1.1221353085586077,2.95564729795324,1.6352372605951881,2.0048756932224303,0.8176186302975942,-0.8176186302975942,0.4588619418036416,0.16355828220858895,0.07122699386503067,0.04012269938650307,0.0034355828220858898,0.002883435582822086
gap_mod30,14,8401,1.1759519055782734,0.5430009435457261,1.0232973869732507,1.243153975775026,3.0490138039894883,1.6515783203803378,1.901346859518805,0.8257891601901691,-0.825789160190169,0.4651329162692089,0.6503987620521366,0.055588620402333054,0.054755386263540054,0.002975836209975003,0.0026187358647780028
gap_mod30,16,5920,1.3416861925986137,0.5822234985426796,1.1677080439838479,1.4437951241964053,3.2227670397707904,1.6587721672863447,1.8301980600170429,0.8293860836431723,-0.8293860836431726,0.4715403162324881,1.0,0.06368243243243243,0.0625,0.004054054054054054,0.0033783783783783786
gap_mod30,18,10107,1.4710608036025588,0.5624337054159645,1.3114452563209371,1.5795435758402765,3.3254278582306065,1.6821708352384184,1.8093928608756107,0.8410854176192094,-0.8410854176192092,0.48376782996894263,1.0,0.05758385277530424,0.0542198476303552,0.005936479667557139,0.0050460077174235675
gap_mod30,2,16082,0.32686221742927013,0.6304796805919491,0.14700326413294215,0.19857034378648641,2.2730668101243023,1.7558383212705144,3.3380015198918773,0.8779191606352572,-0.8779191606352571,0.5143034607728674,0.07542594204700907,0.07530157940554658,0.004352692451187664,0.0038552418853376445,0.000373087924387514
gap_mod30,20,4874,1.6332245127642562,0.5924574707056393,1.4603396004870421,1.767001376208161,3.486486152775093,1.7033165348712884,1.7543148448128636,0.8516582674356442,-0.8516582674356442,0.49345680402038816,1.0,0.0689372178908494,0.06011489536315141,0.008617152236356175,0.005334427574887156
gap_mod30,22,4380,1.755596920100803,0.5435957491237148,1.6024055159889712,1.907540072920438,2.650594396507393,1.7167514327800544,1.7726972811962998,0.8583757163900271,-0.8583757163900273,0.502676698589982,1.0,0.07853881278538813,0.048401826484018265,0.01004566210045662,0.0043378995433789955
gap_mod30,24,5890,1.9217743186850105,0.5940424287813418,1.7430772073283216,2.077182645788956,3.770382171423847,1.7509292357117057,1.7901120109788178,0.875464617855853,-0.8754646178558528,0.5202153728601436,1.0,0.12461799660441426,0.06281833616298811,0.02037351443123939,0.0045840407470288625
gap_mod30,26,2599,2.0640210275178164,0.5738656314465622,1.8864008956805747,2.2418454844513103,3.906254949244097,1.774684792750343,1.8185502770628479,0.8873423963751715,-0.8873423963751716,0.5357727531011383,1.0,0.24355521354367063,0.06464024624855713,0.03039630627164294,0.0026933435936898806
gap_mod30,28,2727,2.210224880058604,0.5715745162640702,2.0303449896638046,2.4140525972700453,4.03556292310846,1.7856216667422007,1.8292298280362331,0.8928108333711005,-0.8928108333711005,0.5444982025653355,1.0,0.6138613861386139,0.06490649064906491,0.06050605060506051,0.003667033370003667
gap_mod30,4,16037,0.4924160193373143,0.6552346243421326,0.2945596048357098,0.4114338857518538,2.4199327648254703,1.6768545779064816,3.007517918840662,0.8384272889532409,-0.8384272889532409,0.4799531428549405,0.08112489867182142,0.08087547546299183,0.006360291825154331,0.004801396769969445,0.000311779011036977
gap_mod30,6,26381,0.6192214223855018,0.6239752244096891,0.44084040218119414,0.5767085400463579,2.5370332658890415,1.639315455317387,2.681823866798118,0.8196577276586937,-0.8196577276586936,0.46421006352430716,0.07096016072173154,0.07012622720897616,0.008111898714984269,0.004700352526439483,0.0009097456502786096
gap_mod30,8,11049,0.7645371873059635,0.6052443472316891,0.5870158708385109,0.7556969568182077,2.679353382784983,1.6335944089475432,2.3862048395426383,0.8167972044737718,-0.8167972044737716,0.4565806106186019,0.07321929586387908,0.06959905873834736,0.011765770657978097,0.00325821341297855,0.0010860711376595167
