p,next_p,gap,log_x,z_gap_over_logx
450649,450677,28,13.018444044965118,2.1507946651142995
450839,450841,2,13.018865570271752,0.15362321618612831
451201,451207,6,13.019668195475587,0.46084123726632575
451249,451277,28,13.01977457256029,2.150574869323095
451553,451579,26,13.020448031439402,1.9968590894276406
451921,451933,12,13.02126266477772,0.9215696134031444
451961,451967,6,13.02135117190592,0.4607816747117025
452077,452083,6,13.021607798288077,0.4607725937490459
452083,452087,4,13.021621070275335,0.3071814160781306
452131,452159,28,13.021727239832643,2.1502523808323804
452329,452363,34,13.022165070147224,2.610932960598357
452549,452579,30,13.02265132355229,2.303678356629506
453823,453833,10,13.02546253316385,0.7677270557217615
454213,454219,6,13.026321529996533,0.4606058576232301
454507,454513,6,13.026968594021222,0.46058297881778293
454759,454763,4,13.027522887278534,0.3070422546642407
454859,454889,30,13.027742759797334,2.302778044756749
454921,454931,10,13.027879056484657,0.7675846510888874
455219,455227,8,13.028533900817726,0.6140368564031511
455701,455711,10,13.029592171675723,0.7674837299772453
456007,456013,6,13.030263439255892,0.4604665153525581
456109,456119,10,13.030487095019907,0.7674310198136705
456293,456329,36,13.03089042601325,2.7626661588784502
456457,456461,4,13.031249779618872,0.30695444164197344
456683,456697,14,13.031744774919952,1.0742997382010957
457001,457003,2,13.032440858057756,0.1534631940235072
457099,457117,18,13.032655276612346,1.3811460226606136
457139,457151,12,13.032742781179046,0.9207578329044859
457153,457183,30,13.032773405968502,2.301889173202472
458173,458179,6,13.035002121032228,0.46029911957734815
458593,458599,6,13.035918385442958,0.4602667662218661
458621,458629,8,13.035979439897009,0.6136861473957038
458963,458971,8,13.036724875771734,0.6136510570126168
459023,459029,6,13.036855596719734,0.46023367793608827
460099,460111,12,13.039196962700641,0.9203020733812578
460267,460289,22,13.039562034860774,1.687173230295913
460297,460301,4,13.0396272122955,0.30675723583786707
460301,460337,36,13.039635902299171,2.7608132826509686
461059,461093,34,13.041281296436127,2.607105791766902
461273,461297,24,13.041745337592326,1.8402444901926531
461297,461299,2,13.041797366164696,0.1533530957311719
461317,461323,6,13.041840721240606,0.4600577578154359
461393,461407,14,13.042005453388674,1.073454542710869
461407,461411,4,13.042035795824741,0.30670058437353426
461437,461441,4,13.04210081223057,0.30669905543506426
461707,461717,10,13.042685769740338,0.7667132503644675
461717,461801,84,13.042707428263402,6.440380608244952
461887,461891,4,13.043075551402582,0.3066761351060227
462337,462361,24,13.04404934138328,1.8399194431025416
462541,462547,6,13.044490480654206,0.4599643051523074
462827,462841,14,13.045108613135785,1.0731991902238887
462871,462881,10,13.045203676536662,0.7665652639817483
463447,463451,4,13.046447310092823,0.3065968769065255
463633,463643,10,13.046848569967906,0.7664686185611641
463921,463949,28,13.04746955809206,2.146009988782412
464587,464591,4,13.048904117867993,0.3065391517838468
465019,465041,22,13.049833543949791,1.6858452581718726
465281,465293,12,13.050396803128393,0.9195122708547379
465331,465337,6,13.050504259297126,0.45975234985465213
465337,465373,36,13.050517153261461,2.7585113737046982
465379,465383,4,13.050607406356988,0.3064991440974302
465643,465649,6,13.051174525086891,0.45972873847229884
465833,465841,8,13.051582479779519,0.6129524915767259
465977,465989,12,13.051891555666549,0.9194069647927878
466079,466087,8,13.052110426636549,0.6129276981654799
466091,466121,30,13.052136173013285,2.298474334188167
466243,466247,4,13.052462236422635,0.30645558880362667
466451,466483,32,13.052908256239313,2.4515609373645866
466537,466547,10,13.053092610165072,0.7661019728161983
466553,466561,8,13.053126904820468,0.6128799680209676
467119,467123,4,13.054339322177597,0.3064115235004294
467477,467479,2,13.055105428639662,0.15319677125031073
467531,467543,12,13.055220935672885,0.9191724949832496
467689,467699,10,13.055558824087383,0.7659572550468
467899,467903,4,13.056007739643219,0.3063723674009792
467903,467927,24,13.05601628846017,1.838233000767079
468451,468463,12,13.057186786076597,0.9190341071628141
468973,468983,10,13.058300476474866,0.7657964386725106
469303,469321,18,13.059003894261544,1.378359340861339
469439,469457,18,13.059293643736803,1.3783287588936899
469891,469907,16,13.060256031896207,1.225090837493863
469907,469919,12,13.060290081766501,0.9188157326423573
470131,470149,18,13.060766658254344,1.3781733087333035
470303,470317,14,13.061132446819874,1.0718825535996093
470411,470413,2,13.061362059646886,0.15312338719856833
470927,470933,6,13.06245837160217,0.4593316073675703
471061,471073,12,13.062742876289924,0.9186432063805757
471073,471089,16,13.06276835037323,1.2248552198770981
471179,471187,8,13.062993343263555,0.6124170616779433
471193,471209,16,13.063023055521562,1.2248313374320363
471253,471259,6,13.06315038377184,0.45930727456477205
471853,471871,18,13.064422775382006,1.377787622880543
472103,472111,8,13.06495246110008,0.612325228416973
472151,472159,8,13.065054128659956,0.612320463521917
472561,472573,12,13.06592211811228,0.918419679187076
472691,472697,6,13.066197177040099,0.4592001726824688
472909,472921,12,13.066658259958588,0.9183679377896297
472939,472963,24,13.066721695098295,1.836726958759908
473191,473197,6,13.0672543914634,0.4591630208041018
473279,473287,8,13.067440345588208,0.6122086490106639
473611,473617,6,13.068141588633557,0.45913184819015856
473839,473857,18,13.068622880531601,1.3773448177783674
473927,473929,2,13.068808580377878,0.1530361385048438
473929,473939,10,13.06881280042818,0.7651804454397239
473939,473951,12,13.068833900412567,0.9182150520423382
473951,473953,2,13.06885921980617,0.15303554551792495
474119,474127,8,13.069213624020538,0.6121255823147932
474163,474169,6,13.06930642341994,0.4590909269101012
474223,474241,18,13.069432954178682,1.377259446764664
474241,474263,22,13.069470910284558,1.6833122129441276
474619,474629,10,13.070267655895073,0.765095272971683
474671,474707,36,13.07037721145776,2.7543198958666366
474757,474769,12,13.070558373168254,0.9180939067327119
474809,474811,2,13.07066789688762,0.15301436895020787
474917,474923,6,13.070895330906412,0.45903511948511067
474937,474941,4,13.070937442641485,0.30602242704878607
474949,474959,10,13.070962708831324,0.7650545887674789
475151,475159,8,13.071387927235795,0.6120237609451592
475283,475289,6,13.071665695078377,0.4590080667576333
475429,475441,12,13.071972833309824,0.9179945638673425
475637,475639,2,13.072410237240396,0.1529939746155184
475697,475721,24,13.072536375904797,1.8359099802725831
475841,475859,18,13.072839043798458,1.3769006058816968
475877,475879,2,13.07291469646031,0.15298807086544597
475879,475889,10,13.07291889921816,0.7649401084097646
475903,475907,4,13.072969330934678,0.30597486299725085
476507,476513,6,13.074237692419697,0.45891776952156343
476599,476603,4,13.074430745449027,0.30594066218847255
476647,476659,12,13.074531453975556,0.9178149169048176
476851,476863,12,13.074959352100382,0.9177848800021164
477149,477163,14,13.075584090066194,1.0706978673813972
477721,477727,6,13.076782159056568,0.45882847378050023
477727,477731,4,13.076794718609783,0.3058853554003979
477731,477739,8,13.076803091557627,0.6117703190900529
477847,477857,10,13.07704587655387,0.7646987014039024
477973,477977,4,13.077309524522587,0.3058733138111624
478171,478189,18,13.077723688085461,1.3763863214512635
478391,478399,8,13.078183668732567,0.6117057385519419
478571,478573,2,13.078559859223146,0.15292203587611197
478627,478631,4,13.078676867407586,0.30584133552286985
478871,478879,8,13.079186529057598,0.6116588353737952
478991,478999,8,13.079437087072485,0.6116471180481519
479209,479221,12,13.079892106909181,0.9174387603443036
479957,479971,14,13.081451795537914,1.0702176041940088
480013,480017,4,13.08156846585066,0.3057737312190026
480329,480341,12,13.082226564760017,0.9172750479895186
480463,480499,36,13.082505501305844,2.751766471369465
480761,480773,12,13.0831255441045,0.9172120193715808
480941,480959,18,13.083499880441746,1.3757786650732369
481417,481433,16,13.084489117376062,1.2228219119959503
481697,481699,2,13.085070564656215,0.1528459468458775
481769,481787,18,13.085220025042226,1.3755978092498231
481997,482017,20,13.085693168946978,1.528386745874573
482071,482093,22,13.085846685089294,1.6812056972261462
482093,482099,6,13.085892320479132,0.4585090457003175
482513,482519,6,13.086763142403402,0.45847853550271345
482689,482707,18,13.087127832907465,1.3753972781360906
484171,484181,10,13.090193429086101,0.763930651916895
484339,484361,22,13.090540353747043,1.6806028938066493
484417,484439,22,13.090701385008101,1.6805822203839376
485053,485059,6,13.092013442299692,0.45829467151433534
485603,485609,6,13.09314669663256,0.4582550046233841
486071,486091,20,13.094109982747428,1.5274043082234419
486181,486193,12,13.094336261532083,0.91642674820052
486281,486293,12,13.094541925096012,0.9164123547538311
486307,486313,6,13.094595390695023,0.45820430650828514
486331,486341,10,13.094644741018586,0.7636709660916036
486511,486527,16,13.095014790835625,1.2218390170278686
486643,486653,10,13.09528607369694,0.7636335658283862
486713,486721,8,13.095429905964108,0.6109001428320062
486757,486767,10,13.095520304230165,0.7636199072418498
486817,486821,4,13.095643561424946,0.3054450879972452
486821,486833,12,13.095651778031119,0.9163346890554045
487133,487177,44,13.096292465395559,3.3597294895682546
487649,487651,2,13.097351163746977,0.15270263238691592
488399,488401,2,13.098887973714543,0.15268471674949718
488833,488861,28,13.09977619683563,2.137441096647411
489161,489179,18,13.100446957622093,1.373998922191525
489631,489653,22,13.101407325169282,1.6792089165669644
489799,489803,4,13.101750381848467,0.30530271783697793
490097,490103,6,13.102358609679149,0.45793281795596713
490117,490121,4,13.102399417094679,0.30528759448297743
490417,490421,4,13.10301132858242,0.30527333753230823
490481,490493,12,13.103141821253606,0.9158108920515319
490541,490543,2,13.10326414266959,0.15263372379765908
490837,490849,12,13.103867376100492,0.9157601840420193
490991,490993,2,13.104181076669763,0.1526230436147385
491039,491041,2,13.104278833357517,0.15262190506118598
491081,491083,2,13.104364362620796,0.15262090893205382
491297,491299,2,13.104804111889369,0.15261578753287083
491329,491333,4,13.104869243485746,0.3052300580555847
491593,491611,18,13.10540641735376,1.3734789617943457
492403,492409,6,13.107052765881512,0.45776881402494846
492883,492893,10,13.10802710234417,0.7628913124700247
493301,493313,12,13.108874814383773,0.9154103742628578
493351,493369,18,13.108976167241806,1.3731049450666053
493607,493621,14,13.10949493299626,1.0679282513594297
493621,493627,6,13.109523295238823,0.45768254610593717
493931,493937,6,13.110151110301082,0.4576606287387184
494257,494267,10,13.11081090380561,0.762729328747877
494497,494519,22,13.111296363292427,1.6779423933695217
494617,494621,4,13.111539004687835,0.30507478935690613
494693,494699,6,13.111692647125794,0.4576068217489262
494749,494759,10,13.11180584223993,0.7626714519967045
494903,494917,14,13.112117062752278,1.0677146896262801
495043,495067,24,13.11239990646483,1.8303285570299939
495067,495071,4,13.112448385926717,0.30505363165380356
495161,495181,20,13.112638241192943,1.5252460742164475
495241,495269,28,13.112799791755592,2.135318196317192
495289,495301,12,13.112896709567345,0.9151296060499462
495343,495347,4,13.1130057308791,0.30504066589253587
495637,495647,10,13.113599082931866,0.7625671592336232
495851,495877,26,13.11403075735117,1.9826093503269773
495893,495899,6,13.114115456628454,0.4575222797026188
496007,496019,12,13.114345318510704,0.9150285209481389
496051,496063,12,13.11443402300183,0.9150223318027153
496187,496193,6,13.114708150783374,0.45750160285813185
496609,496631,22,13.115558275129997,1.6773971445589833
496763,496789,26,13.11586833017732,1.9823315807599675
497153,497171,18,13.11665310478607,1.3723012918159792
497417,497423,6,13.117183987491561,0.45741525053864845
497423,497449,26,13.117196049732726,1.9821309296150813
497603,497633,30,13.11755784932784,2.2870110690258736
497711,497719,8,13.117774866270079,0.6098595288878234
497929,497957,28,13.118212775561556,2.134437097419423
498163,498167,4,13.118682611689755,0.3049086648712495
498551,498557,6,13.119461170071796,0.45733585565901447
498803,498833,30,13.119966507204575,2.2865912030740385
498931,498937,6,13.120223088619465,0.45730929721800423
499361,499363,2,13.121084560065881,0.15242642411489482
499439,499459,20,13.12124074749111,1.5242460972163907
499559,499571,12,13.121480988213468,0.9145309139097292
499903,499927,24,13.122169358583895,1.8289658778333286
499943,499957,14,13.122249370905834,1.0668902567146972
500113,500119,6,13.122589351870175,0.4572268352773613
500173,500177,4,13.122709317560133,0.3048151035889674
500363,500369,6,13.123089113993812,0.45720942286385124
500369,500389,20,13.123101105216238,1.5240300169637722
500473,500483,10,13.123308930228326,0.762002940963001
500719,500723,4,13.123800344472448,0.3047897632551795
500839,500861,22,13.124039971135256,1.6763130902059389
500921,500923,2,13.124203683002735,0.1523901981641916
501133,501139,6,13.124626813898201,0.4571558555589829
501217,501223,6,13.124794420024198,0.4571500175915851
501409,501419,10,13.125177414285961,0.7618944631647878
501947,501953,6,13.126249815410906,0.457099330301918
501953,501967,14,13.126261768792718,1.066564132774235
502039,502043,4,13.126433084899242,0.304728632228479
502141,502171,30,13.126636235729473,2.285429371337557
502421,502429,8,13.127193692625614,0.6094219516616193
502441,502451,10,13.127233499086607,0.7617751295957218
502517,502543,26,13.127384749188888,1.9805925168458616
502703,502717,14,13.12775481743688,1.0664428300720976
502919,502921,2,13.128184402317325,0.15234399050998776
503441,503453,12,13.129221804532865,0.9139917185234085
503453,503483,30,13.12924564020971,2.284975148010165
503483,503501,18,13.12930522691633,1.3709788666576417
503599,503609,10,13.129535595447418,0.7616415620570339
503653,503663,10,13.12964281787051,0.7616353421579137
503717,503743,26,13.129769881412379,1.9802327256936785
503791,503803,12,13.12991677850924,0.9139433404209641
503857,503869,12,13.13004777663576,0.9139342220333256
503939,503947,8,13.130210507982541,0.6092819300297114
504197,504209,12,13.130722343698421,0.9138872703190569
504353,504359,6,13.131031698715514,0.4569328699881917
504607,504617,10,13.131535187467032,0.761525583813245
505073,505091,18,13.132458252265954,1.370649702761794
505091,505097,6,13.132493890043586,0.45688199440541194
505111,505117,6,13.132533486084778,0.4568806168556581
505181,505187,6,13.132672059883467,0.45687579592642635
505279,505283,4,13.13286603094676,0.3045793652790073
505321,505327,6,13.132949149886052,0.45686615637676925
505639,505643,4,13.1335782549159,0.30456284817146456
506047,506071,24,13.134384829331518,1.8272648709365928
506119,506131,12,13.134527098485236,0.9136225392830415
506593,506599,6,13.135463198846669,0.4567787149315615
506791,506797,6,13.135853968786828,0.45676512651991175
506843,506861,18,13.135956569923028,1.3702846765810732
507901,507907,6,13.138041825678911,0.4566890621609015
508271,508273,2,13.138770048885911,0.15222124997686431
508301,508327,26,13.138829070775179,1.9788673602453695
508727,508771,44,13.139666805871782,3.3486389457255887
508961,508969,8,13.140126671771988,0.6088221369422442
509413,509417,4,13.141014361421725,0.3043905051761347
510247,510253,6,13.14265020118396,0.4565289274350076
510311,510319,8,13.14277562276722,0.6086994277024411
510583,510589,6,13.14330848907153,0.456506062000212
510589,510611,22,13.143320240275047,1.6738540641036386
510619,510677,58,13.143378994221372,4.412868260551592
510767,510773,6,13.143668796511664,0.45649354779788753
510803,510817,14,13.143739276263446,1.0651458999405818
510823,510827,4,13.143778429534805,0.3043264934390385
510941,510943,2,13.144009402637254,0.15216057283089846
511169,511171,2,13.144455538579141,0.1521554083491686
511193,511201,8,13.144502488680972,0.6086194594956318
511211,511213,2,13.144537699810824,0.15215445728675447
511297,511327,30,13.144705913654045,2.282287652311608
511361,511387,26,13.144831077687542,1.9779637978104743
511417,511439,22,13.14494058336728,1.6736477324087196
511487,511507,20,13.14507744860607,1.5214820968681961
511787,511793,6,13.145663801838138,0.45642426966381333
512101,512137,36,13.14627715019234,2.738417849305215
512137,512147,10,13.146347446354003,0.7606675573429631
512429,512443,14,13.146917443812255,1.0648884090003363
512503,512507,4,13.147061843636104,0.3042504893925192
513109,513131,22,13.148243577216684,1.6732272923603018
513131,513137,6,13.148286452177715,0.4563332280463236
513319,513341,22,13.148652763253951,1.673175221531637
513761,513767,6,13.14951345575558,0.45629064681277487
514513,514519,6,13.150976101186787,0.4562398983797515
514819,514823,4,13.15157066155995,0.30414618169458607
514847,514853,6,13.151625048128034,0.4562173859156685
515089,515111,22,13.15209498024897,1.6727373116631445
515279,515293,14,13.15246378052645,1.0644393501944793
515477,515507,30,13.15284796456697,2.2808748402489183
515639,515651,12,13.153162187217639,0.9123281405031033
515839,515843,4,13.153549980272858,0.30410041441276553
516377,516391,14,13.154592397845764,1.0642671073786127
516539,516541,2,13.154906072919688,0.15203453288937901
516563,516587,24,13.154952534934097,1.82440795101814
516619,516623,4,13.155060937906766,0.30406548619427987
516829,516839,10,13.155467344427251,0.7601402320561474
516911,516931,20,13.155625991669636,1.5202621306401032
517043,517061,18,13.155881322178956,1.368209362732282
517211,517217,6,13.156206194021808,0.45605852565053334
517249,517261,12,13.15627966230481,0.9121119577886623
517831,517861,30,13.15740421318268,2.2800850011085294
518543,518579,36,13.158778234746359,2.735816301314384
518587,518597,10,13.158863084283112,0.7599440723677683
518813,518831,18,13.159298788936235,1.3678540390870686
519509,519521,12,13.160639413721691,0.9118098006308437
519691,519703,12,13.1609896831633,0.9117855335265143
519713,519733,20,13.16103201511508,1.5196376680058643
519947,519971,24,13.161482162286177,1.8235028322852014
520019,520021,2,13.161620628351635,0.1519569706857962
520073,520103,30,13.161724465319997,2.2793365777446106
520307,520309,2,13.16217430096456,0.15195057854942967
520369,520379,10,13.162293454284274,0.7597460149883711
520409,520411,2,13.162370319859873,0.15194831564511793
520841,520853,12,13.163200091816245,0.9116324234454641
521051,521063,12,13.163603204620344,0.9116045062637617
521063,521107,44,13.163626234730295,3.3425440084216658
521309,521317,8,13.164098235138146,0.6077134838333305
521777,521789,12,13.164995572522415,0.9115080923419406
522047,522059,12,13.165512901125746,0.9114722753394525
522113,522127,14,13.16563931853321,1.0633741105372883
522167,522191,24,13.165742739071854,1.8229127270408694
522479,522497,18,13.166340070625848,1.367122518744451
522707,522719,12,13.166776356614402,0.9113848124238652
522827,522829,2,13.167005904387171,0.1518948206238452
522857,522871,14,13.167063283098155,1.0632591109341019
523007,523021,14,13.167350127278715,1.0632359483626315
523357,523387,30,13.168019110563792,2.2782469973735893
523597,523603,6,13.168477583436914,0.45563353561437486
523801,523829,28,13.168867120179547,2.1262269369468925
523927,523937,10,13.169107640621126,0.7593528941288498
524149,524171,22,13.169531274028092,1.6705226284998207
524731,524743,12,13.170641029309403,0.9111173839827305
524863,524869,6,13.170892555138812,0.4555499921422572
524971,524981,10,13.171098301952844,0.7592381265970299
525199,525209,10,13.171532517372407,0.759213097398548
525209,525221,12,13.17155155759297,0.9110543998958415
525253,525257,4,13.171635330256857,0.30368286850543996
525313,525353,40,13.171749554399016,3.0368023499688435
525923,525937,14,13.172910093171403,1.0627871822534753
526231,526249,18,13.173495558813881,1.3663799345919914
526571,526573,2,13.174141454265865,0.15181254937507813
526637,526649,12,13.174266785634572,0.9108666307778881
526963,526993,30,13.174885616330098,2.277059617338567
527063,527069,6,13.175075364970644,0.45540536458353453
527701,527729,28,13.17628511440807,2.1250299122157292
527729,527741,12,13.176338173350885,0.9107234378873164
527869,527881,12,13.176603425844393,0.9107051045084487
527881,527897,16,13.176626158498904,1.2142713777820906
528097,528107,10,13.177035257936605,0.7588960493960082
528373,528383,10,13.177557752671484,0.7588659589044641
528527,528559,32,13.177849170972346,2.4283173668802007
528629,528631,2,13.178042141546824,0.15176761301244726
528679,528691,12,13.178136721366588,0.9105991426347553
528823,528833,10,13.178409061278739,0.7588169371204563
528877,528881,4,13.17851116962713,0.30352442309408273
528947,528967,20,13.178643516785263,1.5176068746776987
529037,529043,6,13.178813651683743,0.4552761848357596
529241,529259,18,13.17919918365649,1.3657885998355483
529271,529273,2,13.179255867000672,0.15175363618273532
529307,529313,6,13.179323882772799,0.4552585590405613
529471,529489,18,13.179633673874072,1.3657435741693882
529747,529751,4,13.180154813065903,0.3034865717991927
529973,529979,6,13.180581340834419,0.45521512631704303
529987,529999,12,13.180607756925594,0.9104284279831286
530227,530237,10,13.181060495720025,0.7586642974020993
530339,530353,14,13.181271703698437,1.0621129974941523
530401,530429,28,13.181388603221546,2.124207156229107
530501,530507,6,13.181577122048536,0.45518073781656454
530513,530527,14,13.181599741919717,1.0620865656751532
530741,530743,2,13.1820294222856,0.1517217065696114
530977,530983,6,13.182473984785034,0.4551497698326648
531263,531281,18,13.183012469509599,1.3653935351750137
531287,531299,12,13.183057643854344,0.9102592375900094
531299,531331,32,13.183080230261469,2.4273538081445265
531353,531359,6,13.18318186278095,0.4551253303225174
531569,531571,2,13.183588289598672,0.15170376653660525
531731,531793,62,13.18389300134748,4.702708069131265
531821,531823,2,13.184062245540927,0.15169831291386945
531833,531841,8,13.18408480926936,0.6067922131671533
532561,532601,40,13.185452723995521,3.0336463098613273
533453,533459,6,13.187126248373595,0.45498919832817986
533593,533633,40,13.187388655056724,3.033200965428583
533971,533989,18,13.188096809351542,1.3648671419545835
534571,534577,6,13.189219835050222,0.45491697576039025
534841,534851,10,13.1897247854449,0.7581659331539033
534883,534889,6,13.189803310372866,0.45489685166733423
534889,534913,24,13.189814527716376,1.8195858591921572
535019,535033,14,13.190057539266228,1.0614055289995976
535219,535229,10,13.190431287913404,0.7581253244663163
535487,535489,2,13.190931892198046,0.15161931062527334
535499,535511,12,13.190954301454564,0.9097143182943755
535609,535627,18,13.19115969624274,1.364550230191434
535861,535879,18,13.191630078063318,1.364501573610121
535939,535943,4,13.191775627606399,0.3032192263510918
536323,536353,30,13.192491870495573,2.274020730465158
536399,536407,8,13.192633566107535,0.6063990150194392
536443,536447,4,13.192715591233368,0.3031976223801885
536461,536467,6,13.19274914502756,0.4547952768632338
536513,536531,18,13.192846071887,1.3643758065484215
536563,536593,30,13.19293926193139,2.2739436151704173
536593,536609,16,13.192995171789804,1.212764788560852
536749,536771,22,13.193285852674551,1.667514843964375
536779,536791,12,13.193341743159024,0.9095496981439298
536929,536933,4,13.193621148734797,0.3031768121054151
537041,537067,26,13.193829720669592,1.970618126082689
537307,537331,24,13.194324904735527,1.8189638479636232
537401,537403,2,13.19449983597311,0.1515783110283011
537709,537739,30,13.19507280061566,2.2735759365117145
537899,537913,14,13.195426089177992,1.060973696899554
537919,537941,22,13.195463270188167,1.6672396830282927
538157,538159,2,13.19590561813363,0.15156216313427007
538283,538297,14,13.19613972314752,1.0609163205086727
538357,538367,10,13.196277187852743,0.7577894778691875
538711,538721,10,13.196934527988644,0.7577517323278036
538789,538799,10,13.197079307571263,0.7577434193536235
538871,538877,6,13.197231489150163,0.45464080894032805
538927,538931,4,13.197335404726273,0.30309148607131003
539129,539141,12,13.197710153352253,0.9092486393900664
539351,539389,38,13.198121843885476,2.879197544126699
539479,539501,22,13.19835913799224,1.6668738719703216
539509,539533,24,13.198414745654249,1.818400199001347
539677,539687,10,13.198726091430338,0.7576488769240234
539743,539761,18,13.198848379325842,1.3637553430945153
539837,539839,2,13.199022521122165,0.15152637225972113
539947,539993,46,13.199226265575465,3.4850527655527292
540233,540251,18,13.199755806960573,1.36366159065671
540271,540283,12,13.199826144506783,0.9091028827674295
540343,540347,4,13.199959402080916,0.3030312350331485
540823,540851,28,13.200847332392334,2.1210759654263556
541249,541267,18,13.201634710722072,1.3634675094729598
541549,541571,22,13.202188830710613,1.6663903449725042
541669,541693,24,13.202410392760894,1.8178498687754479
541763,541771,8,13.202583915418959,0.6059419922078287
541859,541889,30,13.20276109897605,2.2722519763177926
541889,541901,12,13.202816462400033,0.9088969792297346
542053,542063,10,13.203119061618906,0.7573967903591596
542719,542723,4,13.204346969573168,0.30293054319287555
542911,542921,10,13.204700681246578,0.7573060716326634
543017,543019,2,13.204895905976645,0.15145897508323283
543287,543289,2,13.205393004405005,0.15145327362334823
543307,543311,4,13.20542981668264,0.3029057028455623
543383,543407,24,13.205569690980045,1.8174149666858372
543877,543883,6,13.206478397331779,0.45432247867169745
544001,544007,6,13.206706364071684,0.45431463641250935
544367,544373,6,13.207378930728911,0.45429150109717203
544889,544897,8,13.208337383177115,0.6056780477298568
545131,545141,10,13.208781411734346,0.7570721089468748
545329,545371,42,13.20914456123488,3.1796154402956702
545449,545473,24,13.20936458767561,1.81689284451972
545543,545549,6,13.209536907913034,0.45421728572526743
546373,546391,18,13.211057171669326,1.3624950498738588
546467,546479,12,13.211229200512033,0.9083182055107265
546617,546619,2,13.211503653346291,0.1513832227184396
546619,546631,12,13.211507312208605,0.9082990847615802
547357,547361,4,13.21285651934286,0.3027354451434654
547499,547501,2,13.213115914187107,0.1513647509784253
547501,547513,12,13.213119567155143,0.9081882547880149
547567,547577,10,13.213240107614878,0.7568166413805599
547583,547601,18,13.213269327356468,1.3622669419697053
547831,547849,18,13.21372212420631,1.3622202609381102
547853,547871,18,13.213762281769993,1.3622161210538204
547909,547951,42,13.21386449374677,3.178479696070424
547957,547999,42,13.21395209569816,3.1784586243258155
548089,548099,10,13.214192961502402,0.7567620685677531
548123,548143,20,13.21425499329919,1.5135170321854534
548963,549001,38,13.215786322956388,2.8753491522477455
549121,549139,18,13.216074096935593,1.3619778360786925
549167,549169,2,13.216157863670778,0.15132991150913064
549481,549503,22,13.216729475339939,1.664557032891388
549701,549707,6,13.217129773021192,0.45395635081431984
550513,550519,6,13.218605849761595,0.45390565905316055
550531,550541,10,13.21863854600262,0.7565075605327032
550657,550661,4,13.218867389761451,0.3025977855786769
550789,550801,12,13.219107074685871,0.9077768968964312
551063,551069,6,13.219604419167068,0.45387137237636377
551207,551219,12,13.219865698165533,0.9077248040171234
551311,551321,10,13.220054357217464,0.756426541812252
551489,551503,14,13.220377171873876,1.0589712999856584
551911,551917,6,13.221142080375916,0.4538185856807162
552011,552029,18,13.221323252596914,1.3614371009697888
552029,552031,2,13.221355860111137,0.15127041592110874
552353,552379,26,13.221942613624497,1.9664281384195696
552707,552709,2,13.222583302839759,0.15125637359913388
552749,552751,2,13.22265928958192,0.1512555043731477
552751,552757,6,13.222662907854193,0.45376638894999216
552883,552887,4,13.222901684882807,0.3025054632730903
552991,553013,22,13.22309700550766,1.6637554720226737
553193,553207,14,13.2234622250412,1.058724240425346
553309,553351,42,13.223671894794034,3.1761223610315668
553583,553589,6,13.224166974721609,0.4537147792726135
553699,553703,4,13.22437649677728,0.3024717271906756
553747,553757,10,13.224463182719584,0.7561743612449243
553963,553981,18,13.22485317649546,1.361073711728718
554263,554269,6,13.225394582323021,0.4536726645584973
554707,554711,4,13.22619532539763,0.3024301321423094
554837,554839,2,13.226429655898439,0.15121238701844855
554887,554891,4,13.22651976839494,0.30242271361194256
555091,555097,6,13.226887343251914,0.45362146393883646
555383,555391,8,13.227413244815985,0.6048045715314229
555697,555707,10,13.227978460657075,0.7559734111861616
556211,556219,8,13.22890299764505,0.6047364623827178
556229,556243,14,13.228935358940943,1.0582862203297352
556273,556279,6,13.229014459922375,0.4535485253400507
556399,556403,4,13.229240941761658,0.3023605071227423
556579,556583,4,13.229564398292819,0.3023531145527491
556987,556999,12,13.230297179319281,0.9070091047355762
557339,557369,30,13.230928951371101,2.2674144884506497
557519,557521,2,13.231251862453165,0.15115727678614277
557671,557693,22,13.231524461742866,1.6626957886530742
558029,558053,24,13.23216621133915,1.8137619809697887
558083,558091,8,13.232262975821643,0.6045829057824668
558529,558533,4,13.233061820941915,0.30227320435168076
558563,558583,20,13.233122693278322,1.5113590694778996
558683,558703,20,13.233337507205533,1.5113345359105388
559067,559081,14,13.234024601842272,1.0578792484677033
559511,559513,2,13.234818466951936,0.15111654194533225
559549,559561,12,13.234886381094187,0.9066945989911782
559777,559781,4,13.235293769117254,0.30222223018074995
560017,560023,6,13.23572241939342,0.4533186636800875
560107,560113,6,13.235883115888083,0.45331315995059845
560171,560173,2,13.235997373242185,0.15110308226890315
560479,560489,10,13.236547054244738,0.755484036661447
560767,560771,4,13.237060768463266,0.30218188689817227
561313,561343,30,13.23803396118231,2.2661975402063894
561359,561367,8,13.238115908536527,0.6043156031623234
561829,561839,10,13.238952812113546,0.7553467515081761
561917,561923,6,13.239109431136313,0.45320268944140146
561961,561973,12,13.23918773145009,0.9064000181441373
562231,562259,28,13.239668076453775,2.114856644313983
562789,562813,24,13.240660058899877,1.8125984575722187
563119,563131,12,13.241246252460007,0.9062591066736333
563809,563813,4,13.242470820642225,0.3020584341227954
563821,563831,10,13.242492104219286,0.7551448716223005
563971,563987,16,13.242758110718507,1.2082075249150568
564163,564173,10,13.24309849581789,0.7551102941020906
