N_MAX,RANDOM_SEED,MIN_X_FOR_GAPS,N_WINDOWS,HIST_BINS,TAIL_THRESHOLDS,NOTEBOOK_ID,NOTEBOOK_TITLE,overall_mean_z,overall_std_z,overall_q50_z,overall_q90_z,overall_q99_z,final_window_distributional_score,mean_distributional_score,max_distributional_score,min_js_divergence_to_exp1,final_mean_gap_over_mean_logx,cgcs_score,cgcs_definition
1000000,9423,100,16,"[0.0, 0.2, 0.4, 0.6000000000000001, 0.8, 1.0, 1.2000000000000002, 1.4000000000000001, 1.6, 1.8, 2.0, 2.2, 2.4000000000000004, 2.6, 2.8000000000000003, 3.0, 3.2, 3.4000000000000004, 3.6, 3.8000000000000003, 4.0, 4.2, 4.4, 4.6000000000000005, 4.800000000000001, 5.0, 5.2, 5.4, 5.6000000000000005, 5.800000000000001, 6.0, 6.2, 6.4, 6.6000000000000005, 6.800000000000001, 7.0, 7.2, 7.4, 7.6000000000000005, 7.800000000000001, 8.0]","[1, 2, 3, 4, 5]",12_normalized_gap_distribution,Normalized Gap Distribution,1.0015904744434432,0.7980986422562308,0.7804601730087715,2.0740756354469245,3.7298702120367166,0.9774799617343894,0.9179997177927681,0.9837193627304713,0.0165500831704066,1.0013087305559385,0.9774799617343894,1 / (1 + Jensen-Shannon divergence between final-window normalized gap distribution and Exp(1) baseline)
