window,midpoint,count,mean_gap,mean_expected,mean_residual,mae,rmse,relative_drift,model
26,662520.175,1853,13.475445223961144,13.403830078967419,0.0716151449937267,8.069745537478683,10.573797463946573,0.6020477348591058,log_baseline
27,687517.125,1858,13.454251883745963,13.440668941832088,0.013582941913874382,8.11204767411947,10.772060242389957,0.6035449358381207,log_baseline
28,712514.075,1875,13.3408,13.476459791635252,-0.13565979163525196,8.010124818215871,10.605787213681005,0.5943790091807124,log_baseline
29,737511.025,1819,13.731720725673448,13.51086487258217,0.22085585309127634,8.299399520392909,11.187425455292122,0.6142759622468745,log_baseline
30,762507.9750000001,1865,13.398391420911528,13.544309237659744,-0.1459178167482155,8.094121562459394,10.514500091398657,0.5976031276629311,log_baseline
31,787504.925,1848,13.530303030303031,13.576609949610067,-0.04630691930703523,8.36831913866173,10.975923706504108,0.6163776649488318,log_baseline
32,812501.875,1845,13.544715447154472,13.607905308693343,-0.06318986153887085,8.220379459086335,11.082471747211056,0.60408852594196,log_baseline
33,837498.825,1821,13.733113673805601,13.63806972802702,0.09504394577858355,8.509916589818758,11.644746054655451,0.6239824813573426,log_baseline
34,862495.775,1831,13.654833424358275,13.667535793076054,-0.012702368717779586,8.273757013064072,10.96873484086062,0.6053583570825943,log_baseline
35,887492.7250000001,1826,13.68565169769989,13.695965938414215,-0.010314240714324744,8.33077783027998,10.905547215110953,0.6082650809545279,log_baseline
36,912489.675,1832,13.64410480349345,13.723926860438551,-0.0798220569451025,8.458801319698587,10.955376733887014,0.6163542990077028,log_baseline
37,937486.625,1799,13.891050583657588,13.750847574670495,0.1402030089870953,8.280564215059854,11.069802437832418,0.6021857321953682,log_baseline
38,962483.575,1818,13.749174917491748,13.777331365083656,-0.02815644759190758,8.479497705144276,11.093265043704893,0.6154673557924393,log_baseline
39,987480.525,1774,14.092446448703495,13.803001750733449,0.2894446979700466,8.489212369107205,11.275874310256595,0.6150265371556672,log_baseline
0,12599.475,2745,9.11111111111111,9.079430427287958,0.03168068382315126,5.044912225343336,6.629626692472551,0.5556419277338149,affine_log
1,37596.425,2373,10.530973451327434,10.543983980094755,-0.013010528767320749,6.042960065597449,8.212146849514056,0.5731192381366975,affine_log
2,62593.375,2258,11.075287865367581,11.065346451519757,0.009941413847825728,6.375676477923254,8.26001787762114,0.5761840811633688,affine_log
