N_MAX,RANDOM_SEED,SCENARIOS,FILTER_DEPTHS,DENSITY_MODEL,COMPLETION_BIN_COUNT,NOTEBOOK_ID,NOTEBOOK_TITLE,n_max,universe_count,prime_count,composite_count,mod6_composite_count,filter_prime_count,mean_raw_precision,mean_sieve_precision,mean_reconstruction_recovery,mean_reconstruction_precision,mean_reconstruction_f1,mean_reconstruction_gap_drift,candidate_completion_count,scenario_count,cgcs_score,cgcs_definition
200000,9423,"[{'name': 'mixed_keep_75_noise_25', 'kind': 'mixed', 'keep_fraction': 0.75, 'noise_fraction': 0.25}, {'name': 'mixed_keep_50_noise_50', 'kind': 'mixed', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'mixed_keep_25_noise_100', 'kind': 'mixed', 'keep_fraction': 0.25, 'noise_fraction': 1.0}, {'name': 'biased_low_missing_high_noise', 'kind': 'biased_range', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_50', 'kind': 'adversarial_mod6', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_100', 'kind': 'adversarial_mod6', 'keep_fraction': 0.25, 'noise_fraction': 1.0}]","[5, 11, 31, 101, 447]",x_over_log_x_minus_1,32,07_constraint_reconstruction,Constraint Reconstruction,200000,199999,17984,182015,48684,86,0.4416666666666667,1.0,0.9908807829181495,1.0,0.9954195062004246,0.5877890637715888,57470,6,0.9954195062004246,mean F1 score of density-guided reconstruction across stress-test scenarios
