label_type,label,count,mean_z,std_z,median_z,q90_z,q95_z,residual_l1,residual_l2,positive_residual_mass,negative_residual_mass,js_divergence,tail_prob_z_gt_1,tail_prob_z_gt_2,tail_prob_z_gt_3,tail_prob_z_gt_4,tail_prob_z_gt_5,window_index,left,right,midpoint,anchor_mod30
anchor_mod30_by_window,11,216,0.8787997972747769,0.8877054016198199,0.5817741321100296,1.96187275226405,2.829578057707418,1.5347947294930697,1.5718032937052955,0.7673973647465349,-0.7673973647465349,0.40287861386385804,0.2962962962962963,0.08796296296296297,0.037037037037037035,0.004629629629629629,0.004629629629629629,11,24516,42501,32279.32025306605,11
anchor_mod30_by_window,13,225,0.8884973331943511,0.6410290813086814,0.5815446439646172,1.7003501302361475,2.3094726346622334,1.6070194088194754,1.6754968480759862,0.8035097044097379,-0.8035097044097378,0.43815389975292296,0.22666666666666666,0.06666666666666667,0.008888888888888889,0.0,0.0,11,24516,42501,32279.32025306605,13
anchor_mod30_by_window,17,203,0.9491481080860583,0.9355747889965605,0.5836514972173436,1.9745622178141933,2.820546256297043,1.554018489815345,1.5936009206697057,0.7770092449076728,-0.7770092449076729,0.41211914434873687,0.4039408866995074,0.09852216748768473,0.029556650246305417,0.014778325123152709,0.0049261083743842365,11,24516,42501,32279.32025306605,17
anchor_mod30_by_window,19,211,1.1379984704187225,0.7298667512182287,0.9747180376115501,2.130861007191139,2.265627580367665,1.6203788849260299,1.5936500131277151,0.8101894424630149,-0.8101894424630152,0.4486337430750215,0.45023696682464454,0.17535545023696683,0.014218009478672985,0.004739336492890996,0.004739336492890996,11,24516,42501,32279.32025306605,19
anchor_mod30_by_window,23,223,1.1025891451656062,0.6411967835342783,0.771468902040706,1.891082658308924,2.4323591197792522,1.6385644814595555,1.7163042765266363,0.8192822407297781,-0.8192822407297781,0.4539820063818249,0.4080717488789238,0.05829596412556054,0.013452914798206279,0.0,0.0,11,24516,42501,32279.32025306605,23
anchor_mod30_by_window,29,220,0.9114689838853122,0.7520420779850114,0.7727991670450398,1.7289040501068302,1.9145065425379235,1.5564229913078722,1.6253042789173664,0.7782114956539362,-0.7782114956539362,0.41729573638053524,0.39090909090909093,0.045454545454545456,0.013636363636363636,0.013636363636363636,0.004545454545454545,11,24516,42501,32279.32025306605,29
anchor_mod30_by_window,1,358,1.2422178551543743,0.7592152648345515,1.0039931827380237,2.0427468106645654,2.6964689891438667,1.5599031937851267,1.440567898111971,0.7799515968925632,-0.7799515968925633,0.42051357645913656,0.5,0.1424581005586592,0.030726256983240222,0.008379888268156424,0.002793296089385475,12,42501,73680,55959.57183538845,1
anchor_mod30_by_window,7,351,0.8705193398354635,0.6598793731536541,0.5537608670299593,1.9702638890752149,2.2325802448732204,1.5294131411886702,1.581129467387387,0.7647065705943353,-0.7647065705943352,0.4076449084639888,0.27350427350427353,0.08831908831908832,0.02849002849002849,0.0,0.0,12,42501,73680,55959.57183538845,7
anchor_mod30_by_window,11,349,0.8463622238497382,0.7838173113374782,0.5571803531852356,1.7859777750644603,2.6800032581274826,1.4564840948113482,1.4693163853925064,0.7282420474056741,-0.7282420474056742,0.3782045210213989,0.30659025787965616,0.06876790830945559,0.022922636103151862,0.0028653295128939827,0.0028653295128939827,12,42501,73680,55959.57183538845,11
anchor_mod30_by_window,13,343,0.9298069662926753,0.7640877487309362,0.5513472555142781,2.147801552216962,2.53615792385389,1.5469782957121805,1.6009877030399717,0.7734891478560904,-0.7734891478560906,0.41201927455340664,0.26822157434402333,0.11078717201166181,0.026239067055393587,0.0029154518950437317,0.0029154518950437317,12,42501,73680,55959.57183538845,13
