first_order_entropy,two_step_l1_delta,two_step_l2_delta,max_abs_two_step_delta,max_lift,min_lift
2.066815072609539,0.005746177199492079,0.007938279207600263,0.02416686729322018,1.1842229449678598,0.8038999082004066
