markov_l2_error,rank1_l2_error,rank4_l2_error,rank4_error_reduction_fraction,top_singular_energy_share,rank90,rank95,real_top_singular_value,shuffle_mean_top_singular_value,top_singular_real_minus_shuffle_zscore,real_frobenius_residual,shuffle_mean_frobenius_residual
0.007938279207600263,0.0052813954242110165,0.0012446822566115861,0.8432050291932409,0.5573661432708562,3,3,0.047411822425005586,0.011395431767783109,24.349284437724577,0.0635062336608021,0.017528235669428356
