x,observed_count,prime_count,density_drift,name,scenario
143716,16553,13321,0.24262442759552585,noise_25,noise
160453,18327,14721,0.24495618504177705,noise_25,noise
179138,20268,16260,0.24649446494464944,noise_25,noise
200000,22480,17984,0.25,noise_25,noise
100,27,25,0.08,noise_50,noise
111,31,29,0.06896551724137931,noise_50,noise
124,33,30,0.1,noise_50,noise
139,38,34,0.11764705882352941,noise_50,noise
155,40,36,0.1111111111111111,noise_50,noise
173,45,40,0.125,noise_50,noise
193,49,44,0.11363636363636363,noise_50,noise
216,52,47,0.10638297872340426,noise_50,noise
241,58,53,0.09433962264150944,noise_50,noise
269,63,57,0.10526315789473684,noise_50,noise
300,69,62,0.11290322580645161,noise_50,noise
335,74,67,0.1044776119402985,noise_50,noise
375,84,74,0.13513513513513514,noise_50,noise
418,92,80,0.15,noise_50,noise
467,104,91,0.14285714285714285,noise_50,noise
521,113,98,0.15306122448979592,noise_50,noise
582,125,106,0.1792452830188679,noise_50,noise
650,138,118,0.1694915254237288,noise_50,noise
726,150,128,0.171875,noise_50,noise
810,163,140,0.16428571428571428,noise_50,noise
905,180,154,0.16883116883116883,noise_50,noise
1010,200,169,0.1834319526627219,noise_50,noise
1128,222,188,0.18085106382978725,noise_50,noise
1259,243,205,0.18536585365853658,noise_50,noise
1406,267,222,0.20270270270270271,noise_50,noise
1570,297,247,0.20242914979757085,noise_50,noise
1753,330,273,0.2087912087912088,noise_50,noise
1957,367,297,0.2356902356902357,noise_50,noise
2185,412,327,0.2599388379204893,noise_50,noise
2439,459,361,0.27146814404432135,noise_50,noise
2724,507,397,0.2770780856423174,noise_50,noise
3041,553,436,0.268348623853211,noise_50,noise
3395,614,478,0.28451882845188287,noise_50,noise
3790,675,526,0.2832699619771863,noise_50,noise
4232,753,580,0.2982758620689655,noise_50,noise
4725,833,637,0.3076923076923077,noise_50,noise
5275,920,699,0.31616595135908443,noise_50,noise
5890,1016,775,0.3109677419354839,noise_50,noise
6575,1117,850,0.31411764705882356,noise_50,noise
7341,1241,935,0.32727272727272727,noise_50,noise
8196,1372,1028,0.3346303501945525,noise_50,noise
9151,1515,1134,0.335978835978836,noise_50,noise
10216,1682,1253,0.3423782920989625,noise_50,noise
11406,1846,1376,0.34156976744186046,noise_50,noise
12735,2050,1519,0.3495720868992758,noise_50,noise
14218,2273,1671,0.360263315380012,noise_50,noise
15874,2509,1848,0.35768398268398266,noise_50,noise
17722,2774,2034,0.3638151425762045,noise_50,noise
19786,3069,2239,0.37070120589548905,noise_50,noise
22090,3397,2475,0.37252525252525254,noise_50,noise
24663,3772,2730,0.38168498168498166,noise_50,noise
27535,4198,3007,0.3960758230794812,noise_50,noise
30742,4661,3315,0.40603318250377074,noise_50,noise
34322,5188,3668,0.4143947655398037,noise_50,noise
38319,5745,4044,0.4206231454005935,noise_50,noise
42781,6373,4473,0.4247708473060586,noise_50,noise
47763,7048,4923,0.43164736949014826,noise_50,noise
53325,7799,5439,0.43390329104614817,noise_50,noise
59535,8646,6018,0.43668993020937186,noise_50,noise
66469,9559,6628,0.44221484610742307,noise_50,noise
74209,10614,7323,0.44940598115526426,noise_50,noise
82851,11780,8097,0.45485982462640484,noise_50,noise
92500,13009,8935,0.45595970900951316,noise_50,noise
103272,14441,9872,0.46282414910858993,noise_50,noise
115298,16016,10895,0.4700321248279027,noise_50,noise
128725,17749,12051,0.472823832047133,noise_50,noise
143716,19662,13321,0.47601531416560317,noise_50,noise
160453,21830,14721,0.4829155628014401,noise_50,noise
179138,24251,16260,0.49145141451414515,noise_50,noise
200000,26976,17984,0.5,noise_50,noise
100,30,25,0.2,noise_100,noise
111,34,29,0.1724137931034483,noise_100,noise
124,36,30,0.2,noise_100,noise
139,41,34,0.20588235294117646,noise_100,noise
155,44,36,0.2222222222222222,noise_100,noise
173,48,40,0.2,noise_100,noise
193,54,44,0.22727272727272727,noise_100,noise
216,58,47,0.23404255319148937,noise_100,noise
241,66,53,0.24528301886792453,noise_100,noise
269,72,57,0.2631578947368421,noise_100,noise
300,79,62,0.27419354838709675,noise_100,noise
335,85,67,0.26865671641791045,noise_100,noise
375,96,74,0.2972972972972973,noise_100,noise
418,103,80,0.2875,noise_100,noise
467,116,91,0.27472527472527475,noise_100,noise
521,128,98,0.30612244897959184,noise_100,noise
582,140,106,0.32075471698113206,noise_100,noise
650,159,118,0.3474576271186441,noise_100,noise
726,175,128,0.3671875,noise_100,noise
810,197,140,0.40714285714285714,noise_100,noise
905,217,154,0.4090909090909091,noise_100,noise
1010,240,169,0.42011834319526625,noise_100,noise
1128,271,188,0.44148936170212766,noise_100,noise
1259,303,205,0.47804878048780486,noise_100,noise
1406,329,222,0.481981981981982,noise_100,noise
1570,367,247,0.48582995951417,noise_100,noise
1753,411,273,0.5054945054945055,noise_100,noise
1957,457,297,0.5387205387205387,noise_100,noise
2185,504,327,0.5412844036697247,noise_100,noise
2439,568,361,0.5734072022160664,noise_100,noise
2724,633,397,0.5944584382871536,noise_100,noise
3041,694,436,0.591743119266055,noise_100,noise
3395,770,478,0.6108786610878661,noise_100,noise
3790,855,526,0.6254752851711026,noise_100,noise
4232,957,580,0.65,noise_100,noise
4725,1055,637,0.6562009419152276,noise_100,noise
5275,1167,699,0.6695278969957081,noise_100,noise
5890,1305,775,0.6838709677419355,noise_100,noise
6575,1438,850,0.691764705882353,noise_100,noise
7341,1577,935,0.6866310160427808,noise_100,noise
8196,1756,1028,0.708171206225681,noise_100,noise
9151,1947,1134,0.716931216931217,noise_100,noise
10216,2152,1253,0.7174780526735834,noise_100,noise
11406,2364,1376,0.7180232558139535,noise_100,noise
12735,2620,1519,0.7248189598420013,noise_100,noise
14218,2907,1671,0.7396768402154399,noise_100,noise
15874,3232,1848,0.7489177489177489,noise_100,noise
17722,3572,2034,0.7561455260570304,noise_100,noise
19786,3962,2239,0.7695399732023225,noise_100,noise
22090,4387,2475,0.7725252525252525,noise_100,noise
24663,4863,2730,0.7813186813186813,noise_100,noise
27535,5390,3007,0.7924842035251081,noise_100,noise
30742,5992,3315,0.8075414781297134,noise_100,noise
34322,6656,3668,0.8146128680479825,noise_100,noise
38319,7375,4044,0.8236894164193868,noise_100,noise
42781,8184,4473,0.829644533869886,noise_100,noise
47763,9102,4923,0.8488726386349786,noise_100,noise
53325,10113,5439,0.8593491450634307,noise_100,noise
59535,11243,6018,0.8682286473911599,noise_100,noise
66469,12495,6628,0.8851840675920338,noise_100,noise
74209,13896,7323,0.8975829578041786,noise_100,noise
82851,15428,8097,0.9053970606397431,noise_100,noise
92500,17129,8935,0.9170677112479015,noise_100,noise
103272,19038,9872,0.928484602917342,noise_100,noise
115298,21198,10895,0.9456631482331345,noise_100,noise
128725,23579,12051,0.9566011119409178,noise_100,noise
143716,26197,13321,0.9665940995420764,noise_100,noise
160453,29083,14721,0.9756130697642823,noise_100,noise
179138,32312,16260,0.9872078720787207,noise_100,noise
200000,35968,17984,1.0,noise_100,noise
100,23,25,0.08,mixed_keep_75_noise_25,mixed
111,27,29,0.06896551724137931,mixed_keep_75_noise_25,mixed
124,28,30,0.06666666666666667,mixed_keep_75_noise_25,mixed
139,32,34,0.058823529411764705,mixed_keep_75_noise_25,mixed
155,35,36,0.027777777777777776,mixed_keep_75_noise_25,mixed
173,39,40,0.025,mixed_keep_75_noise_25,mixed
193,43,44,0.022727272727272728,mixed_keep_75_noise_25,mixed
216,46,47,0.02127659574468085,mixed_keep_75_noise_25,mixed
241,50,53,0.05660377358490566,mixed_keep_75_noise_25,mixed
269,53,57,0.07017543859649122,mixed_keep_75_noise_25,mixed
300,56,62,0.0967741935483871,mixed_keep_75_noise_25,mixed
335,64,67,0.04477611940298507,mixed_keep_75_noise_25,mixed
375,68,74,0.08108108108108109,mixed_keep_75_noise_25,mixed
418,73,80,0.0875,mixed_keep_75_noise_25,mixed
467,81,91,0.10989010989010989,mixed_keep_75_noise_25,mixed
521,87,98,0.11224489795918367,mixed_keep_75_noise_25,mixed
582,94,106,0.11320754716981132,mixed_keep_75_noise_25,mixed
650,101,118,0.1440677966101695,mixed_keep_75_noise_25,mixed
726,110,128,0.140625,mixed_keep_75_noise_25,mixed
810,118,140,0.15714285714285714,mixed_keep_75_noise_25,mixed
905,130,154,0.15584415584415584,mixed_keep_75_noise_25,mixed
1010,143,169,0.15384615384615385,mixed_keep_75_noise_25,mixed
1128,157,188,0.16489361702127658,mixed_keep_75_noise_25,mixed
1259,176,205,0.14146341463414633,mixed_keep_75_noise_25,mixed
1406,191,222,0.13963963963963963,mixed_keep_75_noise_25,mixed
1570,212,247,0.1417004048582996,mixed_keep_75_noise_25,mixed
1753,235,273,0.1391941391941392,mixed_keep_75_noise_25,mixed
1957,261,297,0.12121212121212122,mixed_keep_75_noise_25,mixed
2185,288,327,0.11926605504587157,mixed_keep_75_noise_25,mixed
2439,318,361,0.11911357340720222,mixed_keep_75_noise_25,mixed
2724,353,397,0.11083123425692695,mixed_keep_75_noise_25,mixed
3041,393,436,0.09862385321100918,mixed_keep_75_noise_25,mixed
3395,432,478,0.09623430962343096,mixed_keep_75_noise_25,mixed
3790,472,526,0.10266159695817491,mixed_keep_75_noise_25,mixed
4232,520,580,0.10344827586206896,mixed_keep_75_noise_25,mixed
4725,582,637,0.08634222919937205,mixed_keep_75_noise_25,mixed
5275,642,699,0.0815450643776824,mixed_keep_75_noise_25,mixed
5890,707,775,0.08774193548387096,mixed_keep_75_noise_25,mixed
6575,770,850,0.09411764705882353,mixed_keep_75_noise_25,mixed
7341,848,935,0.09304812834224599,mixed_keep_75_noise_25,mixed
8196,938,1028,0.08754863813229571,mixed_keep_75_noise_25,mixed
9151,1040,1134,0.08289241622574955,mixed_keep_75_noise_25,mixed
10216,1143,1253,0.08778930566640064,mixed_keep_75_noise_25,mixed
11406,1266,1376,0.07994186046511628,mixed_keep_75_noise_25,mixed
12735,1397,1519,0.08031599736668861,mixed_keep_75_noise_25,mixed
14218,1538,1671,0.07959305804907241,mixed_keep_75_noise_25,mixed
15874,1707,1848,0.0762987012987013,mixed_keep_75_noise_25,mixed
17722,1890,2034,0.07079646017699115,mixed_keep_75_noise_25,mixed
19786,2103,2239,0.060741402411790976,mixed_keep_75_noise_25,mixed
22090,2327,2475,0.0597979797979798,mixed_keep_75_noise_25,mixed
24663,2581,2730,0.05457875457875458,mixed_keep_75_noise_25,mixed
27535,2849,3007,0.0525440638510143,mixed_keep_75_noise_25,mixed
30742,3159,3315,0.047058823529411764,mixed_keep_75_noise_25,mixed
34322,3527,3668,0.03844056706652126,mixed_keep_75_noise_25,mixed
38319,3888,4044,0.03857566765578635,mixed_keep_75_noise_25,mixed
42781,4317,4473,0.034875922199865864,mixed_keep_75_noise_25,mixed
47763,4772,4923,0.03067235425553524,mixed_keep_75_noise_25,mixed
53325,5317,5439,0.022430593859165286,mixed_keep_75_noise_25,mixed
59535,5882,6018,0.022598870056497175,mixed_keep_75_noise_25,mixed
66469,6506,6628,0.018406759203379603,mixed_keep_75_noise_25,mixed
74209,7218,7323,0.014338385907414994,mixed_keep_75_noise_25,mixed
82851,7972,8097,0.015437816475237742,mixed_keep_75_noise_25,mixed
92500,8824,8935,0.01242305540011192,mixed_keep_75_noise_25,mixed
103272,9800,9872,0.007293354943273906,mixed_keep_75_noise_25,mixed
115298,10856,10895,0.0035796236805874255,mixed_keep_75_noise_25,mixed
128725,12025,12051,0.002157497303128371,mixed_keep_75_noise_25,mixed
143716,13275,13321,0.0034531942046392913,mixed_keep_75_noise_25,mixed
160453,14665,14721,0.0038040893961008085,mixed_keep_75_noise_25,mixed
179138,16226,16260,0.002091020910209102,mixed_keep_75_noise_25,mixed
200000,17984,17984,0.0,mixed_keep_75_noise_25,mixed
100,13,25,0.48,mixed_keep_50_noise_50,mixed
111,15,29,0.4827586206896552,mixed_keep_50_noise_50,mixed
124,17,30,0.43333333333333335,mixed_keep_50_noise_50,mixed
139,20,34,0.4117647058823529,mixed_keep_50_noise_50,mixed
155,21,36,0.4166666666666667,mixed_keep_50_noise_50,mixed
173,24,40,0.4,mixed_keep_50_noise_50,mixed
193,25,44,0.4318181818181818,mixed_keep_50_noise_50,mixed
216,27,47,0.425531914893617,mixed_keep_50_noise_50,mixed
241,32,53,0.39622641509433965,mixed_keep_50_noise_50,mixed
269,37,57,0.3508771929824561,mixed_keep_50_noise_50,mixed
300,43,62,0.3064516129032258,mixed_keep_50_noise_50,mixed
335,47,67,0.29850746268656714,mixed_keep_50_noise_50,mixed
375,51,74,0.3108108108108108,mixed_keep_50_noise_50,mixed
418,55,80,0.3125,mixed_keep_50_noise_50,mixed
467,66,91,0.27472527472527475,mixed_keep_50_noise_50,mixed
521,70,98,0.2857142857142857,mixed_keep_50_noise_50,mixed
582,81,106,0.2358490566037736,mixed_keep_50_noise_50,mixed
650,92,118,0.22033898305084745,mixed_keep_50_noise_50,mixed
726,97,128,0.2421875,mixed_keep_50_noise_50,mixed
810,103,140,0.2642857142857143,mixed_keep_50_noise_50,mixed
905,118,154,0.23376623376623376,mixed_keep_50_noise_50,mixed
1010,125,169,0.2603550295857988,mixed_keep_50_noise_50,mixed
1128,140,188,0.2553191489361702,mixed_keep_50_noise_50,mixed
1259,158,205,0.22926829268292684,mixed_keep_50_noise_50,mixed
1406,173,222,0.22072072072072071,mixed_keep_50_noise_50,mixed
1570,187,247,0.242914979757085,mixed_keep_50_noise_50,mixed
1753,210,273,0.23076923076923078,mixed_keep_50_noise_50,mixed
1957,232,297,0.21885521885521886,mixed_keep_50_noise_50,mixed
2185,249,327,0.23853211009174313,mixed_keep_50_noise_50,mixed
2439,274,361,0.2409972299168975,mixed_keep_50_noise_50,mixed
2724,303,397,0.2367758186397985,mixed_keep_50_noise_50,mixed
3041,334,436,0.23394495412844038,mixed_keep_50_noise_50,mixed
3395,368,478,0.2301255230125523,mixed_keep_50_noise_50,mixed
3790,407,526,0.2262357414448669,mixed_keep_50_noise_50,mixed
4232,450,580,0.22413793103448276,mixed_keep_50_noise_50,mixed
4725,508,637,0.20251177394034536,mixed_keep_50_noise_50,mixed
5275,570,699,0.18454935622317598,mixed_keep_50_noise_50,mixed
5890,628,775,0.1896774193548387,mixed_keep_50_noise_50,mixed
6575,701,850,0.17529411764705882,mixed_keep_50_noise_50,mixed
7341,784,935,0.16149732620320856,mixed_keep_50_noise_50,mixed
8196,876,1028,0.14785992217898833,mixed_keep_50_noise_50,mixed
9151,968,1134,0.14638447971781304,mixed_keep_50_noise_50,mixed
10216,1077,1253,0.14046288906624102,mixed_keep_50_noise_50,mixed
11406,1196,1376,0.1308139534883721,mixed_keep_50_noise_50,mixed
12735,1335,1519,0.12113232389730086,mixed_keep_50_noise_50,mixed
14218,1472,1671,0.11909036505086774,mixed_keep_50_noise_50,mixed
15874,1647,1848,0.10876623376623376,mixed_keep_50_noise_50,mixed
17722,1827,2034,0.10176991150442478,mixed_keep_50_noise_50,mixed
19786,2019,2239,0.09825815096025012,mixed_keep_50_noise_50,mixed
22090,2230,2475,0.09898989898989899,mixed_keep_50_noise_50,mixed
24663,2482,2730,0.09084249084249084,mixed_keep_50_noise_50,mixed
27535,2741,3007,0.0884602593947456,mixed_keep_50_noise_50,mixed
30742,3086,3315,0.06907993966817497,mixed_keep_50_noise_50,mixed
34322,3399,3668,0.07333696837513631,mixed_keep_50_noise_50,mixed
38319,3744,4044,0.07418397626112759,mixed_keep_50_noise_50,mixed
42781,4158,4473,0.07042253521126761,mixed_keep_50_noise_50,mixed
47763,4596,4923,0.06642291285801341,mixed_keep_50_noise_50,mixed
53325,5046,5439,0.07225592939878654,mixed_keep_50_noise_50,mixed
59535,5606,6018,0.06846128281821202,mixed_keep_50_noise_50,mixed
66469,6247,6628,0.05748340374170187,mixed_keep_50_noise_50,mixed
74209,6922,7323,0.05475897856069917,mixed_keep_50_noise_50,mixed
82851,7725,8097,0.04594294183030752,mixed_keep_50_noise_50,mixed
92500,8639,8935,0.033128147733631784,mixed_keep_50_noise_50,mixed
103272,9544,9872,0.03322528363047002,mixed_keep_50_noise_50,mixed
115298,10532,10895,0.03331803579623681,mixed_keep_50_noise_50,mixed
128725,11739,12051,0.025889967637540454,mixed_keep_50_noise_50,mixed
143716,13100,13321,0.016590346070114857,mixed_keep_50_noise_50,mixed
160453,14583,14721,0.009374363154676992,mixed_keep_50_noise_50,mixed
179138,16204,16260,0.0034440344403444036,mixed_keep_50_noise_50,mixed
200000,17984,17984,0.0,mixed_keep_50_noise_50,mixed
100,13,25,0.48,mixed_keep_25_noise_100,mixed
111,13,29,0.5517241379310345,mixed_keep_25_noise_100,mixed
124,13,30,0.5666666666666667,mixed_keep_25_noise_100,mixed
139,16,34,0.5294117647058824,mixed_keep_25_noise_100,mixed
155,18,36,0.5,mixed_keep_25_noise_100,mixed
173,21,40,0.475,mixed_keep_25_noise_100,mixed
193,23,44,0.4772727272727273,mixed_keep_25_noise_100,mixed
216,28,47,0.40425531914893614,mixed_keep_25_noise_100,mixed
241,29,53,0.4528301886792453,mixed_keep_25_noise_100,mixed
269,32,57,0.43859649122807015,mixed_keep_25_noise_100,mixed
300,39,62,0.3709677419354839,mixed_keep_25_noise_100,mixed
335,42,67,0.373134328358209,mixed_keep_25_noise_100,mixed
375,46,74,0.3783783783783784,mixed_keep_25_noise_100,mixed
418,52,80,0.35,mixed_keep_25_noise_100,mixed
467,57,91,0.37362637362637363,mixed_keep_25_noise_100,mixed
521,64,98,0.3469387755102041,mixed_keep_25_noise_100,mixed
582,75,106,0.29245283018867924,mixed_keep_25_noise_100,mixed
650,85,118,0.2796610169491525,mixed_keep_25_noise_100,mixed
726,94,128,0.265625,mixed_keep_25_noise_100,mixed
810,107,140,0.2357142857142857,mixed_keep_25_noise_100,mixed
905,120,154,0.22077922077922077,mixed_keep_25_noise_100,mixed
1010,131,169,0.22485207100591717,mixed_keep_25_noise_100,mixed
1128,153,188,0.18617021276595744,mixed_keep_25_noise_100,mixed
1259,165,205,0.1951219512195122,mixed_keep_25_noise_100,mixed
1406,186,222,0.16216216216216217,mixed_keep_25_noise_100,mixed
1570,206,247,0.1659919028340081,mixed_keep_25_noise_100,mixed
1753,236,273,0.13553113553113552,mixed_keep_25_noise_100,mixed
1957,263,297,0.11447811447811448,mixed_keep_25_noise_100,mixed
2185,283,327,0.1345565749235474,mixed_keep_25_noise_100,mixed
2439,319,361,0.11634349030470914,mixed_keep_25_noise_100,mixed
2724,355,397,0.10579345088161209,mixed_keep_25_noise_100,mixed
3041,387,436,0.11238532110091744,mixed_keep_25_noise_100,mixed
3395,424,478,0.11297071129707113,mixed_keep_25_noise_100,mixed
3790,475,526,0.09695817490494296,mixed_keep_25_noise_100,mixed
4232,533,580,0.08103448275862069,mixed_keep_25_noise_100,mixed
4725,595,637,0.06593406593406594,mixed_keep_25_noise_100,mixed
5275,649,699,0.0715307582260372,mixed_keep_25_noise_100,mixed
5890,726,775,0.06322580645161291,mixed_keep_25_noise_100,mixed
6575,804,850,0.05411764705882353,mixed_keep_25_noise_100,mixed
7341,905,935,0.03208556149732621,mixed_keep_25_noise_100,mixed
8196,997,1028,0.030155642023346304,mixed_keep_25_noise_100,mixed
9151,1096,1134,0.03350970017636684,mixed_keep_25_noise_100,mixed
10216,1218,1253,0.027932960893854747,mixed_keep_25_noise_100,mixed
11406,1361,1376,0.010901162790697675,mixed_keep_25_noise_100,mixed
12735,1519,1519,0.0,mixed_keep_25_noise_100,mixed
14218,1691,1671,0.011968880909634948,mixed_keep_25_noise_100,mixed
15874,1873,1848,0.013528138528138528,mixed_keep_25_noise_100,mixed
17722,2103,2034,0.03392330383480826,mixed_keep_25_noise_100,mixed
19786,2326,2239,0.038856632425189816,mixed_keep_25_noise_100,mixed
22090,2582,2475,0.04323232323232323,mixed_keep_25_noise_100,mixed
24663,2894,2730,0.060073260073260075,mixed_keep_25_noise_100,mixed
27535,3191,3007,0.06119055537080147,mixed_keep_25_noise_100,mixed
30742,3565,3315,0.07541478129713423,mixed_keep_25_noise_100,mixed
34322,3966,3668,0.0812431842966194,mixed_keep_25_noise_100,mixed
38319,4415,4044,0.0917408506429278,mixed_keep_25_noise_100,mixed
42781,4931,4473,0.10239213056114464,mixed_keep_25_noise_100,mixed
47763,5512,4923,0.11964249441397522,mixed_keep_25_noise_100,mixed
53325,6124,5439,0.12594226879941164,mixed_keep_25_noise_100,mixed
59535,6863,6018,0.14041209704220672,mixed_keep_25_noise_100,mixed
66469,7609,6628,0.1480084490042245,mixed_keep_25_noise_100,mixed
74209,8471,7323,0.15676635258773727,mixed_keep_25_noise_100,mixed
82851,9460,8097,0.16833395084599234,mixed_keep_25_noise_100,mixed
92500,10528,8935,0.1782876329043089,mixed_keep_25_noise_100,mixed
103272,11746,9872,0.1898298217179903,mixed_keep_25_noise_100,mixed
115298,13062,10895,0.19889857732905003,mixed_keep_25_noise_100,mixed
128725,14509,12051,0.203966475811136,mixed_keep_25_noise_100,mixed
143716,16207,13321,0.2166504016214999,mixed_keep_25_noise_100,mixed
160453,18067,14721,0.2272943414170233,mixed_keep_25_noise_100,mixed
179138,20187,16260,0.2415129151291513,mixed_keep_25_noise_100,mixed
200000,22480,17984,0.25,mixed_keep_25_noise_100,mixed
