source,sample,mode,incremental_error_reduction
iid_shuffle,80,7,0.005949420683628751
iid_shuffle,80,8,8.615634752654346e-17
iid_shuffle,81,1,0.18946261593878988
iid_shuffle,81,2,0.2025026692274038
iid_shuffle,81,3,0.16733177282952771
iid_shuffle,81,4,0.22620992041674806
iid_shuffle,81,5,0.09458146047279105
iid_shuffle,81,6,0.08639530517939994
iid_shuffle,81,7,0.033516255935338586
iid_shuffle,81,8,1.7137405571408825e-17
iid_shuffle,82,1,0.24740218541205128
iid_shuffle,82,2,0.17766286349329674
iid_shuffle,82,3,0.20277609256882506
iid_shuffle,82,4,0.15136362844611548
iid_shuffle,82,5,0.13144206365951527
iid_shuffle,82,6,0.03952493292469509
iid_shuffle,82,7,0.0498282334954995
iid_shuffle,82,8,8.513581112645922e-16
iid_shuffle,83,1,0.2605934014310076
iid_shuffle,83,2,0.18216141547107423
iid_shuffle,83,3,0.19897958278131278
iid_shuffle,83,4,0.13774875821241767
iid_shuffle,83,5,0.12784937395256435
iid_shuffle,83,6,0.07585646812210095
iid_shuffle,83,7,0.016811000029521433
iid_shuffle,83,8,6.132202861164445e-17
iid_shuffle,84,1,0.2370468758677441
iid_shuffle,84,2,0.24301166914585837
iid_shuffle,84,3,0.1980044547953626
iid_shuffle,84,4,0.0861019703925241
iid_shuffle,84,5,0.08533783715783225
iid_shuffle,84,6,0.12431890313891966
iid_shuffle,84,7,0.026178289501758087
iid_shuffle,84,8,1.272300122469426e-16
iid_shuffle,85,1,0.27329563092070563
iid_shuffle,85,2,0.21150853098775269
iid_shuffle,85,3,0.17729019786191785
iid_shuffle,85,4,0.08434167334111453
iid_shuffle,85,5,0.10148715947703571
iid_shuffle,85,6,0.13556769856967232
iid_shuffle,85,7,0.01650910884179911
iid_shuffle,85,8,2.2467246965240512e-17
iid_shuffle,86,1,0.22841785412577698
iid_shuffle,86,2,0.19150363012320792
iid_shuffle,86,3,0.20381145316667604
iid_shuffle,86,4,0.15446758695885568
iid_shuffle,86,5,0.0899088201207841
iid_shuffle,86,6,0.0964180584262226
iid_shuffle,86,7,0.03547259707847582
iid_shuffle,86,8,9.02399091805861e-17
iid_shuffle,87,1,0.2290950747932512
iid_shuffle,87,2,0.22786024093957513
iid_shuffle,87,3,0.14255486226098862
iid_shuffle,87,4,0.16786384956987516
iid_shuffle,87,5,0.15530756032694243
iid_shuffle,87,6,0.03331622055617123
iid_shuffle,87,7,0.04400219155319529
iid_shuffle,87,8,1.5231523544805687e-16
iid_shuffle,88,1,0.28878798490375723
iid_shuffle,88,2,0.3141401355781496
iid_shuffle,88,3,0.11336462470593456
iid_shuffle,88,4,0.10598351847285234
iid_shuffle,88,5,0.05438978507601164
iid_shuffle,88,6,0.06738127713685818
iid_shuffle,88,7,0.05595267412643512
iid_shuffle,88,8,2.087645165133147e-16
iid_shuffle,89,1,0.41495830276905254
iid_shuffle,89,2,0.16722189840017876
iid_shuffle,89,3,0.15161891671491534
iid_shuffle,89,4,0.10601350651187172
iid_shuffle,89,5,0.07039357025411673
iid_shuffle,89,6,0.0748191416543709
iid_shuffle,89,7,0.014974663695492337
iid_shuffle,89,8,6.406781872964545e-16
iid_shuffle,90,1,0.26766054170420095
iid_shuffle,90,2,0.19849018257809925
iid_shuffle,90,3,0.13443859482224757
iid_shuffle,90,4,0.1440173077579293
iid_shuffle,90,5,0.17137255616313884
iid_shuffle,90,6,0.054009750261249136
iid_shuffle,90,7,0.03001106671313311
iid_shuffle,90,8,9.790018924330486e-16
iid_shuffle,91,1,0.2850881432867297
iid_shuffle,91,2,0.24867633156914198
iid_shuffle,91,3,0.11677935348531099
iid_shuffle,91,4,0.14020101131278156
iid_shuffle,91,5,0.08097862070988157
iid_shuffle,91,6,0.09477373598740178
iid_shuffle,91,7,0.03350280364875142
iid_shuffle,91,8,1.402192133888142e-16
iid_shuffle,92,1,0.19306002019132507
iid_shuffle,92,2,0.20538733491768135
iid_shuffle,92,3,0.26828692772091967
iid_shuffle,92,4,0.11780553638924884
iid_shuffle,92,5,0.08397415542903702
iid_shuffle,92,6,0.08969022777342846
iid_shuffle,92,7,0.041795797578358336
iid_shuffle,92,8,4.3844283706947587e-16
iid_shuffle,93,1,0.2170136684471058
iid_shuffle,93,2,0.17516026189117062
iid_shuffle,93,3,0.1869216759503871
iid_shuffle,93,4,0.1418218082220563
iid_shuffle,93,5,0.10005051162123169
iid_shuffle,93,6,0.16794187080540826
iid_shuffle,93,7,0.011090203062638863
iid_shuffle,93,8,6.253226317248345e-17
iid_shuffle,94,1,0.23957762263655857
iid_shuffle,94,2,0.15801207446568544
iid_shuffle,94,3,0.1669626536853645
iid_shuffle,94,4,0.11471232165679468
iid_shuffle,94,5,0.1724687851447708
iid_shuffle,94,6,0.09018080763112152
iid_shuffle,94,7,0.05808573477970322
iid_shuffle,94,8,3.0042659436244306e-16
iid_shuffle,95,1,0.19008342943922074
iid_shuffle,95,2,0.16338918292678417
iid_shuffle,95,3,0.12849819958950237
iid_shuffle,95,4,0.1519540309058685
iid_shuffle,95,5,0.20953673204289175
iid_shuffle,95,6,0.1065869524477254
iid_shuffle,95,7,0.04995147264800538
iid_shuffle,95,8,5.529189039057349e-16
iid_shuffle,96,1,0.25020175876847006
iid_shuffle,96,2,0.22163800603027306
iid_shuffle,96,3,0.20997659779914746
iid_shuffle,96,4,0.10385681356393359
iid_shuffle,96,5,0.11888895887279838
iid_shuffle,96,6,0.0951564873639354
iid_shuffle,96,7,0.00028137760143951475
iid_shuffle,96,8,1.824738510778531e-15
iid_shuffle,97,1,0.32399589814291696
iid_shuffle,97,2,0.16903919542149293
iid_shuffle,97,3,0.18194282806106615
iid_shuffle,97,4,0.1243670611928756
iid_shuffle,97,5,0.10253262460602743
iid_shuffle,97,6,0.06640688773281456
iid_shuffle,97,7,0.03171550484280567
iid_shuffle,97,8,2.1151643346695906e-18
iid_shuffle,98,1,0.21083835354554303
iid_shuffle,98,2,0.21961131675799628
iid_shuffle,98,3,0.2130753723811572
iid_shuffle,98,4,0.13999742315836017
iid_shuffle,98,5,0.10415382278706233
iid_shuffle,98,6,0.0765358951048157
iid_shuffle,98,7,0.035787816265063666
iid_shuffle,98,8,9.812853350009485e-16
iid_shuffle,99,1,0.19119311004315231
iid_shuffle,99,2,0.19887608429412995
iid_shuffle,99,3,0.20582454413016715
iid_shuffle,99,4,0.13211657868542503
iid_shuffle,99,5,0.10499918752802556
iid_shuffle,99,6,0.1385975525718453
iid_shuffle,99,7,0.028392942747253513
iid_shuffle,99,8,5.680742848820773e-17
iid_shuffle,100,1,0.2780772893998745
iid_shuffle,100,2,0.2149876844251477
iid_shuffle,100,3,0.22574821415022844
iid_shuffle,100,4,0.1192139677169192
iid_shuffle,100,5,0.05181232900145932
iid_shuffle,100,6,0.07031458248008263
iid_shuffle,100,7,0.0398459328262859
iid_shuffle,100,8,9.505218870604763e-16
iid_shuffle,101,1,0.20010428541145586
iid_shuffle,101,2,0.24758380146148617
iid_shuffle,101,3,0.14313963042887207
iid_shuffle,101,4,0.18251477818105716
iid_shuffle,101,5,0.12133043315053005
iid_shuffle,101,6,0.056638084463705406
iid_shuffle,101,7,0.04868898690289198
iid_shuffle,101,8,3.317965088202536e-16
iid_shuffle,102,1,0.2874032441589036
iid_shuffle,102,2,0.1784755881926986
iid_shuffle,102,3,0.13423610132100228
iid_shuffle,102,4,0.13736574601620166
iid_shuffle,102,5,0.11805071400181918
iid_shuffle,102,6,0.09870099262805701
iid_shuffle,102,7,0.04576761368131327
iid_shuffle,102,8,4.428771026371324e-18
iid_shuffle,103,1,0.20906766439834235
iid_shuffle,103,2,0.2547069943807351
iid_shuffle,103,3,0.14855726281931442
iid_shuffle,103,4,0.1099458558434187
iid_shuffle,103,5,0.11777854494641579
iid_shuffle,103,6,0.11455702371462073
iid_shuffle,103,7,0.04538665389714839
iid_shuffle,103,8,3.799940655274128e-16
iid_shuffle,104,1,0.20491233933205344
iid_shuffle,104,2,0.21742920172183777
iid_shuffle,104,3,0.21073694926132697
iid_shuffle,104,4,0.19455945852945178
iid_shuffle,104,5,0.058664726469748366
iid_shuffle,104,6,0.09528567897584395
iid_shuffle,104,7,0.01841164570973645
iid_shuffle,104,8,2.403031491705013e-16
iid_shuffle,105,1,0.23644263386683984
iid_shuffle,105,2,0.22886832219682784
iid_shuffle,105,3,0.23007454510115088
iid_shuffle,105,4,0.08114076699186815
iid_shuffle,105,5,0.1264578161654899
iid_shuffle,105,6,0.0928600952547257
iid_shuffle,105,7,0.004155820423093177
iid_shuffle,105,8,1.8525578815059543e-16
iid_shuffle,106,1,0.27911081642728774
iid_shuffle,106,2,0.30271742381180194
iid_shuffle,106,3,0.17827638955990754
iid_shuffle,106,4,0.05849604766422037
iid_shuffle,106,5,0.06391907187721367
iid_shuffle,106,6,0.06622209862788708
iid_shuffle,106,7,0.0512581520316802
iid_shuffle,106,8,3.002143836681419e-16
iid_shuffle,107,1,0.2386094018032836
iid_shuffle,107,2,0.19148344669229234
iid_shuffle,107,3,0.17855310306247946
iid_shuffle,107,4,0.10793172326245198
iid_shuffle,107,5,0.09283352665436456
iid_shuffle,107,6,0.1649633427704047
iid_shuffle,107,7,0.025625455754722477
iid_shuffle,107,8,3.3929251666420017e-16
iid_shuffle,108,1,0.3093328280514751
iid_shuffle,108,2,0.16690175090657655
iid_shuffle,108,3,0.16222433287170435
iid_shuffle,108,4,0.0949551707211338
iid_shuffle,108,5,0.13574904111199057
iid_shuffle,108,6,0.09991255757282688
iid_shuffle,108,7,0.03092431876429131
iid_shuffle,108,8,1.2657183910100057e-16
iid_shuffle,109,1,0.2187145522212386
iid_shuffle,109,2,0.2306110278941157
iid_shuffle,109,3,0.10365346727455516
iid_shuffle,109,4,0.0982986271125928
iid_shuffle,109,5,0.10894918988212332
iid_shuffle,109,6,0.1655950548001908
iid_shuffle,109,7,0.07417808081518248
iid_shuffle,109,8,1.2832854454709811e-16
iid_shuffle,110,1,0.22312523868768508
iid_shuffle,110,2,0.2251888873668786
iid_shuffle,110,3,0.18442454527330115
iid_shuffle,110,4,0.1663597200033943
iid_shuffle,110,5,0.0719907509577476
iid_shuffle,110,6,0.06735805660678071
iid_shuffle,110,7,0.06155280110421087
iid_shuffle,110,8,5.714299924355752e-16
iid_shuffle,111,1,0.19315483589849125
iid_shuffle,111,2,0.22394110724582328
iid_shuffle,111,3,0.1748483506281075
iid_shuffle,111,4,0.1799248624426734
iid_shuffle,111,5,0.12833090306328937
iid_shuffle,111,6,0.07426886595051319
iid_shuffle,111,7,0.025531074771100074
iid_shuffle,111,8,7.536167781936028e-17
iid_shuffle,112,1,0.19811425918709447
iid_shuffle,112,2,0.13908172840110722
iid_shuffle,112,3,0.16354355558700584
iid_shuffle,112,4,0.1942895803968835
iid_shuffle,112,5,0.15888336857579374
iid_shuffle,112,6,0.1084987244737804
iid_shuffle,112,7,0.03758878337833382
iid_shuffle,112,8,1.9066194975618505e-17
iid_shuffle,113,1,0.20915963687903316
iid_shuffle,113,2,0.19934052930389035
iid_shuffle,113,3,0.17272742206113995
iid_shuffle,113,4,0.1410081321617403
iid_shuffle,113,5,0.11751789038559382
iid_shuffle,113,6,0.15256976509427822
iid_shuffle,113,7,0.007676624114323353
iid_shuffle,113,8,2.833876808481415e-17
iid_shuffle,114,1,0.22487498455109167
iid_shuffle,114,2,0.24531530417294722
iid_shuffle,114,3,0.15479959222349732
iid_shuffle,114,4,0.10700605369519117
iid_shuffle,114,5,0.11002362967391102
iid_shuffle,114,6,0.07135271078942547
iid_shuffle,114,7,0.08662772489393322
iid_shuffle,114,8,1.713345447467949e-17
iid_shuffle,115,1,0.23337180896549203
iid_shuffle,115,2,0.20853625725798874
iid_shuffle,115,3,0.20302323146784207
iid_shuffle,115,4,0.1303884957768272
iid_shuffle,115,5,0.09791338311310924
iid_shuffle,115,6,0.09692006447786274
iid_shuffle,115,7,0.029846758940877162
iid_shuffle,115,8,3.736993070643309e-17
iid_shuffle,116,1,0.23512250161974368
iid_shuffle,116,2,0.2250742995281415
iid_shuffle,116,3,0.15276782720284
iid_shuffle,116,4,0.12802763412122026
iid_shuffle,116,5,0.1276956450875221
iid_shuffle,116,6,0.09639752443013269
iid_shuffle,116,7,0.03491456801039762
iid_shuffle,116,8,1.5697111225100682e-15
iid_shuffle,117,1,0.20774408851250714
iid_shuffle,117,2,0.19136271407561856
iid_shuffle,117,3,0.21084684485688937
iid_shuffle,117,4,0.23145017253002906
iid_shuffle,117,5,0.06206372887776884
iid_shuffle,117,6,0.049520514554641085
iid_shuffle,117,7,0.04701193659254402
iid_shuffle,117,8,8.255728872674653e-16
iid_shuffle,118,1,0.23323779430447622
iid_shuffle,118,2,0.13824315248583707
iid_shuffle,118,3,0.15869501761126242
iid_shuffle,118,4,0.18854098887677317
iid_shuffle,118,5,0.21447204503498452
iid_shuffle,118,6,0.05489555045359216
iid_shuffle,118,7,0.011915451233073302
iid_shuffle,118,8,1.9846624159864687e-16
iid_shuffle,119,1,0.24580966097207646
iid_shuffle,119,2,0.23344587304743714
iid_shuffle,119,3,0.12359059009368045
iid_shuffle,119,4,0.1279298622226559
iid_shuffle,119,5,0.11190856216632256
iid_shuffle,119,6,0.05074652132531628
iid_shuffle,119,7,0.10656893017251018
iid_shuffle,119,8,5.293560851010467e-17
iid_shuffle,120,1,0.2614667821629243
iid_shuffle,120,2,0.20943669972981604
iid_shuffle,120,3,0.1322515921755058
iid_shuffle,120,4,0.15972564624025537
iid_shuffle,120,5,0.10650172462830396
iid_shuffle,120,6,0.08113933220488342
iid_shuffle,120,7,0.04947822285830945
iid_shuffle,120,8,7.47618231462999e-16
iid_shuffle,121,1,0.197191192228251
iid_shuffle,121,2,0.19964738011585914
iid_shuffle,121,3,0.16240677765473854
iid_shuffle,121,4,0.1317690201282018
iid_shuffle,121,5,0.15647924441522218
iid_shuffle,121,6,0.1412502691975791
iid_shuffle,121,7,0.011256116260145211
iid_shuffle,121,8,3.978756843598923e-17
iid_shuffle,122,1,0.22720912494613366
iid_shuffle,122,2,0.20879454889260796
iid_shuffle,122,3,0.1503024646381863
iid_shuffle,122,4,0.1660569817966351
iid_shuffle,122,5,0.09558163826271177
iid_shuffle,122,6,0.14323849778547706
iid_shuffle,122,7,0.008816743678246898
iid_shuffle,122,8,3.88819751582165e-17
iid_shuffle,123,1,0.1976005819625678
iid_shuffle,123,2,0.17668367637504434
iid_shuffle,123,3,0.16796370448886355
iid_shuffle,123,4,0.1448229491321762
iid_shuffle,123,5,0.11457797155749916
iid_shuffle,123,6,0.15132259625225586
iid_shuffle,123,7,0.04702852023159185
iid_shuffle,123,8,8.417573691176959e-17
iid_shuffle,124,1,0.20633892079646265
iid_shuffle,124,2,0.20292717336349664
iid_shuffle,124,3,0.15115770287094288
iid_shuffle,124,4,0.12281693837423685
iid_shuffle,124,5,0.14168971842514566
iid_shuffle,124,6,0.1440483391991859
iid_shuffle,124,7,0.031021206970528386
iid_shuffle,124,8,4.827608955328659e-17
iid_shuffle,125,1,0.23767905879927387
iid_shuffle,125,2,0.15147552638258655
iid_shuffle,125,3,0.15338085169988264
iid_shuffle,125,4,0.18345071995086493
iid_shuffle,125,5,0.13637365853155028
iid_shuffle,125,6,0.1295288504046853
iid_shuffle,125,7,0.008111334231155528
iid_shuffle,125,8,1.4538312399114574e-16
iid_shuffle,126,1,0.2541278898587417
iid_shuffle,126,2,0.27221755780822254
iid_shuffle,126,3,0.1329802168512717
iid_shuffle,126,4,0.14354443329818325
iid_shuffle,126,5,0.12098192850489614
iid_shuffle,126,6,0.04261082675414733
iid_shuffle,126,7,0.03353714692453597
iid_shuffle,126,8,6.028638711411606e-16
iid_shuffle,127,1,0.2470905220072488
iid_shuffle,127,2,0.176295638094342
iid_shuffle,127,3,0.2200295471826606
iid_shuffle,127,4,0.10654092811560995
iid_shuffle,127,5,0.1438368123407372
iid_shuffle,127,6,0.052892711793304945
iid_shuffle,127,7,0.053313840466095413
iid_shuffle,127,8,2.2123126582852593e-16
iid_shuffle,128,1,0.24365227107129306
iid_shuffle,128,2,0.31212638451329955
iid_shuffle,128,3,0.21662286576057843
iid_shuffle,128,4,0.060773886531976046
iid_shuffle,128,5,0.07981156762212109
iid_shuffle,128,6,0.06789956545087297
iid_shuffle,128,7,0.019113459049857943
iid_shuffle,128,8,-3.521377457598583e-19
iid_shuffle,129,1,0.3020194418956602
iid_shuffle,129,2,0.15653524367185812
iid_shuffle,129,3,0.11698940071983938
iid_shuffle,129,4,0.12354491989331584
iid_shuffle,129,5,0.08773425747521468
iid_shuffle,129,6,0.10461722652117413
iid_shuffle,129,7,0.10855950982293655
iid_shuffle,129,8,2.333574854161728e-16
iid_shuffle,130,1,0.24020539865197332
iid_shuffle,130,2,0.18210537663239168
iid_shuffle,130,3,0.13761761712793902
iid_shuffle,130,4,0.15085449231980858
iid_shuffle,130,5,0.09365875421785716
iid_shuffle,130,6,0.1923293508507331
iid_shuffle,130,7,0.003229010199295921
iid_shuffle,130,8,5.37515405968427e-16
iid_shuffle,131,1,0.3292379325468606
iid_shuffle,131,2,0.17800373162712468
iid_shuffle,131,3,0.15431486497907798
iid_shuffle,131,4,0.11195564918037396
iid_shuffle,131,5,0.14872217293607418
iid_shuffle,131,6,0.054868999716816864
iid_shuffle,131,7,0.022896649013669924
iid_shuffle,131,8,1.0455155703366417e-15
iid_shuffle,132,1,0.19401984007744466
iid_shuffle,132,2,0.19701366309189727
iid_shuffle,132,3,0.1709450718542032
iid_shuffle,132,4,0.1491832224132842
iid_shuffle,132,5,0.14282656818633335
iid_shuffle,132,6,0.07678906353891408
iid_shuffle,132,7,0.06922257083792104
iid_shuffle,132,8,4.577173250956204e-16
iid_shuffle,133,1,0.31758899780544025
iid_shuffle,133,2,0.16384318417939436
iid_shuffle,133,3,0.1686036202755688
iid_shuffle,133,4,0.12621184054209575
iid_shuffle,133,5,0.11193987579663173
iid_shuffle,133,6,0.08556185006550439
iid_shuffle,133,7,0.02625063133536403
iid_shuffle,133,8,1.2629125097804484e-17
iid_shuffle,134,1,0.21145988496136114
iid_shuffle,134,2,0.17726533651820564
iid_shuffle,134,3,0.19940073954422116
iid_shuffle,134,4,0.16393651314673893
iid_shuffle,134,5,0.09772224250090528
iid_shuffle,134,6,0.0911781644013788
iid_shuffle,134,7,0.05903711892718773
iid_shuffle,134,8,1.8213870503305926e-18
iid_shuffle,135,1,0.21157318195917674
iid_shuffle,135,2,0.2604414891437993
iid_shuffle,135,3,0.16652055472350197
iid_shuffle,135,4,0.20854710232620496
iid_shuffle,135,5,0.07592207015933398
iid_shuffle,135,6,0.07149499710223745
iid_shuffle,135,7,0.005500604585744296
iid_shuffle,135,8,2.1894413339342107e-16
iid_shuffle,136,1,0.20929740428517896
iid_shuffle,136,2,0.16866662446726444
iid_shuffle,136,3,0.2306920127613653
iid_shuffle,136,4,0.1293535981134677
iid_shuffle,136,5,0.11988999644950343
iid_shuffle,136,6,0.12474598727004478
iid_shuffle,136,7,0.01735437665317393
iid_shuffle,136,8,1.249855143210007e-16
iid_shuffle,137,1,0.20108439937325284
iid_shuffle,137,2,0.20676096253126097
iid_shuffle,137,3,0.15980498163084406
iid_shuffle,137,4,0.15804563508845432
iid_shuffle,137,5,0.1419971697020352
iid_shuffle,137,6,0.08704758557371461
iid_shuffle,137,7,0.04525926610043709
iid_shuffle,137,8,1.8198697747448052e-16
iid_shuffle,138,1,0.25263548051157925
iid_shuffle,138,2,0.2012516628225982
iid_shuffle,138,3,0.2473863416693724
iid_shuffle,138,4,0.09354595279803934
iid_shuffle,138,5,0.15548049481058138
iid_shuffle,138,6,0.03638776334910712
iid_shuffle,138,7,0.013312304038720255
iid_shuffle,138,8,9.745207260493372e-16
iid_shuffle,139,1,0.28162035400549834
iid_shuffle,139,2,0.20855084851849692
iid_shuffle,139,3,0.11267967943118845
iid_shuffle,139,4,0.15975356958354509
iid_shuffle,139,5,0.1680260598459693
iid_shuffle,139,6,0.04815711102528876
iid_shuffle,139,7,0.021212377590012026
iid_shuffle,139,8,4.0991332458873603e-16
iid_shuffle,140,1,0.16738771307228406
iid_shuffle,140,2,0.18506118845414765
iid_shuffle,140,3,0.16998492157711348
iid_shuffle,140,4,0.1182936221180681
iid_shuffle,140,5,0.1637819291629419
iid_shuffle,140,6,0.1392409230093753
iid_shuffle,140,7,0.05624970260606835
iid_shuffle,140,8,4.368527321646417e-17
iid_shuffle,141,1,0.23933407201108836
iid_shuffle,141,2,0.2269518731796878
iid_shuffle,141,3,0.17129768879295487
iid_shuffle,141,4,0.1571588222283164
iid_shuffle,141,5,0.09814517044350406
iid_shuffle,141,6,0.08938795134757291
iid_shuffle,141,7,0.017724421996873883
iid_shuffle,141,8,6.657157849253979e-16
iid_shuffle,142,1,0.2957895781792683
iid_shuffle,142,2,0.17809205730036592
iid_shuffle,142,3,0.16323833662977577
iid_shuffle,142,4,0.18390638539715795
iid_shuffle,142,5,0.0733216816679271
iid_shuffle,142,6,0.0965774597429893
iid_shuffle,142,7,0.009074501082514575
iid_shuffle,142,8,2.9188281423171003e-16
iid_shuffle,143,1,0.23624812928153982
iid_shuffle,143,2,0.18333705152071844
iid_shuffle,143,3,0.18318679523168452
iid_shuffle,143,4,0.12142177413580385
iid_shuffle,143,5,0.21477838014886352
iid_shuffle,143,6,0.035342474839245824
iid_shuffle,143,7,0.025685394842141232
iid_shuffle,143,8,-6.709969731356249e-18
iid_shuffle,144,1,0.23079076595383263
iid_shuffle,144,2,0.18456105112194865
iid_shuffle,144,3,0.13677774854384606
iid_shuffle,144,4,0.12406595960229716
iid_shuffle,144,5,0.1631760525946015
iid_shuffle,144,6,0.12467992625181212
iid_shuffle,144,7,0.03594849593166057
iid_shuffle,144,8,5.111259462608563e-16
iid_shuffle,145,1,0.21057508490432142
iid_shuffle,145,2,0.18247081480183602
iid_shuffle,145,3,0.21639552223790176
iid_shuffle,145,4,0.14810676688173374
iid_shuffle,145,5,0.11254968256269524
iid_shuffle,145,6,0.09658662565649777
iid_shuffle,145,7,0.033315502955012614
iid_shuffle,145,8,6.865804999634437e-16
iid_shuffle,146,1,0.2432381469034589
iid_shuffle,146,2,0.16319281146811848
iid_shuffle,146,3,0.13304901972884753
iid_shuffle,146,4,0.17652721071143962
iid_shuffle,146,5,0.14424001191149524
iid_shuffle,146,6,0.11931968591192443
iid_shuffle,146,7,0.02043311336471408
iid_shuffle,146,8,4.848672815916924e-16
iid_shuffle,147,1,0.24766074091728385
iid_shuffle,147,2,0.16300525869018134
iid_shuffle,147,3,0.15112921915272903
iid_shuffle,147,4,0.20006829500520362
iid_shuffle,147,5,0.08397418681946459
iid_shuffle,147,6,0.14090358643259743
iid_shuffle,147,7,0.013258712982539098
iid_shuffle,147,8,2.9807331071172404e-17
iid_shuffle,148,1,0.3131746073124033
iid_shuffle,148,2,0.22868859651658013
iid_shuffle,148,3,0.16472168782906021
iid_shuffle,148,4,0.14023643985386974
iid_shuffle,148,5,0.08802233037426793
iid_shuffle,148,6,0.04886641588457866
iid_shuffle,148,7,0.016289922229239345
iid_shuffle,148,8,-5.898513495519811e-20
iid_shuffle,149,1,0.21882793872038975
iid_shuffle,149,2,0.18088416353266168
iid_shuffle,149,3,0.14559684558996466
iid_shuffle,149,4,0.13137201518922892
iid_shuffle,149,5,0.16395310152079978
iid_shuffle,149,6,0.0791595235683565
iid_shuffle,149,7,0.08020641187859649
iid_shuffle,149,8,1.4415357194951544e-15
markov_synthetic,0,1,0.2618713728651053
markov_synthetic,0,2,0.1826669759410342
markov_synthetic,0,3,0.1705594501332276
markov_synthetic,0,4,0.12428922549276838
markov_synthetic,0,5,0.193680376952639
markov_synthetic,0,6,0.06414521762685355
markov_synthetic,0,7,0.0027873809883710954
markov_synthetic,0,8,-5.852357129479089e-18
markov_synthetic,1,1,0.21192315769037795
markov_synthetic,1,2,0.22296715145219181
markov_synthetic,1,3,0.14173122506944769
markov_synthetic,1,4,0.15338893060606146
markov_synthetic,1,5,0.16395654862887277
markov_synthetic,1,6,0.059888167925869776
markov_synthetic,1,7,0.04614481862717743
markov_synthetic,1,8,9.26253398726772e-17
markov_synthetic,2,1,0.23799083363777396
markov_synthetic,2,2,0.19717910085174872
markov_synthetic,2,3,0.20403478576087547
markov_synthetic,2,4,0.13319571948644054
markov_synthetic,2,5,0.0955573269293834
markov_synthetic,2,6,0.07669976234902469
markov_synthetic,2,7,0.055342470984752215
markov_synthetic,2,8,2.993576902887596e-17
markov_synthetic,3,1,0.2053254624559735
markov_synthetic,3,2,0.19990176634575563
markov_synthetic,3,3,0.21491772027313283
markov_synthetic,3,4,0.1579748929591321
markov_synthetic,3,5,0.08586522104871863
markov_synthetic,3,6,0.0635750476584144
markov_synthetic,3,7,0.07243988925886957
markov_synthetic,3,8,4.152821763295307e-16
markov_synthetic,4,1,0.20289968549761395
markov_synthetic,4,2,0.1641820822063813
markov_synthetic,4,3,0.21297186900370746
markov_synthetic,4,4,0.1874515809252213
markov_synthetic,4,5,0.17484382922961034
markov_synthetic,4,6,0.055748059704911264
markov_synthetic,4,7,0.0019028934325522806
markov_synthetic,4,8,3.6169599010520177e-16
markov_synthetic,5,1,0.20646501028210817
markov_synthetic,5,2,0.2112850749677303
markov_synthetic,5,3,0.22460193586917165
markov_synthetic,5,4,0.17563085109727483
markov_synthetic,5,5,0.15057785637810034
markov_synthetic,5,6,0.021244180270981225
markov_synthetic,5,7,0.010195091134631904
markov_synthetic,5,8,2.9503873422638264e-16
markov_synthetic,6,1,0.20868084136438603
markov_synthetic,6,2,0.16776547846237588
markov_synthetic,6,3,0.137635093665817
markov_synthetic,6,4,0.15807985156926002
markov_synthetic,6,5,0.16876890462836447
markov_synthetic,6,6,0.15025713719321593
markov_synthetic,6,7,0.008812693116579083
markov_synthetic,6,8,8.191372821848719e-16
markov_synthetic,7,1,0.1923032838673533
markov_synthetic,7,2,0.1555305013250421
markov_synthetic,7,3,0.16744439292929836
markov_synthetic,7,4,0.19906807260637627
markov_synthetic,7,5,0.15707480852570735
markov_synthetic,7,6,0.07052612407109526
markov_synthetic,7,7,0.05805281667512613
markov_synthetic,7,8,7.121157614541138e-17
markov_synthetic,8,1,0.20680871376976384
markov_synthetic,8,2,0.21557160941251996
markov_synthetic,8,3,0.22183032702702665
markov_synthetic,8,4,0.08937147300706072
markov_synthetic,8,5,0.11539943813133002
markov_synthetic,8,6,0.09858671490972942
markov_synthetic,8,7,0.05243172374256814
markov_synthetic,8,8,2.1496546050464285e-16
markov_synthetic,9,1,0.25108792220804454
markov_synthetic,9,2,0.2030568008977086
markov_synthetic,9,3,0.17800909907311963
markov_synthetic,9,4,0.1469356798569362
markov_synthetic,9,5,0.10765393594710441
markov_synthetic,9,6,0.08964414984169612
markov_synthetic,9,7,0.023612412175388797
markov_synthetic,9,8,1.0404848682880222e-15
markov_synthetic,10,1,0.2531009278348588
markov_synthetic,10,2,0.2265304510593602
markov_synthetic,10,3,0.1880367999040911
markov_synthetic,10,4,0.11005012881971832
markov_synthetic,10,5,0.09312591844443169
markov_synthetic,10,6,0.1146792919160546
markov_synthetic,10,7,0.014476482021484074
markov_synthetic,10,8,2.767198501206203e-17
markov_synthetic,11,1,0.20408604724556711
markov_synthetic,11,2,0.22071984743526474
markov_synthetic,11,3,0.16006631812972955
markov_synthetic,11,4,0.19286442322222438
markov_synthetic,11,5,0.0882542725870745
markov_synthetic,11,6,0.10697811161940396
markov_synthetic,11,7,0.027030979760734042
markov_synthetic,11,8,3.073776695564664e-16
markov_synthetic,12,1,0.236685742463546
markov_synthetic,12,2,0.1779670903349716
markov_synthetic,12,3,0.15927369036170047
markov_synthetic,12,4,0.16395135431143165
markov_synthetic,12,5,0.18264264616536935
markov_synthetic,12,6,0.06521168286557824
