source,sample,mode,incremental_error_reduction
iid_shuffle,61,5,0.1061128798917303
iid_shuffle,61,6,0.12789290168291048
iid_shuffle,61,7,0.02959621989081045
iid_shuffle,61,8,9.344219300580288e-16
iid_shuffle,62,1,0.34848185854249547
iid_shuffle,62,2,0.22546191973989627
iid_shuffle,62,3,0.14338168712288057
iid_shuffle,62,4,0.12868083119725182
iid_shuffle,62,5,0.05943684465997044
iid_shuffle,62,6,0.0796745160933863
iid_shuffle,62,7,0.014882342644118349
iid_shuffle,62,8,2.0522195501661672e-16
iid_shuffle,63,1,0.21499544503222434
iid_shuffle,63,2,0.2292625485064267
iid_shuffle,63,3,0.18080188561078675
iid_shuffle,63,4,0.14795260182317763
iid_shuffle,63,5,0.09827165893463413
iid_shuffle,63,6,0.10486000470319237
iid_shuffle,63,7,0.023855855389552278
iid_shuffle,63,8,5.670525939345037e-16
iid_shuffle,64,1,0.3106180323228369
iid_shuffle,64,2,0.14769420910616105
iid_shuffle,64,3,0.19025425824174352
iid_shuffle,64,4,0.11348267046578786
iid_shuffle,64,5,0.1070097458361696
iid_shuffle,64,6,0.1139510467033251
iid_shuffle,64,7,0.01699003732397412
iid_shuffle,64,8,1.2634069280228686e-15
iid_shuffle,65,1,0.22120671630962496
iid_shuffle,65,2,0.19117435295386886
iid_shuffle,65,3,0.20066131725728958
iid_shuffle,65,4,0.1496524751756795
iid_shuffle,65,5,0.16816869611438137
iid_shuffle,65,6,0.041258576046155626
iid_shuffle,65,7,0.027877866142999416
iid_shuffle,65,8,1.909076141859135e-18
iid_shuffle,66,1,0.24594502269896013
iid_shuffle,66,2,0.16566552245947264
iid_shuffle,66,3,0.17107080064945546
iid_shuffle,66,4,0.1331785476408826
iid_shuffle,66,5,0.0951898652679658
iid_shuffle,66,6,0.18853806663277917
iid_shuffle,66,7,0.00041217465048308126
iid_shuffle,66,8,1.9827260354685559e-16
iid_shuffle,67,1,0.22983813790524488
iid_shuffle,67,2,0.231732327556315
iid_shuffle,67,3,0.17753078633378083
iid_shuffle,67,4,0.14207501114400545
iid_shuffle,67,5,0.09225701078376192
iid_shuffle,67,6,0.06223019170849868
iid_shuffle,67,7,0.06433653456839243
iid_shuffle,67,8,2.273320811430994e-16
iid_shuffle,68,1,0.26379812430626914
iid_shuffle,68,2,0.2095699722817539
iid_shuffle,68,3,0.20307198869636572
iid_shuffle,68,4,0.14707513277657533
iid_shuffle,68,5,0.10719232852012507
iid_shuffle,68,6,0.03201081664243644
iid_shuffle,68,7,0.03728163677647211
iid_shuffle,68,8,1.0642107143450098e-15
iid_shuffle,69,1,0.2591614994613364
iid_shuffle,69,2,0.1786813841127849
iid_shuffle,69,3,0.15991503339861207
iid_shuffle,69,4,0.14765377443629552
iid_shuffle,69,5,0.0875723190473259
iid_shuffle,69,6,0.16531043011463173
iid_shuffle,69,7,0.0017055594290121877
iid_shuffle,69,8,2.6315716068356517e-16
iid_shuffle,70,1,0.2377242575400791
iid_shuffle,70,2,0.24998587054536492
iid_shuffle,70,3,0.18267382042452235
iid_shuffle,70,4,0.15167766058552853
iid_shuffle,70,5,0.08635330824239931
iid_shuffle,70,6,0.09096443918341426
iid_shuffle,70,7,0.0006206434786901896
iid_shuffle,70,8,2.3422446957301136e-16
iid_shuffle,71,1,0.22437538652311084
iid_shuffle,71,2,0.1831052208076176
iid_shuffle,71,3,0.1776028793326886
iid_shuffle,71,4,0.14665592991362703
iid_shuffle,71,5,0.08645023996288256
iid_shuffle,71,6,0.15360422387541695
iid_shuffle,71,7,0.028206119584654077
iid_shuffle,71,8,0.0
iid_shuffle,72,1,0.29791454974935727
iid_shuffle,72,2,0.18159324715598413
iid_shuffle,72,3,0.17682142099014886
iid_shuffle,72,4,0.1416890264823378
iid_shuffle,72,5,0.1392454185243298
iid_shuffle,72,6,0.0558173600588052
iid_shuffle,72,7,0.006918977039034392
iid_shuffle,72,8,2.017660756751584e-15
iid_shuffle,73,1,0.20013838669554795
iid_shuffle,73,2,0.19712988149785893
iid_shuffle,73,3,0.1845228097472933
iid_shuffle,73,4,0.19180380054130888
iid_shuffle,73,5,0.08355380020538716
iid_shuffle,73,6,0.10534033495414566
iid_shuffle,73,7,0.037510986358457205
iid_shuffle,73,8,4.948688775183419e-17
iid_shuffle,74,1,0.22178974194955192
iid_shuffle,74,2,0.23104087542700602
iid_shuffle,74,3,0.16182029067487635
iid_shuffle,74,4,0.14549521104608504
iid_shuffle,74,5,0.15941151661013586
iid_shuffle,74,6,0.05278570588512392
iid_shuffle,74,7,0.027656658407219863
iid_shuffle,74,8,4.2326843793131774e-18
iid_shuffle,75,1,0.2152351226959276
iid_shuffle,75,2,0.19444759970305292
iid_shuffle,75,3,0.1835702204429141
iid_shuffle,75,4,0.1348554935455052
iid_shuffle,75,5,0.16235910097140188
iid_shuffle,75,6,0.10401609723809649
iid_shuffle,75,7,0.005516365403099802
iid_shuffle,75,8,6.431608934155782e-16
iid_shuffle,76,1,0.24102340340056738
iid_shuffle,76,2,0.17938349648735352
iid_shuffle,76,3,0.14322103836395322
iid_shuffle,76,4,0.1315730797058816
iid_shuffle,76,5,0.12350826384734775
iid_shuffle,76,6,0.17977595903402352
iid_shuffle,76,7,0.0015147591608720833
iid_shuffle,76,8,1.979743751288787e-16
iid_shuffle,77,1,0.23405395761988323
iid_shuffle,77,2,0.16199105177121287
iid_shuffle,77,3,0.155873043783001
iid_shuffle,77,4,0.17110843864689534
iid_shuffle,77,5,0.19550351872875044
iid_shuffle,77,6,0.05408230281136778
iid_shuffle,77,7,0.027387686638888332
iid_shuffle,77,8,-1.3505021699877519e-17
iid_shuffle,78,1,0.24407828201570414
iid_shuffle,78,2,0.15788488655654398
iid_shuffle,78,3,0.16168379148839407
iid_shuffle,78,4,0.1427943098202093
iid_shuffle,78,5,0.13556072882387224
iid_shuffle,78,6,0.07225718748935893
iid_shuffle,78,7,0.08574081380591608
iid_shuffle,78,8,3.5517823103834833e-16
iid_shuffle,79,1,0.1949334806613786
iid_shuffle,79,2,0.20349463419983416
iid_shuffle,79,3,0.1907408502981895
iid_shuffle,79,4,0.16450628550917795
iid_shuffle,79,5,0.17543621929498973
iid_shuffle,79,6,0.038662634888793894
iid_shuffle,79,7,0.03222589514763478
iid_shuffle,79,8,2.95700014809345e-17
iid_shuffle,80,1,0.19986851074950274
iid_shuffle,80,2,0.2197812918168739
iid_shuffle,80,3,0.19172195188736962
iid_shuffle,80,4,0.12119661706263474
iid_shuffle,80,5,0.17702852619707407
iid_shuffle,80,6,0.08445368160291465
