scenario,kind,method,window_left,window_right,window_mid,true_prime_count,observed_count,true_positive,false_positive,false_negative,density_error,precision,recovery,f1,gap_drift
adversarial_mod6_noise_50,adversarial_mod6,raw,145002,155002,150002.0,850,908,444,464,406,0.06823529411764706,0.4889867841409692,0.5223529411764706,0.5051194539249146,0.609124166449074
adversarial_mod6_noise_50,adversarial_mod6,raw,150002,160002,155002.0,835,912,439,473,396,0.09221556886227544,0.48135964912280704,0.525748502994012,0.5025758443045221,0.5924596600384191
adversarial_mod6_noise_50,adversarial_mod6,raw,155002,165002,160002.0,822,874,412,462,410,0.06326034063260341,0.47139588100686497,0.5012165450121655,0.48584905660377353,0.6127396639351338
adversarial_mod6_noise_50,adversarial_mod6,raw,160002,170002,165002.0,813,851,392,459,421,0.046740467404674045,0.4606345475910693,0.4821648216482165,0.4711538461538462,0.6189363898260574
adversarial_mod6_noise_50,adversarial_mod6,raw,165002,175002,170002.0,822,850,394,456,428,0.0340632603406326,0.46352941176470586,0.4793187347931874,0.4712918660287081,0.6174575039702982
adversarial_mod6_noise_50,adversarial_mod6,raw,170002,180002,175002.0,846,894,435,459,411,0.05673758865248227,0.4865771812080537,0.5141843971631206,0.5,0.6196410313057648
adversarial_mod6_noise_50,adversarial_mod6,raw,175002,185002,180002.0,829,884,430,454,399,0.06634499396863691,0.48642533936651583,0.5186972255729795,0.5020431990659662,0.616402292252911
adversarial_mod6_noise_50,adversarial_mod6,raw,180002,190002,185002.0,827,878,424,454,403,0.06166868198307134,0.48291571753986334,0.5126964933494559,0.49736070381231673,0.6089462349433902
adversarial_mod6_noise_50,adversarial_mod6,raw,185002,195002,190002.0,828,891,425,466,403,0.07608695652173914,0.4769921436588103,0.5132850241545893,0.4944735311227457,0.5991344085720469
adversarial_mod6_noise_50,adversarial_mod6,raw,190002,200000,195001.0,814,870,413,457,401,0.0687960687960688,0.4747126436781609,0.5073710073710074,0.4904988123515439,0.6209464987971518
adversarial_mod6_noise_50,adversarial_mod6,raw,195002,200000,197501.0,411,432,209,223,202,0.051094890510948905,0.4837962962962963,0.5085158150851582,0.4958481613285884,0.6452065461913238
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,2,10002,5002.0,1229,599,599,0,630,0.5126118795768918,1.0,0.4873881204231082,0.6553610503282276,1.3319882095775655
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,5002,15002,10002.0,1085,539,539,0,546,0.5032258064516129,1.0,0.4967741935483871,0.6637931034482758,1.2927560191180911
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,10002,20002,15002.0,1033,528,528,0,505,0.4888673765730881,1.0,0.5111326234269119,0.6764894298526586,1.2696611712590837
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,15002,25002,20002.0,1008,519,519,0,489,0.4851190476190476,1.0,0.5148809523809523,0.6797642436149312,1.2366304923467013
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,20002,30002,25002.0,983,495,495,0,488,0.49643947100712105,1.0,0.503560528992879,0.6698240866035182,1.2442538556248464
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,25002,35002,30002.0,970,480,480,0,490,0.5051546391752577,1.0,0.4948453608247423,0.6620689655172414,1.3099568874617264
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,30002,40002,35002.0,958,461,461,0,497,0.5187891440501043,1.0,0.4812108559498956,0.649753347427766,1.3692398829913337
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,35002,45002,40002.0,943,466,466,0,477,0.5058324496288441,1.0,0.4941675503711559,0.6614620298083748,1.3054729749246785
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,40002,50002,45002.0,930,460,460,0,470,0.5053763440860215,1.0,0.4946236559139785,0.6618705035971223,1.3559199021246804
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,45002,55002,50002.0,916,443,443,0,473,0.5163755458515283,1.0,0.4836244541484716,0.6519499632082414,1.4086272509620361
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,50002,60002,55002.0,924,473,473,0,451,0.4880952380952381,1.0,0.5119047619047619,0.6771653543307087,1.2614179931812028
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,55002,65002,60002.0,902,470,470,0,432,0.4789356984478936,1.0,0.5210643015521065,0.6851311953352771,1.259738386062884
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,60002,70002,65002.0,879,447,447,0,432,0.49146757679180886,1.0,0.5085324232081911,0.6742081447963801,1.323103468090077
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,65002,75002,70002.0,900,459,459,0,441,0.49,1.0,0.51,0.6754966887417219,1.2559511181727314
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,70002,80002,75002.0,901,447,447,0,454,0.5038845726970034,1.0,0.4961154273029967,0.6632047477744808,1.3193605118345217
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,75002,85002,80002.0,884,444,444,0,440,0.497737556561086,1.0,0.502262443438914,0.6686746987951807,1.315811379117279
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,80002,90002,85002.0,877,446,446,0,431,0.49144811858608894,1.0,0.508551881413911,0.6742252456538171,1.3008643482040727
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,85002,95002,90002.0,880,425,425,0,455,0.5170454545454546,1.0,0.48295454545454547,0.6513409961685824,1.377978093173526
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,90002,100002,95002.0,878,442,442,0,436,0.49658314350797267,1.0,0.5034168564920274,0.6696969696969698,1.2853843700207888
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,95002,105002,100002.0,867,440,440,0,427,0.4925028835063437,1.0,0.5074971164936563,0.6732976281560825,1.270215249214695
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,100002,110002,105002.0,861,427,427,0,434,0.5040650406504065,1.0,0.4959349593495935,0.6630434782608696,1.3278303217935101
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,105002,115002,110002.0,848,406,406,0,442,0.5212264150943396,1.0,0.47877358490566035,0.6475279106858054,1.44733887665051
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,110002,120002,115002.0,848,411,411,0,437,0.5153301886792453,1.0,0.4846698113207547,0.6528991262907069,1.404805802384408
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,115002,125002,120002.0,862,462,462,0,400,0.46403712296983757,1.0,0.5359628770301624,0.6978851963746224,1.1863668120066115
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,120002,130002,125002.0,858,441,441,0,417,0.486013986013986,1.0,0.513986013986014,0.6789838337182448,1.2683582245736833
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,125002,135002,130002.0,842,396,396,0,446,0.5296912114014252,1.0,0.47030878859857483,0.6397415185783522,1.4370853475662972
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,130002,140002,135002.0,851,400,400,0,451,0.5299647473560517,1.0,0.4700352526439483,0.639488409272582,1.4012843345752561
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,135002,145002,140002.0,846,404,404,0,442,0.5224586288416075,1.0,0.47754137115839246,0.6464,1.409330568765491
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,140002,150002,145002.0,839,412,412,0,427,0.5089392133492253,1.0,0.49106078665077474,0.6586730615507593,1.3670494717214092
adversarial_mod6_noise_50,adversarial_mod6,sieve_cleaned,145002,155002,150002.0,850,444,444,0,406,0.4776470588235294,1.0,0.5223529411764706,0.6862442040185471,1.2524206004156428
