scenario,kind,method,window_left,window_right,window_mid,true_prime_count,observed_count,true_positive,false_positive,false_negative,density_error,precision,recovery,f1,gap_drift
mixed_keep_75_noise_25,mixed,raw,2,10002,5002.0,1229,1107,888,219,341,0.09926769731489016,0.8021680216802168,0.7225386493083807,0.7602739726027397,0.6682422517631292
mixed_keep_75_noise_25,mixed,raw,5002,15002,10002.0,1085,1022,807,215,278,0.05806451612903226,0.7896281800391389,0.743778801843318,0.7660180351210251,0.6558283181105754
mixed_keep_75_noise_25,mixed,raw,10002,20002,15002.0,1033,982,767,215,266,0.049370764762826716,0.7810590631364562,0.7424975798644724,0.7612903225806452,0.66272532170583
mixed_keep_75_noise_25,mixed,raw,15002,25002,20002.0,1008,988,756,232,252,0.01984126984126984,0.7651821862348178,0.75,0.7575150300601202,0.6473840669553759
mixed_keep_75_noise_25,mixed,raw,20002,30002,25002.0,983,991,756,235,227,0.008138351983723296,0.7628657921291625,0.7690742624618515,0.7659574468085107,0.6266851542185153
mixed_keep_75_noise_25,mixed,raw,25002,35002,30002.0,970,940,729,211,241,0.030927835051546393,0.7755319148936171,0.7515463917525773,0.7633507853403142,0.6342403593349422
mixed_keep_75_noise_25,mixed,raw,30002,40002,35002.0,958,907,706,201,252,0.05323590814196242,0.7783902976846747,0.7369519832985386,0.7571045576407507,0.6429218380691857
mixed_keep_75_noise_25,mixed,raw,35002,45002,40002.0,943,904,697,207,246,0.041357370095440084,0.7710176991150443,0.7391304347826086,0.7547374120194911,0.6405229782663894
mixed_keep_75_noise_25,mixed,raw,40002,50002,45002.0,930,917,691,226,239,0.013978494623655914,0.7535441657579062,0.7430107526881721,0.7482403898213319,0.647390761396305
mixed_keep_75_noise_25,mixed,raw,45002,55002,50002.0,916,920,697,223,219,0.004366812227074236,0.7576086956521739,0.7609170305676856,0.7592592592592593,0.649483457187591
mixed_keep_75_noise_25,mixed,raw,50002,60002,55002.0,924,910,715,195,209,0.015151515151515152,0.7857142857142857,0.7738095238095238,0.7797164667393675,0.6403442621638209
mixed_keep_75_noise_25,mixed,raw,55002,65002,60002.0,902,885,676,209,226,0.018847006651884702,0.7638418079096045,0.7494456762749445,0.7565752658086178,0.6520619361276301
mixed_keep_75_noise_25,mixed,raw,60002,70002,65002.0,879,845,637,208,242,0.038680318543799774,0.7538461538461538,0.7246871444823664,0.7389791183294664,0.6569233013340569
mixed_keep_75_noise_25,mixed,raw,65002,75002,70002.0,900,868,671,197,229,0.035555555555555556,0.7730414746543779,0.7455555555555555,0.7590497737556561,0.6276313642111989
mixed_keep_75_noise_25,mixed,raw,70002,80002,75002.0,901,903,677,226,224,0.0022197558268590455,0.7497231450719822,0.7513873473917869,0.7505543237250555,0.6371493424033381
mixed_keep_75_noise_25,mixed,raw,75002,85002,80002.0,884,901,647,254,237,0.019230769230769232,0.7180910099889012,0.7319004524886877,0.7249299719887955,0.6398261772691687
mixed_keep_75_noise_25,mixed,raw,80002,90002,85002.0,877,907,647,260,230,0.03420752565564424,0.7133406835722161,0.7377423033067275,0.7253363228699552,0.6144510653942014
mixed_keep_75_noise_25,mixed,raw,85002,95002,90002.0,880,901,656,245,224,0.023863636363636365,0.7280799112097669,0.7454545454545455,0.7366647950589555,0.6179189106622084
mixed_keep_75_noise_25,mixed,raw,90002,100002,95002.0,878,875,652,223,226,0.003416856492027335,0.7451428571428571,0.7425968109339408,0.7438676554478039,0.6495774193967468
mixed_keep_75_noise_25,mixed,raw,95002,105002,100002.0,867,869,641,228,226,0.002306805074971165,0.7376294591484465,0.7393310265282583,0.738479262672811,0.6409614381832199
mixed_keep_75_noise_25,mixed,raw,100002,110002,105002.0,861,874,627,247,234,0.015098722415795587,0.717391304347826,0.7282229965156795,0.7227665706051873,0.635241118282625
mixed_keep_75_noise_25,mixed,raw,105002,115002,110002.0,848,865,625,240,223,0.020047169811320754,0.7225433526011561,0.7370283018867925,0.7297139521307647,0.6446558671322533
mixed_keep_75_noise_25,mixed,raw,110002,120002,115002.0,848,887,646,241,202,0.045990566037735846,0.7282976324689966,0.7617924528301887,0.7446685878962536,0.6189080798854492
mixed_keep_75_noise_25,mixed,raw,115002,125002,120002.0,862,897,649,248,213,0.04060324825986079,0.7235228539576366,0.7529002320185615,0.7379192723138147,0.6278857180136302
mixed_keep_75_noise_25,mixed,raw,120002,130002,125002.0,858,866,626,240,232,0.009324009324009324,0.7228637413394919,0.7296037296037297,0.7262180974477958,0.6547278501758268
mixed_keep_75_noise_25,mixed,raw,125002,135002,130002.0,842,859,626,233,216,0.020190023752969122,0.7287543655413271,0.7434679334916865,0.7360376249265138,0.6569816545951782
mixed_keep_75_noise_25,mixed,raw,130002,140002,135002.0,851,866,647,219,204,0.01762632197414806,0.7471131639722863,0.7602820211515864,0.7536400698893418,0.6508237675665204
mixed_keep_75_noise_25,mixed,raw,135002,145002,140002.0,846,848,643,205,203,0.002364066193853428,0.7582547169811321,0.7600472813238771,0.7591499409681227,0.6522612208738734
mixed_keep_75_noise_25,mixed,raw,140002,150002,145002.0,839,850,632,218,207,0.013110846245530394,0.7435294117647059,0.7532777115613826,0.7483718176435761,0.6314505846000983
mixed_keep_75_noise_25,mixed,raw,145002,155002,150002.0,850,864,643,221,207,0.01647058823529412,0.7442129629629629,0.7564705882352941,0.7502917152858809,0.6426058833749614
mixed_keep_75_noise_25,mixed,raw,150002,160002,155002.0,835,868,643,225,192,0.03952095808383234,0.7407834101382489,0.770059880239521,0.7551379917792133,0.6582773388764045
mixed_keep_75_noise_25,mixed,raw,155002,165002,160002.0,822,876,644,232,178,0.06569343065693431,0.7351598173515982,0.7834549878345499,0.7585394581861014,0.6326618461669358
mixed_keep_75_noise_25,mixed,raw,160002,170002,165002.0,813,861,630,231,183,0.05904059040590406,0.7317073170731707,0.7749077490774908,0.7526881720430108,0.6331971616397385
mixed_keep_75_noise_25,mixed,raw,165002,175002,170002.0,822,858,620,238,202,0.043795620437956206,0.7226107226107226,0.754257907542579,0.738095238095238,0.6138846966376947
mixed_keep_75_noise_25,mixed,raw,170002,180002,175002.0,846,857,633,224,213,0.013002364066193853,0.7386231038506418,0.74822695035461,0.743394010569583,0.614782761492047
mixed_keep_75_noise_25,mixed,raw,175002,185002,180002.0,829,832,634,198,195,0.0036188178528347406,0.7620192307692307,0.7647768395657418,0.7633955448524985,0.6474645562256471
mixed_keep_75_noise_25,mixed,raw,180002,190002,185002.0,827,846,642,204,185,0.022974607013301087,0.7588652482269503,0.7762998790810157,0.7674835624626419,0.6185893752008382
mixed_keep_75_noise_25,mixed,raw,185002,195002,190002.0,828,860,629,231,199,0.03864734299516908,0.7313953488372092,0.7596618357487923,0.745260663507109,0.6061643349705362
mixed_keep_75_noise_25,mixed,raw,190002,200000,195001.0,814,865,626,239,188,0.06265356265356266,0.7236994219653179,0.769041769041769,0.7456819535437761,0.6221871191474575
mixed_keep_75_noise_25,mixed,raw,195002,200000,197501.0,411,440,322,118,89,0.0705596107055961,0.7318181818181818,0.7834549878345499,0.7567567567567568,0.6192372081565267
mixed_keep_75_noise_25,mixed,sieve_cleaned,2,10002,5002.0,1229,888,888,0,341,0.2774613506916192,1.0,0.7225386493083807,0.838923004251299,0.7876458258815131
mixed_keep_75_noise_25,mixed,sieve_cleaned,5002,15002,10002.0,1085,807,807,0,278,0.25622119815668204,1.0,0.743778801843318,0.8530655391120507,0.7669127173701101
mixed_keep_75_noise_25,mixed,sieve_cleaned,10002,20002,15002.0,1033,767,767,0,266,0.2575024201355276,1.0,0.7424975798644724,0.8522222222222222,0.7922851977723849
mixed_keep_75_noise_25,mixed,sieve_cleaned,15002,25002,20002.0,1008,756,756,0,252,0.25,1.0,0.75,0.8571428571428571,0.783877315769885
mixed_keep_75_noise_25,mixed,sieve_cleaned,20002,30002,25002.0,983,756,756,0,227,0.23092573753814852,1.0,0.7690742624618515,0.8694652098907417,0.7512549836831968
mixed_keep_75_noise_25,mixed,sieve_cleaned,25002,35002,30002.0,970,729,729,0,241,0.24845360824742269,1.0,0.7515463917525773,0.8581518540317834,0.7700621643644374
mixed_keep_75_noise_25,mixed,sieve_cleaned,30002,40002,35002.0,958,706,706,0,252,0.2630480167014614,1.0,0.7369519832985386,0.8485576923076924,0.7873287661930167
mixed_keep_75_noise_25,mixed,sieve_cleaned,35002,45002,40002.0,943,697,697,0,246,0.2608695652173913,1.0,0.7391304347826086,0.85,0.7801895628611093
mixed_keep_75_noise_25,mixed,sieve_cleaned,40002,50002,45002.0,930,691,691,0,239,0.256989247311828,1.0,0.7430107526881721,0.8525601480567551,0.8005636821363201
mixed_keep_75_noise_25,mixed,sieve_cleaned,45002,55002,50002.0,916,697,697,0,219,0.2390829694323144,1.0,0.7609170305676856,0.8642281463112214,0.7963587773364588
mixed_keep_75_noise_25,mixed,sieve_cleaned,50002,60002,55002.0,924,715,715,0,209,0.2261904761904762,1.0,0.7738095238095238,0.8724832214765101,0.750180169194844
mixed_keep_75_noise_25,mixed,sieve_cleaned,55002,65002,60002.0,902,676,676,0,226,0.25055432372505543,1.0,0.7494456762749445,0.8567807351077312,0.7944096871960038
mixed_keep_75_noise_25,mixed,sieve_cleaned,60002,70002,65002.0,879,637,637,0,242,0.2753128555176337,1.0,0.7246871444823664,0.8403693931398417,0.8288523705638795
mixed_keep_75_noise_25,mixed,sieve_cleaned,65002,75002,70002.0,900,671,671,0,229,0.2544444444444444,1.0,0.7455555555555555,0.8542329726288987,0.7629988573588475
mixed_keep_75_noise_25,mixed,sieve_cleaned,70002,80002,75002.0,901,677,677,0,224,0.2486126526082131,1.0,0.7513873473917869,0.8580481622306717,0.7660674382432229
mixed_keep_75_noise_25,mixed,sieve_cleaned,75002,85002,80002.0,884,647,647,0,237,0.2680995475113122,1.0,0.7319004524886877,0.845199216198563,0.798441042108796
mixed_keep_75_noise_25,mixed,sieve_cleaned,80002,90002,85002.0,877,647,647,0,230,0.26225769669327254,1.0,0.7377423033067275,0.8490813648293963,0.8006563093425272
mixed_keep_75_noise_25,mixed,sieve_cleaned,85002,95002,90002.0,880,656,656,0,224,0.2545454545454545,1.0,0.7454545454545455,0.8541666666666666,0.7873945119594709
mixed_keep_75_noise_25,mixed,sieve_cleaned,90002,100002,95002.0,878,652,652,0,226,0.25740318906605925,1.0,0.7425968109339408,0.8522875816993465,0.7956561884771308
mixed_keep_75_noise_25,mixed,sieve_cleaned,95002,105002,100002.0,867,641,641,0,226,0.2606689734717416,1.0,0.7393310265282583,0.850132625994695,0.7993485785784926
mixed_keep_75_noise_25,mixed,sieve_cleaned,100002,110002,105002.0,861,627,627,0,234,0.27177700348432055,1.0,0.7282229965156795,0.842741935483871,0.8259626277345572
mixed_keep_75_noise_25,mixed,sieve_cleaned,105002,115002,110002.0,848,625,625,0,223,0.26297169811320753,1.0,0.7370283018867925,0.8486082824168364,0.8290611278729714
mixed_keep_75_noise_25,mixed,sieve_cleaned,110002,120002,115002.0,848,646,646,0,202,0.23820754716981132,1.0,0.7617924528301887,0.8647925033467202,0.7834434549828893
mixed_keep_75_noise_25,mixed,sieve_cleaned,115002,125002,120002.0,862,649,649,0,213,0.2470997679814385,1.0,0.7529002320185615,0.8590337524818,0.7991464391240696
mixed_keep_75_noise_25,mixed,sieve_cleaned,120002,130002,125002.0,858,626,626,0,232,0.2703962703962704,1.0,0.7296037296037297,0.8436657681940701,0.8271110329968183
mixed_keep_75_noise_25,mixed,sieve_cleaned,125002,135002,130002.0,842,626,626,0,216,0.25653206650831356,1.0,0.7434679334916865,0.8528610354223434,0.8151628673867972
mixed_keep_75_noise_25,mixed,sieve_cleaned,130002,140002,135002.0,851,647,647,0,204,0.23971797884841364,1.0,0.7602820211515864,0.8638184245660881,0.779642354981611
mixed_keep_75_noise_25,mixed,sieve_cleaned,135002,145002,140002.0,846,643,643,0,203,0.23995271867612294,1.0,0.7600472813238771,0.8636668905305573,0.7742442408524712
mixed_keep_75_noise_25,mixed,sieve_cleaned,140002,150002,145002.0,839,632,632,0,207,0.2467222884386174,1.0,0.7532777115613826,0.8592794017675052,0.7525035852991996
mixed_keep_75_noise_25,mixed,sieve_cleaned,145002,155002,150002.0,850,643,643,0,207,0.24352941176470588,1.0,0.7564705882352941,0.8613529805760215,0.7644895611407417
mixed_keep_75_noise_25,mixed,sieve_cleaned,150002,160002,155002.0,835,643,643,0,192,0.22994011976047904,1.0,0.770059880239521,0.8700947225981055,0.7819595220846286
mixed_keep_75_noise_25,mixed,sieve_cleaned,155002,165002,160002.0,822,644,644,0,178,0.21654501216545013,1.0,0.7834549878345499,0.878581173260573,0.7524504877390834
mixed_keep_75_noise_25,mixed,sieve_cleaned,160002,170002,165002.0,813,630,630,0,183,0.22509225092250923,1.0,0.7749077490774908,0.8731808731808731,0.7769150154553148
mixed_keep_75_noise_25,mixed,sieve_cleaned,165002,175002,170002.0,822,620,620,0,202,0.24574209245742093,1.0,0.754257907542579,0.8599167822468793,0.7743892320475878
mixed_keep_75_noise_25,mixed,sieve_cleaned,170002,180002,175002.0,846,633,633,0,213,0.25177304964539005,1.0,0.74822695035461,0.8559837728194727,0.7565878773643553
mixed_keep_75_noise_25,mixed,sieve_cleaned,175002,185002,180002.0,829,634,634,0,195,0.23522316043425814,1.0,0.7647768395657418,0.8667122351332878,0.7758290888016012
mixed_keep_75_noise_25,mixed,sieve_cleaned,180002,190002,185002.0,827,642,642,0,185,0.22370012091898428,1.0,0.7762998790810157,0.8740639891082368,0.7392680113439107
mixed_keep_75_noise_25,mixed,sieve_cleaned,185002,195002,190002.0,828,629,629,0,199,0.24033816425120774,1.0,0.7596618357487923,0.8634179821551132,0.7525001610769039
mixed_keep_75_noise_25,mixed,sieve_cleaned,190002,200000,195001.0,814,626,626,0,188,0.23095823095823095,1.0,0.769041769041769,0.8694444444444445,0.7810895735531586
mixed_keep_75_noise_25,mixed,sieve_cleaned,195002,200000,197501.0,411,322,322,0,89,0.21654501216545013,1.0,0.7834549878345499,0.878581173260573,0.7631646785241718
mixed_keep_75_noise_25,mixed,density_only,2,10002,5002.0,1229,1219,1219,0,10,0.008136696501220505,1.0,0.9918633034987795,0.9959150326797386,0.5509237309679059
mixed_keep_75_noise_25,mixed,density_only,5002,15002,10002.0,1085,1071,1071,0,14,0.012903225806451613,1.0,0.9870967741935484,0.9935064935064934,0.5712315450903642
mixed_keep_75_noise_25,mixed,density_only,10002,20002,15002.0,1033,1019,1019,0,14,0.013552758954501452,1.0,0.9864472410454985,0.99317738791423,0.5778285370312838
mixed_keep_75_noise_25,mixed,density_only,15002,25002,20002.0,1008,1004,1004,0,4,0.003968253968253968,1.0,0.996031746031746,0.9980119284294234,0.5634066443582483
mixed_keep_75_noise_25,mixed,density_only,20002,30002,25002.0,983,982,982,0,1,0.001017293997965412,1.0,0.9989827060020345,0.9994910941475827,0.5634579349361463
mixed_keep_75_noise_25,mixed,density_only,25002,35002,30002.0,970,961,961,0,9,0.009278350515463918,1.0,0.9907216494845361,0.9953392024857587,0.5851157029501988
mixed_keep_75_noise_25,mixed,density_only,30002,40002,35002.0,958,944,944,0,14,0.014613778705636743,1.0,0.9853862212943633,0.992639327024185,0.5797108463484715
mixed_keep_75_noise_25,mixed,density_only,35002,45002,40002.0,943,934,934,0,9,0.009544008483563097,1.0,0.9904559915164369,0.9952051145444859,0.5663037609879327
mixed_keep_75_noise_25,mixed,density_only,40002,50002,45002.0,930,925,925,0,5,0.005376344086021506,1.0,0.9946236559139785,0.9973045822102425,0.5817824540506774
mixed_keep_75_noise_25,mixed,density_only,45002,55002,50002.0,916,911,911,0,5,0.0054585152838427945,1.0,0.9945414847161572,0.997263273125342,0.5832066227521429
mixed_keep_75_noise_25,mixed,density_only,50002,60002,55002.0,924,917,917,0,7,0.007575757575757576,1.0,0.9924242424242424,0.9961977186311787,0.5775720645930892
mixed_keep_75_noise_25,mixed,density_only,55002,65002,60002.0,902,895,895,0,7,0.007760532150776054,1.0,0.9922394678492239,0.9961046188091263,0.5904191286938056
mixed_keep_75_noise_25,mixed,density_only,60002,70002,65002.0,879,872,872,0,7,0.007963594994311717,1.0,0.9920364050056882,0.9960022844089091,0.5910369547764888
mixed_keep_75_noise_25,mixed,density_only,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.5678851210098879
mixed_keep_75_noise_25,mixed,density_only,70002,80002,75002.0,901,896,896,0,5,0.005549389567147614,1.0,0.9944506104328524,0.9972175848636617,0.5768629609351362
mixed_keep_75_noise_25,mixed,density_only,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5936866438437423
mixed_keep_75_noise_25,mixed,density_only,80002,90002,85002.0,877,863,863,0,14,0.01596351197263398,1.0,0.984036488027366,0.9919540229885058,0.5988103933487158
mixed_keep_75_noise_25,mixed,density_only,85002,95002,90002.0,880,865,865,0,15,0.017045454545454544,1.0,0.9829545454545454,0.9914040114613181,0.6017246870606293
mixed_keep_75_noise_25,mixed,density_only,90002,100002,95002.0,878,867,867,0,11,0.012528473804100227,1.0,0.9874715261958997,0.9936962750716332,0.602810458526855
mixed_keep_75_noise_25,mixed,density_only,95002,105002,100002.0,867,864,864,0,3,0.0034602076124567475,1.0,0.9965397923875432,0.9982668977469671,0.585698281553168
mixed_keep_75_noise_25,mixed,density_only,100002,110002,105002.0,861,859,859,0,2,0.0023228803716608595,1.0,0.9976771196283392,0.9988372093023256,0.588111196574967
mixed_keep_75_noise_25,mixed,density_only,105002,115002,110002.0,848,845,845,0,3,0.003537735849056604,1.0,0.9964622641509434,0.9982279976373302,0.6121346145841529
mixed_keep_75_noise_25,mixed,density_only,110002,120002,115002.0,848,840,840,0,8,0.009433962264150943,1.0,0.9905660377358491,0.9952606635071091,0.615358885846712
mixed_keep_75_noise_25,mixed,density_only,115002,125002,120002.0,862,850,850,0,12,0.013921113689095127,1.0,0.9860788863109049,0.9929906542056075,0.5978699579073459
mixed_keep_75_noise_25,mixed,density_only,120002,130002,125002.0,858,852,852,0,6,0.006993006993006993,1.0,0.993006993006993,0.9964912280701755,0.5819149506196517
mixed_keep_75_noise_25,mixed,density_only,125002,135002,130002.0,842,833,833,0,9,0.010688836104513063,1.0,0.9893111638954869,0.9946268656716418,0.5982563087652315
mixed_keep_75_noise_25,mixed,density_only,130002,140002,135002.0,851,836,836,0,15,0.01762632197414806,1.0,0.982373678025852,0.991108476585655,0.5954232799929576
mixed_keep_75_noise_25,mixed,density_only,135002,145002,140002.0,846,839,839,0,7,0.008274231678486997,1.0,0.991725768321513,0.9958456973293769,0.5851595211222306
mixed_keep_75_noise_25,mixed,density_only,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5768995802011052
mixed_keep_75_noise_25,mixed,density_only,145002,155002,150002.0,850,843,843,0,7,0.00823529411764706,1.0,0.991764705882353,0.9958653278204371,0.589394350301678
mixed_keep_75_noise_25,mixed,density_only,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.6125952890875961
mixed_keep_75_noise_25,mixed,density_only,155002,165002,160002.0,822,817,817,0,5,0.006082725060827251,1.0,0.9939172749391727,0.9969493593654667,0.5932425039051652
mixed_keep_75_noise_25,mixed,density_only,160002,170002,165002.0,813,809,809,0,4,0.004920049200492005,1.0,0.995079950799508,0.9975339087546239,0.5996812517353471
mixed_keep_75_noise_25,mixed,density_only,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5901101393666041
mixed_keep_75_noise_25,mixed,density_only,170002,180002,175002.0,846,839,839,0,7,0.008274231678486997,1.0,0.991725768321513,0.9958456973293769,0.5843250451234572
mixed_keep_75_noise_25,mixed,density_only,175002,185002,180002.0,829,815,815,0,14,0.016887816646562123,1.0,0.9831121833534379,0.9914841849148418,0.6133832844536908
mixed_keep_75_noise_25,mixed,density_only,180002,190002,185002.0,827,806,806,0,21,0.02539298669891173,1.0,0.9746070133010882,0.9871402327005511,0.6022774732482448
mixed_keep_75_noise_25,mixed,density_only,185002,195002,190002.0,828,817,817,0,11,0.013285024154589372,1.0,0.9867149758454107,0.9933130699088145,0.5992311826222212
mixed_keep_75_noise_25,mixed,density_only,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6064012480458143
mixed_keep_75_noise_25,mixed,density_only,195002,200000,197501.0,411,411,411,0,0,0.0,1.0,1.0,1.0,0.5903876175490064
mixed_keep_75_noise_25,mixed,local_gap_fixed,2,10002,5002.0,1229,1219,1219,0,10,0.008136696501220505,1.0,0.9918633034987795,0.9959150326797386,0.5382461333738056
mixed_keep_75_noise_25,mixed,local_gap_fixed,5002,15002,10002.0,1085,1072,1072,0,13,0.011981566820276499,1.0,0.9880184331797235,0.9939731108020399,0.5621527112873734
mixed_keep_75_noise_25,mixed,local_gap_fixed,10002,20002,15002.0,1033,1018,1018,0,15,0.01452081316553727,1.0,0.9854791868344628,0.9926864943929791,0.5761485039196936
mixed_keep_75_noise_25,mixed,local_gap_fixed,15002,25002,20002.0,1008,1000,1000,0,8,0.007936507936507936,1.0,0.9920634920634921,0.9960159362549801,0.5660681862323516
mixed_keep_75_noise_25,mixed,local_gap_fixed,20002,30002,25002.0,983,983,983,0,0,0.0,1.0,1.0,1.0,0.5630978747852762
mixed_keep_75_noise_25,mixed,local_gap_fixed,25002,35002,30002.0,970,961,961,0,9,0.009278350515463918,1.0,0.9907216494845361,0.9953392024857587,0.5803504961800664
mixed_keep_75_noise_25,mixed,local_gap_fixed,30002,40002,35002.0,958,944,944,0,14,0.014613778705636743,1.0,0.9853862212943633,0.992639327024185,0.5736493656275116
mixed_keep_75_noise_25,mixed,local_gap_fixed,35002,45002,40002.0,943,933,933,0,10,0.010604453870625663,1.0,0.9893955461293743,0.9946695095948828,0.562326281536122
mixed_keep_75_noise_25,mixed,local_gap_fixed,40002,50002,45002.0,930,925,925,0,5,0.005376344086021506,1.0,0.9946236559139785,0.9973045822102425,0.5773105728747776
mixed_keep_75_noise_25,mixed,local_gap_fixed,45002,55002,50002.0,916,914,914,0,2,0.002183406113537118,1.0,0.9978165938864629,0.9989071038251366,0.5782642853205133
mixed_keep_75_noise_25,mixed,local_gap_fixed,50002,60002,55002.0,924,918,918,0,6,0.006493506493506494,1.0,0.9935064935064936,0.9967426710097721,0.5701541401039415
mixed_keep_75_noise_25,mixed,local_gap_fixed,55002,65002,60002.0,902,893,893,0,9,0.009977827050997782,1.0,0.9900221729490022,0.9949860724233983,0.5848124079405544
mixed_keep_75_noise_25,mixed,local_gap_fixed,60002,70002,65002.0,879,871,871,0,8,0.009101251422070534,1.0,0.9908987485779295,0.9954285714285714,0.5872617181917309
mixed_keep_75_noise_25,mixed,local_gap_fixed,65002,75002,70002.0,900,894,894,0,6,0.006666666666666667,1.0,0.9933333333333333,0.9966555183946488,0.565716076690503
mixed_keep_75_noise_25,mixed,local_gap_fixed,70002,80002,75002.0,901,894,894,0,7,0.00776914539400666,1.0,0.9922308546059934,0.996100278551532,0.5773552348571228
mixed_keep_75_noise_25,mixed,local_gap_fixed,75002,85002,80002.0,884,875,875,0,9,0.010180995475113122,1.0,0.9898190045248869,0.9948834565093804,0.5884313388706809
mixed_keep_75_noise_25,mixed,local_gap_fixed,80002,90002,85002.0,877,867,867,0,10,0.011402508551881414,1.0,0.9885974914481186,0.9942660550458715,0.5937501691572118
mixed_keep_75_noise_25,mixed,local_gap_fixed,85002,95002,90002.0,880,866,866,0,14,0.015909090909090907,1.0,0.9840909090909091,0.9919816723940436,0.6042354029826333
mixed_keep_75_noise_25,mixed,local_gap_fixed,90002,100002,95002.0,878,865,865,0,13,0.014806378132118452,1.0,0.9851936218678815,0.9925415949512335,0.6039203334145475
mixed_keep_75_noise_25,mixed,local_gap_fixed,95002,105002,100002.0,867,863,863,0,4,0.00461361014994233,1.0,0.9953863898500577,0.9976878612716763,0.5848155658097783
mixed_keep_75_noise_25,mixed,local_gap_fixed,100002,110002,105002.0,861,860,860,0,1,0.0011614401858304297,1.0,0.9988385598141696,0.999418942475305,0.5854576997979147
mixed_keep_75_noise_25,mixed,local_gap_fixed,105002,115002,110002.0,848,845,845,0,3,0.003537735849056604,1.0,0.9964622641509434,0.9982279976373302,0.6070595736430373
mixed_keep_75_noise_25,mixed,local_gap_fixed,110002,120002,115002.0,848,838,838,0,10,0.01179245283018868,1.0,0.9882075471698113,0.9940688018979834,0.6050236800292844
mixed_keep_75_noise_25,mixed,local_gap_fixed,115002,125002,120002.0,862,850,850,0,12,0.013921113689095127,1.0,0.9860788863109049,0.9929906542056075,0.5899545616071339
mixed_keep_75_noise_25,mixed,local_gap_fixed,120002,130002,125002.0,858,854,854,0,4,0.004662004662004662,1.0,0.9953379953379954,0.9976635514018692,0.5800452928274507
mixed_keep_75_noise_25,mixed,local_gap_fixed,125002,135002,130002.0,842,834,834,0,8,0.009501187648456057,1.0,0.9904988123515439,0.9952267303102625,0.5925597580610575
mixed_keep_75_noise_25,mixed,local_gap_fixed,130002,140002,135002.0,851,835,835,0,16,0.01880141010575793,1.0,0.981198589894242,0.9905100830367735,0.5865612193383026
mixed_keep_75_noise_25,mixed,local_gap_fixed,135002,145002,140002.0,846,835,835,0,11,0.013002364066193853,1.0,0.9869976359338062,0.9934562760261749,0.5827985135251963
mixed_keep_75_noise_25,mixed,local_gap_fixed,140002,150002,145002.0,839,836,836,0,3,0.003575685339690107,1.0,0.9964243146603099,0.9982089552238805,0.5752931929640949
mixed_keep_75_noise_25,mixed,local_gap_fixed,145002,155002,150002.0,850,844,844,0,6,0.007058823529411765,1.0,0.9929411764705882,0.9964580873671782,0.5827631747826242
mixed_keep_75_noise_25,mixed,local_gap_fixed,150002,160002,155002.0,835,826,826,0,9,0.010778443113772455,1.0,0.9892215568862276,0.9945815773630344,0.6041122950085452
mixed_keep_75_noise_25,mixed,local_gap_fixed,155002,165002,160002.0,822,819,819,0,3,0.0036496350364963502,1.0,0.9963503649635036,0.9981718464351006,0.5885207513087339
mixed_keep_75_noise_25,mixed,local_gap_fixed,160002,170002,165002.0,813,810,810,0,3,0.0036900369003690036,1.0,0.996309963099631,0.9981515711645101,0.596897428609639
mixed_keep_75_noise_25,mixed,local_gap_fixed,165002,175002,170002.0,822,814,814,0,8,0.009732360097323601,1.0,0.9902676399026764,0.9951100244498777,0.5852033243743874
mixed_keep_75_noise_25,mixed,local_gap_fixed,170002,180002,175002.0,846,838,838,0,8,0.009456264775413711,1.0,0.9905437352245863,0.995249406175772,0.5790496837419726
mixed_keep_75_noise_25,mixed,local_gap_fixed,175002,185002,180002.0,829,815,815,0,14,0.016887816646562123,1.0,0.9831121833534379,0.9914841849148418,0.6060531093950546
mixed_keep_75_noise_25,mixed,local_gap_fixed,180002,190002,185002.0,827,806,806,0,21,0.02539298669891173,1.0,0.9746070133010882,0.9871402327005511,0.5936724954722727
mixed_keep_75_noise_25,mixed,local_gap_fixed,185002,195002,190002.0,828,818,818,0,10,0.012077294685990338,1.0,0.9879227053140096,0.9939246658566221,0.5949198690976646
mixed_keep_75_noise_25,mixed,local_gap_fixed,190002,200000,195001.0,814,813,813,0,1,0.0012285012285012285,1.0,0.9987714987714987,0.9993853718500306,0.6060319445479476
mixed_keep_75_noise_25,mixed,local_gap_fixed,195002,200000,197501.0,411,410,410,0,1,0.0024330900243309003,1.0,0.9975669099756691,0.9987819732034106,0.5893861186311037
mixed_keep_75_noise_25,mixed,adaptive_window,2,10002,5002.0,1229,1219,1219,0,10,0.008136696501220505,1.0,0.9918633034987795,0.9959150326797386,0.5372606572085827
