two_step_l2_delta,shuffle_mean_two_step_l2_delta,real_to_shuffle_l2_ratio,max_abs_two_step_delta,mean_abs_real_minus_shuffle,lag1_real_mi,lag1_shuffle_mi,lag1_excess_mi,lag2_real_mi,lag2_shuffle_mi,lag2_excess_mi,top_two_step_residual,top_conditional_chain_residual
0.007938279207600263,0.0021910294586785445,3.6230819136338415,0.02416686729322018,0.006085163221147539,0.012626588052816488,0.00015853049668487318,0.012468057556131616,0.0022825325314794883,0.00016696605031893782,0.0021155664811605504,0.02416686729322018,0.09101039400711522
