N_MAX,RANDOM_SEED,SCENARIOS,Q_FILTER,COMPLETION_BIN_COUNT,W_DENSITY,W_GAP,W_NEIGHBOR,NOTEBOOK_ID,NOTEBOOK_TITLE,n_max,prime_count,composite_count,mod6_composite_count,scenario_count,mean_density_only_f1,mean_local_gap_f1,mean_density_only_gap_drift,mean_local_gap_drift,mean_gap_drift_delta_local_minus_density,candidate_completion_count,cgcs_score,cgcs_definition
200000,9423,"[{'name': 'mixed_keep_75_noise_25', 'kind': 'mixed', 'keep_fraction': 0.75, 'noise_fraction': 0.25}, {'name': 'mixed_keep_50_noise_50', 'kind': 'mixed', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'mixed_keep_25_noise_100', 'kind': 'mixed', 'keep_fraction': 0.25, 'noise_fraction': 1.0}, {'name': 'biased_low_missing_high_noise', 'kind': 'biased_range', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_50', 'kind': 'adversarial_mod6', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_100', 'kind': 'adversarial_mod6', 'keep_fraction': 0.25, 'noise_fraction': 1.0}]",447,32,0.45,0.4,0.15,08_local_gap_reconstruction,Local Gap Reconstruction,200000,17984,182015,48684,6,0.9954475626671098,0.9954195062004246,0.5875389405132665,0.5836306354588626,-0.003908305054403964,114940,0.9954195062004246,mean F1 score of local-gap reconstruction across stress-test scenarios
