candidate,bin_left,bin_right,score,scenario,kind,stage
11719,6251,12501,0.5742093451178241,mixed_keep_75_noise_25,mixed,density_reconstruction
25541,25001,31251,0.574165715984261,mixed_keep_75_noise_25,mixed,density_reconstruction
119363,118750,125000,0.5740499119203543,mixed_keep_75_noise_25,mixed,density_reconstruction
89,2,6251,0.5739797540967004,mixed_keep_75_noise_25,mixed,density_reconstruction
25801,25001,31251,0.5739790548448853,mixed_keep_75_noise_25,mixed,density_reconstruction
18233,12501,18751,0.5739324904217485,mixed_keep_75_noise_25,mixed,density_reconstruction
43481,37501,43751,0.5737980985123656,mixed_keep_75_noise_25,mixed,density_reconstruction
187883,187500,193750,0.5737804765738852,mixed_keep_75_noise_25,mixed,density_reconstruction
67933,62501,68751,0.5737118005341236,mixed_keep_75_noise_25,mixed,density_reconstruction
68443,62501,68751,0.573672792108824,mixed_keep_75_noise_25,mixed,density_reconstruction
62201,56251,62501,0.5736626066269637,mixed_keep_75_noise_25,mixed,density_reconstruction
199669,193750,200000,0.5736595335400894,mixed_keep_75_noise_25,mixed,density_reconstruction
187843,187500,193750,0.5736260803626919,mixed_keep_75_noise_25,mixed,density_reconstruction
106417,106250,112500,0.5733942918895657,mixed_keep_75_noise_25,mixed,density_reconstruction
105649,100001,106250,0.5732778530150617,mixed_keep_75_noise_25,mixed,density_reconstruction
63313,62501,68751,0.5731925588540585,mixed_keep_75_noise_25,mixed,density_reconstruction
31019,25001,31251,0.5731268752875023,mixed_keep_75_noise_25,mixed,density_reconstruction
105913,100001,106250,0.5731189042653616,mixed_keep_75_noise_25,mixed,density_reconstruction
130643,125000,131250,0.5729683520525554,mixed_keep_75_noise_25,mixed,density_reconstruction
174631,168750,175000,0.5727579258147485,mixed_keep_75_noise_25,mixed,density_reconstruction
118717,112500,118750,0.5725595001122994,mixed_keep_75_noise_25,mixed,density_reconstruction
81563,81251,87501,0.5725444676284653,mixed_keep_75_noise_25,mixed,density_reconstruction
124183,118750,125000,0.572385462338367,mixed_keep_75_noise_25,mixed,density_reconstruction
119089,118750,125000,0.5723744488396008,mixed_keep_75_noise_25,mixed,density_reconstruction
137153,131250,137500,0.5721439340868606,mixed_keep_75_noise_25,mixed,density_reconstruction
81559,81251,87501,0.5720991753232508,mixed_keep_75_noise_25,mixed,density_reconstruction
56813,56251,62501,0.5719845673183064,mixed_keep_75_noise_25,mixed,density_reconstruction
94559,93751,100001,0.5719091467379182,mixed_keep_75_noise_25,mixed,density_reconstruction
30469,25001,31251,0.5715386325701673,mixed_keep_75_noise_25,mixed,density_reconstruction
74201,68751,75001,0.5715097508767938,mixed_keep_75_noise_25,mixed,density_reconstruction
174959,168750,175000,0.5712738355991152,mixed_keep_75_noise_25,mixed,density_reconstruction
68507,62501,68751,0.5711292799148482,mixed_keep_75_noise_25,mixed,density_reconstruction
5521,2,6251,0.5709712423041775,mixed_keep_75_noise_25,mixed,density_reconstruction
131221,125000,131250,0.5708435833042148,mixed_keep_75_noise_25,mixed,density_reconstruction
162847,162500,168750,0.5708195927321286,mixed_keep_75_noise_25,mixed,density_reconstruction
87803,87501,93751,0.5707833731155407,mixed_keep_75_noise_25,mixed,density_reconstruction
143413,137500,143750,0.5706737644606718,mixed_keep_75_noise_25,mixed,density_reconstruction
94057,93751,100001,0.5706428787473704,mixed_keep_75_noise_25,mixed,density_reconstruction
37123,31251,37501,0.5705812292415818,mixed_keep_75_noise_25,mixed,density_reconstruction
80687,75001,81251,0.5704160133823533,mixed_keep_75_noise_25,mixed,density_reconstruction
118429,112500,118750,0.5704044141141003,mixed_keep_75_noise_25,mixed,density_reconstruction
92957,87501,93751,0.5703769944002545,mixed_keep_75_noise_25,mixed,density_reconstruction
132049,131250,137500,0.5702551009478771,mixed_keep_75_noise_25,mixed,density_reconstruction
199403,193750,200000,0.5700369068282124,mixed_keep_75_noise_25,mixed,density_reconstruction
170111,168750,175000,0.5699886704573349,mixed_keep_75_noise_25,mixed,density_reconstruction
143719,137500,143750,0.5699365016957013,mixed_keep_75_noise_25,mixed,density_reconstruction
113683,112500,118750,0.5698817012682582,mixed_keep_75_noise_25,mixed,density_reconstruction
56509,56251,62501,0.5698663893883757,mixed_keep_75_noise_25,mixed,density_reconstruction
82037,81251,87501,0.5697331354493841,mixed_keep_75_noise_25,mixed,density_reconstruction
19273,18751,25001,0.5695809318707874,mixed_keep_75_noise_25,mixed,density_reconstruction
125791,125000,131250,0.5694489848992895,mixed_keep_75_noise_25,mixed,density_reconstruction
75553,75001,81251,0.569396376224328,mixed_keep_75_noise_25,mixed,density_reconstruction
74453,68751,75001,0.5690213393708331,mixed_keep_75_noise_25,mixed,density_reconstruction
55717,50001,56251,0.5689547090957181,mixed_keep_75_noise_25,mixed,density_reconstruction
44273,43751,50001,0.5688644953366085,mixed_keep_75_noise_25,mixed,density_reconstruction
175333,175000,181250,0.5686947847519155,mixed_keep_75_noise_25,mixed,density_reconstruction
49477,43751,50001,0.5684741572367333,mixed_keep_75_noise_25,mixed,density_reconstruction
12589,12501,18751,0.5682313602583178,mixed_keep_75_noise_25,mixed,density_reconstruction
56009,50001,56251,0.5681600677965346,mixed_keep_75_noise_25,mixed,density_reconstruction
105071,100001,106250,0.568135546493104,mixed_keep_75_noise_25,mixed,density_reconstruction
106543,106250,112500,0.5681341418712871,mixed_keep_75_noise_25,mixed,density_reconstruction
99713,93751,100001,0.568127585789167,mixed_keep_75_noise_25,mixed,density_reconstruction
175783,175000,181250,0.567934871321898,mixed_keep_75_noise_25,mixed,density_reconstruction
25163,25001,31251,0.5676601094753345,mixed_keep_75_noise_25,mixed,density_reconstruction
6959,6251,12501,0.5676519502008847,mixed_keep_75_noise_25,mixed,density_reconstruction
117977,112500,118750,0.567556616570314,mixed_keep_75_noise_25,mixed,density_reconstruction
11779,6251,12501,0.5674745296716611,mixed_keep_75_noise_25,mixed,density_reconstruction
111949,106250,112500,0.5673986267276672,mixed_keep_75_noise_25,mixed,density_reconstruction
144311,143750,150000,0.5673769617102996,mixed_keep_75_noise_25,mixed,density_reconstruction
137849,137500,143750,0.567257280299098,mixed_keep_75_noise_25,mixed,density_reconstruction
32467,31251,37501,0.5671083448616794,mixed_keep_75_noise_25,mixed,density_reconstruction
142501,137500,143750,0.5669287692482907,mixed_keep_75_noise_25,mixed,density_reconstruction
118127,112500,118750,0.5669167038268663,mixed_keep_75_noise_25,mixed,density_reconstruction
80491,75001,81251,0.5668590574669096,mixed_keep_75_noise_25,mixed,density_reconstruction
149993,143750,150000,0.5667290991640572,mixed_keep_75_noise_25,mixed,density_reconstruction
155693,150000,156250,0.5665987005182638,mixed_keep_75_noise_25,mixed,density_reconstruction
82009,81251,87501,0.5665986758688281,mixed_keep_75_noise_25,mixed,density_reconstruction
161731,156250,162500,0.5665175956539308,mixed_keep_75_noise_25,mixed,density_reconstruction
149969,143750,150000,0.5664735072994999,mixed_keep_75_noise_25,mixed,density_reconstruction
88547,87501,93751,0.5663293910601326,mixed_keep_75_noise_25,mixed,density_reconstruction
168193,162500,168750,0.5662683674669059,mixed_keep_75_noise_25,mixed,density_reconstruction
94169,93751,100001,0.5661925033470028,mixed_keep_75_noise_25,mixed,density_reconstruction
105977,100001,106250,0.5659452081399876,mixed_keep_75_noise_25,mixed,density_reconstruction
38237,37501,43751,0.5658282702741906,mixed_keep_75_noise_25,mixed,density_reconstruction
61991,56251,62501,0.5657020016111922,mixed_keep_75_noise_25,mixed,density_reconstruction
12923,12501,18751,0.5656581636210379,mixed_keep_75_noise_25,mixed,density_reconstruction
18307,12501,18751,0.5656152753080733,mixed_keep_75_noise_25,mixed,density_reconstruction
175303,175000,181250,0.5653383701064065,mixed_keep_75_noise_25,mixed,density_reconstruction
193441,187500,193750,0.5652828085916185,mixed_keep_75_noise_25,mixed,density_reconstruction
161743,156250,162500,0.5651756421052873,mixed_keep_75_noise_25,mixed,density_reconstruction
93497,87501,93751,0.5648661357672605,mixed_keep_75_noise_25,mixed,density_reconstruction
25457,25001,31251,0.5647804717510517,mixed_keep_75_noise_25,mixed,density_reconstruction
86323,81251,87501,0.5647199065333053,mixed_keep_75_noise_25,mixed,density_reconstruction
111973,106250,112500,0.5647099557531349,mixed_keep_75_noise_25,mixed,density_reconstruction
113027,112500,118750,0.5646669353674916,mixed_keep_75_noise_25,mixed,density_reconstruction
18043,12501,18751,0.564645137372442,mixed_keep_75_noise_25,mixed,density_reconstruction
143467,137500,143750,0.564624635853185,mixed_keep_75_noise_25,mixed,density_reconstruction
12553,12501,18751,0.5642372765245965,mixed_keep_75_noise_25,mixed,density_reconstruction
199289,193750,200000,0.5640376565785492,mixed_keep_75_noise_25,mixed,density_reconstruction
111893,106250,112500,0.5639519293359043,mixed_keep_75_noise_25,mixed,density_reconstruction
49807,43751,50001,0.5639271093353013,mixed_keep_75_noise_25,mixed,density_reconstruction
137771,137500,143750,0.5635987325615753,mixed_keep_75_noise_25,mixed,density_reconstruction
43573,37501,43751,0.5634726248400639,mixed_keep_75_noise_25,mixed,density_reconstruction
37967,37501,43751,0.5634686319143204,mixed_keep_75_noise_25,mixed,density_reconstruction
143443,137500,143750,0.563464045571028,mixed_keep_75_noise_25,mixed,density_reconstruction
174259,168750,175000,0.5632473770883266,mixed_keep_75_noise_25,mixed,density_reconstruction
130987,125000,131250,0.5631002236245852,mixed_keep_75_noise_25,mixed,density_reconstruction
12541,12501,18751,0.562908107936595,mixed_keep_75_noise_25,mixed,density_reconstruction
37657,37501,43751,0.5625181330980302,mixed_keep_75_noise_25,mixed,density_reconstruction
144479,143750,150000,0.5622443474501866,mixed_keep_75_noise_25,mixed,density_reconstruction
193469,187500,193750,0.5621436581836203,mixed_keep_75_noise_25,mixed,density_reconstruction
106751,106250,112500,0.5620176787658019,mixed_keep_75_noise_25,mixed,density_reconstruction
105529,100001,106250,0.5619633738255174,mixed_keep_75_noise_25,mixed,density_reconstruction
25111,25001,31251,0.5618615308206475,mixed_keep_75_noise_25,mixed,density_reconstruction
124753,118750,125000,0.5616976438322757,mixed_keep_75_noise_25,mixed,density_reconstruction
12473,6251,12501,0.5616404305968984,mixed_keep_75_noise_25,mixed,density_reconstruction
37649,37501,43751,0.5616259001158098,mixed_keep_75_noise_25,mixed,density_reconstruction
7369,6251,12501,0.5615169121026019,mixed_keep_75_noise_25,mixed,density_reconstruction
43051,37501,43751,0.5615167797819979,mixed_keep_75_noise_25,mixed,density_reconstruction
188017,187500,193750,0.5613212691012841,mixed_keep_75_noise_25,mixed,density_reconstruction
5927,2,6251,0.5611969351009798,mixed_keep_75_noise_25,mixed,density_reconstruction
68311,62501,68751,0.5611511084603391,mixed_keep_75_noise_25,mixed,density_reconstruction
6581,6251,12501,0.5609054322794961,mixed_keep_75_noise_25,mixed,density_reconstruction
106961,106250,112500,0.5608033885893707,mixed_keep_75_noise_25,mixed,density_reconstruction
174491,168750,175000,0.5607337939686929,mixed_keep_75_noise_25,mixed,density_reconstruction
37061,31251,37501,0.5606987453286344,mixed_keep_75_noise_25,mixed,density_reconstruction
49499,43751,50001,0.5604799083003785,mixed_keep_75_noise_25,mixed,density_reconstruction
74531,68751,75001,0.560281916710955,mixed_keep_75_noise_25,mixed,density_reconstruction
155539,150000,156250,0.5600939463268634,mixed_keep_75_noise_25,mixed,density_reconstruction
521,2,6251,0.5600767276286652,mixed_keep_75_noise_25,mixed,density_reconstruction
119237,118750,125000,0.5599406786926383,mixed_keep_75_noise_25,mixed,density_reconstruction
99787,93751,100001,0.5598368888407234,mixed_keep_75_noise_25,mixed,density_reconstruction
19661,18751,25001,0.5597757212107288,mixed_keep_75_noise_25,mixed,density_reconstruction
87973,87501,93751,0.5596890780833591,mixed_keep_75_noise_25,mixed,density_reconstruction
124771,118750,125000,0.5596790715746373,mixed_keep_75_noise_25,mixed,density_reconstruction
180541,175000,181250,0.5596010328587165,mixed_keep_75_noise_25,mixed,density_reconstruction
193541,187500,193750,0.5592921225648201,mixed_keep_75_noise_25,mixed,density_reconstruction
162257,156250,162500,0.5591987001643266,mixed_keep_75_noise_25,mixed,density_reconstruction
50153,50001,56251,0.5591531310412217,mixed_keep_75_noise_25,mixed,density_reconstruction
7159,6251,12501,0.5590217210485325,mixed_keep_75_noise_25,mixed,density_reconstruction
124303,118750,125000,0.5589444017808289,mixed_keep_75_noise_25,mixed,density_reconstruction
12497,6251,12501,0.5589271875958337,mixed_keep_75_noise_25,mixed,density_reconstruction
100207,100001,106250,0.5589079928408041,mixed_keep_75_noise_25,mixed,density_reconstruction
56093,50001,56251,0.5587381195183319,mixed_keep_75_noise_25,mixed,density_reconstruction
118967,118750,125000,0.5587190756835175,mixed_keep_75_noise_25,mixed,density_reconstruction
126067,125000,131250,0.558625213334741,mixed_keep_75_noise_25,mixed,density_reconstruction
162263,156250,162500,0.5585262243608733,mixed_keep_75_noise_25,mixed,density_reconstruction
93287,87501,93751,0.558511207770853,mixed_keep_75_noise_25,mixed,density_reconstruction
31663,31251,37501,0.5584956838908447,mixed_keep_75_noise_25,mixed,density_reconstruction
193507,187500,193750,0.5578854578682415,mixed_keep_75_noise_25,mixed,density_reconstruction
156941,156250,162500,0.5578371871634231,mixed_keep_75_noise_25,mixed,density_reconstruction
5639,2,6251,0.5576743192076111,mixed_keep_75_noise_25,mixed,density_reconstruction
81929,81251,87501,0.5576398957177827,mixed_keep_75_noise_25,mixed,density_reconstruction
6869,6251,12501,0.5576181284926961,mixed_keep_75_noise_25,mixed,density_reconstruction
43627,37501,43751,0.5574111489101701,mixed_keep_75_noise_25,mixed,density_reconstruction
31159,25001,31251,0.5573962789976765,mixed_keep_75_noise_25,mixed,density_reconstruction
130783,125000,131250,0.5572848737202616,mixed_keep_75_noise_25,mixed,density_reconstruction
175211,175000,181250,0.5572670372898108,mixed_keep_75_noise_25,mixed,density_reconstruction
81077,75001,81251,0.5571434729511208,mixed_keep_75_noise_25,mixed,density_reconstruction
55373,50001,56251,0.5571313918374202,mixed_keep_75_noise_25,mixed,density_reconstruction
55823,50001,56251,0.5570702432004079,mixed_keep_75_noise_25,mixed,density_reconstruction
138181,137500,143750,0.5569514772218309,mixed_keep_75_noise_25,mixed,density_reconstruction
12161,6251,12501,0.5569362667101412,mixed_keep_75_noise_25,mixed,density_reconstruction
168277,162500,168750,0.5568607616935588,mixed_keep_75_noise_25,mixed,density_reconstruction
68909,68751,75001,0.556812318342211,mixed_keep_75_noise_25,mixed,density_reconstruction
124799,118750,125000,0.5565408734640974,mixed_keep_75_noise_25,mixed,density_reconstruction
106699,106250,112500,0.5561974130208527,mixed_keep_75_noise_25,mixed,density_reconstruction
106261,106250,112500,0.5558892686845242,mixed_keep_75_noise_25,mixed,density_reconstruction
99559,93751,100001,0.5557380515874788,mixed_keep_75_noise_25,mixed,density_reconstruction
19381,18751,25001,0.555709911638305,mixed_keep_75_noise_25,mixed,density_reconstruction
143953,143750,150000,0.5556358639509649,mixed_keep_75_noise_25,mixed,density_reconstruction
31327,31251,37501,0.5555429102032331,mixed_keep_75_noise_25,mixed,density_reconstruction
163171,162500,168750,0.5555280557323016,mixed_keep_75_noise_25,mixed,density_reconstruction
62639,62501,68751,0.5554532697586333,mixed_keep_75_noise_25,mixed,density_reconstruction
100019,100001,106250,0.5551896733952463,mixed_keep_75_noise_25,mixed,density_reconstruction
106427,106250,112500,0.5551533891578948,mixed_keep_75_noise_25,mixed,density_reconstruction
69403,68751,75001,0.5550760526014512,mixed_keep_75_noise_25,mixed,density_reconstruction
93319,87501,93751,0.5549259752681808,mixed_keep_75_noise_25,mixed,density_reconstruction
199783,193750,200000,0.5547423040222511,mixed_keep_75_noise_25,mixed,density_reconstruction
162703,162500,168750,0.5546975140669097,mixed_keep_75_noise_25,mixed,density_reconstruction
19141,18751,25001,0.554612694257833,mixed_keep_75_noise_25,mixed,density_reconstruction
130807,125000,131250,0.5545988893312458,mixed_keep_75_noise_25,mixed,density_reconstruction
99347,93751,100001,0.5545632834050677,mixed_keep_75_noise_25,mixed,density_reconstruction
463,2,6251,0.5545178091048175,mixed_keep_75_noise_25,mixed,density_reconstruction
56891,56251,62501,0.5541642637021714,mixed_keep_75_noise_25,mixed,density_reconstruction
50441,50001,56251,0.5539841697555504,mixed_keep_75_noise_25,mixed,density_reconstruction
49367,43751,50001,0.553809449221187,mixed_keep_75_noise_25,mixed,density_reconstruction
68111,62501,68751,0.5537728749162952,mixed_keep_75_noise_25,mixed,density_reconstruction
113149,112500,118750,0.553748963910442,mixed_keep_75_noise_25,mixed,density_reconstruction
44381,43751,50001,0.5536053359618799,mixed_keep_75_noise_25,mixed,density_reconstruction
55619,50001,56251,0.5533163634237945,mixed_keep_75_noise_25,mixed,density_reconstruction
168943,168750,175000,0.5532939310538092,mixed_keep_75_noise_25,mixed,density_reconstruction
150431,150000,156250,0.5526358199442097,mixed_keep_75_noise_25,mixed,density_reconstruction
37567,37501,43751,0.5524643325956009,mixed_keep_75_noise_25,mixed,density_reconstruction
162683,162500,168750,0.5524592305910394,mixed_keep_75_noise_25,mixed,density_reconstruction
112657,112500,118750,0.5524447445953409,mixed_keep_75_noise_25,mixed,density_reconstruction
50093,50001,56251,0.5524443294263778,mixed_keep_75_noise_25,mixed,density_reconstruction
68633,62501,68751,0.5523691449212028,mixed_keep_75_noise_25,mixed,density_reconstruction
125863,125000,131250,0.5522933009771747,mixed_keep_75_noise_25,mixed,density_reconstruction
112913,112500,118750,0.5519044971568873,mixed_keep_75_noise_25,mixed,density_reconstruction
37441,31251,37501,0.5518290245135533,mixed_keep_75_noise_25,mixed,density_reconstruction
161683,156250,162500,0.5517470895477379,mixed_keep_75_noise_25,mixed,density_reconstruction
143329,137500,143750,0.5517263298801763,mixed_keep_75_noise_25,mixed,density_reconstruction
433,2,6251,0.5517077356235195,mixed_keep_75_noise_25,mixed,density_reconstruction
80627,75001,81251,0.5516247587155837,mixed_keep_75_noise_25,mixed,density_reconstruction
111871,106250,112500,0.5515301831611796,mixed_keep_75_noise_25,mixed,density_reconstruction
130619,125000,131250,0.5514602489281845,mixed_keep_75_noise_25,mixed,density_reconstruction
155821,150000,156250,0.5511396128283653,mixed_keep_75_noise_25,mixed,density_reconstruction
175633,175000,181250,0.551138501037718,mixed_keep_75_noise_25,mixed,density_reconstruction
162671,162500,168750,0.5511155555509393,mixed_keep_75_noise_25,mixed,density_reconstruction
49393,43751,50001,0.5508942742834786,mixed_keep_75_noise_25,mixed,density_reconstruction
93131,87501,93751,0.5508823014271327,mixed_keep_75_noise_25,mixed,density_reconstruction
419,2,6251,0.5504167777701681,mixed_keep_75_noise_25,mixed,density_reconstruction
43399,37501,43751,0.5499371874059645,mixed_keep_75_noise_25,mixed,density_reconstruction
99611,93751,100001,0.5499118680388084,mixed_keep_75_noise_25,mixed,density_reconstruction
24419,18751,25001,0.549707408251523,mixed_keep_75_noise_25,mixed,density_reconstruction
55871,50001,56251,0.5496862845467172,mixed_keep_75_noise_25,mixed,density_reconstruction
168599,162500,168750,0.5496728638019819,mixed_keep_75_noise_25,mixed,density_reconstruction
106861,106250,112500,0.5496021996644964,mixed_keep_75_noise_25,mixed,density_reconstruction
181087,175000,181250,0.5494157780451581,mixed_keep_75_noise_25,mixed,density_reconstruction
87881,87501,93751,0.5493890128643026,mixed_keep_75_noise_25,mixed,density_reconstruction
49937,43751,50001,0.5493384296297216,mixed_keep_75_noise_25,mixed,density_reconstruction
62137,56251,62501,0.5493370723309962,mixed_keep_75_noise_25,mixed,density_reconstruction
74903,68751,75001,0.5493364318071019,mixed_keep_75_noise_25,mixed,density_reconstruction
50593,50001,56251,0.5490510335568274,mixed_keep_75_noise_25,mixed,density_reconstruction
69317,68751,75001,0.5489626171914644,mixed_keep_75_noise_25,mixed,density_reconstruction
6791,6251,12501,0.5489215089013271,mixed_keep_75_noise_25,mixed,density_reconstruction
106129,100001,106250,0.5489059009913235,mixed_keep_75_noise_25,mixed,density_reconstruction
55661,50001,56251,0.5486097681302523,mixed_keep_75_noise_25,mixed,density_reconstruction
94349,93751,100001,0.5483931119166401,mixed_keep_75_noise_25,mixed,density_reconstruction
149861,143750,150000,0.548158972479385,mixed_keep_75_noise_25,mixed,density_reconstruction
137633,137500,143750,0.5481497956466722,mixed_keep_75_noise_25,mixed,density_reconstruction
125383,125000,131250,0.5480663278224644,mixed_keep_75_noise_25,mixed,density_reconstruction
74257,68751,75001,0.5480097674465576,mixed_keep_75_noise_25,mixed,density_reconstruction
43711,37501,43751,0.5479841467627476,mixed_keep_75_noise_25,mixed,density_reconstruction
6781,6251,12501,0.5478089249897601,mixed_keep_75_noise_25,mixed,density_reconstruction
24733,18751,25001,0.5477054334560696,mixed_keep_75_noise_25,mixed,density_reconstruction
30937,25001,31251,0.5476617453948185,mixed_keep_75_noise_25,mixed,density_reconstruction
118373,112500,118750,0.5476538932977623,mixed_keep_75_noise_25,mixed,density_reconstruction
106357,106250,112500,0.5473193049835989,mixed_keep_75_noise_25,mixed,density_reconstruction
74923,68751,75001,0.5470946504574298,mixed_keep_75_noise_25,mixed,density_reconstruction
199657,193750,200000,0.5467995196064751,mixed_keep_75_noise_25,mixed,density_reconstruction
174617,168750,175000,0.54662214225218,mixed_keep_75_noise_25,mixed,density_reconstruction
100361,100001,106250,0.5465216132596767,mixed_keep_75_noise_25,mixed,density_reconstruction
50329,50001,56251,0.5464276743976905,mixed_keep_75_noise_25,mixed,density_reconstruction
150373,150000,156250,0.5461437414053659,mixed_keep_75_noise_25,mixed,density_reconstruction
193841,193750,200000,0.5461127034620366,mixed_keep_75_noise_25,mixed,density_reconstruction
61,2,6251,0.5460799376549081,mixed_keep_75_noise_25,mixed,density_reconstruction
68813,68751,75001,0.5460719947836358,mixed_keep_75_noise_25,mixed,density_reconstruction
11971,6251,12501,0.5459197273311781,mixed_keep_75_noise_25,mixed,density_reconstruction
167711,162500,168750,0.5459099083003882,mixed_keep_75_noise_25,mixed,density_reconstruction
86927,81251,87501,0.5458708740932348,mixed_keep_75_noise_25,mixed,density_reconstruction
149419,143750,150000,0.5456084100904167,mixed_keep_75_noise_25,mixed,density_reconstruction
193883,193750,200000,0.5455516095925962,mixed_keep_75_noise_25,mixed,density_reconstruction
131149,125000,131250,0.5449464027669932,mixed_keep_75_noise_25,mixed,density_reconstruction
87433,81251,87501,0.5446101912558187,mixed_keep_75_noise_25,mixed,density_reconstruction
62189,56251,62501,0.54460165881389,mixed_keep_75_noise_25,mixed,density_reconstruction
168863,168750,175000,0.5443376071069743,mixed_keep_75_noise_25,mixed,density_reconstruction
12277,6251,12501,0.5438707880612983,mixed_keep_75_noise_25,mixed,density_reconstruction
156353,156250,162500,0.543800951789492,mixed_keep_75_noise_25,mixed,density_reconstruction
43753,43751,50001,0.5437184238000878,mixed_keep_75_noise_25,mixed,density_reconstruction
59,2,6251,0.543609689852177,mixed_keep_75_noise_25,mixed,density_reconstruction
193183,187500,193750,0.5435790349234382,mixed_keep_75_noise_25,mixed,density_reconstruction
156151,150000,156250,0.5433623533881602,mixed_keep_75_noise_25,mixed,density_reconstruction
43,2,6251,0.5424206975405637,mixed_keep_75_noise_25,mixed,density_reconstruction
169093,168750,175000,0.5422784633787581,mixed_keep_75_noise_25,mixed,density_reconstruction
50291,50001,56251,0.542176758029734,mixed_keep_75_noise_25,mixed,density_reconstruction
87547,87501,93751,0.5421377961099977,mixed_keep_75_noise_25,mixed,density_reconstruction
31771,31251,37501,0.5420884406684086,mixed_keep_75_noise_25,mixed,density_reconstruction
68777,68751,75001,0.5420445345675379,mixed_keep_75_noise_25,mixed,density_reconstruction
137831,137500,143750,0.5418200455779343,mixed_keep_75_noise_25,mixed,density_reconstruction
174679,168750,175000,0.5414880490402718,mixed_keep_75_noise_25,mixed,density_reconstruction
37889,37501,43751,0.5413351102482561,mixed_keep_75_noise_25,mixed,density_reconstruction
25247,25001,31251,0.5413117281836671,mixed_keep_75_noise_25,mixed,density_reconstruction
313,2,6251,0.5411474608642225,mixed_keep_75_noise_25,mixed,density_reconstruction
44267,43751,50001,0.5408424547147022,mixed_keep_75_noise_25,mixed,density_reconstruction
194083,193750,200000,0.5405828867107657,mixed_keep_75_noise_25,mixed,density_reconstruction
143813,143750,150000,0.5399643424475489,mixed_keep_75_noise_25,mixed,density_reconstruction
155719,150000,156250,0.53993060231925,mixed_keep_75_noise_25,mixed,density_reconstruction
174469,168750,175000,0.5397265584196209,mixed_keep_75_noise_25,mixed,density_reconstruction
87793,87501,93751,0.5395374563828977,mixed_keep_75_noise_25,mixed,density_reconstruction
113021,112500,118750,0.539415477211997,mixed_keep_75_noise_25,mixed,density_reconstruction
68749,62501,68751,0.5393607096947406,mixed_keep_75_noise_25,mixed,density_reconstruction
68473,62501,68751,0.5392067424796043,mixed_keep_75_noise_25,mixed,density_reconstruction
61291,56251,62501,0.539160889523592,mixed_keep_75_noise_25,mixed,density_reconstruction
100517,100001,106250,0.539093178071682,mixed_keep_75_noise_25,mixed,density_reconstruction
162563,162500,168750,0.5390242482174681,mixed_keep_75_noise_25,mixed,density_reconstruction
6701,6251,12501,0.53888955965012,mixed_keep_75_noise_25,mixed,density_reconstruction
93239,87501,93751,0.5387864315203069,mixed_keep_75_noise_25,mixed,density_reconstruction
69257,68751,75001,0.5387253797159056,mixed_keep_75_noise_25,mixed,density_reconstruction
281,2,6251,0.5386071443198709,mixed_keep_75_noise_25,mixed,density_reconstruction
32213,31251,37501,0.538521092625153,mixed_keep_75_noise_25,mixed,density_reconstruction
106541,106250,112500,0.5385068890343763,mixed_keep_75_noise_25,mixed,density_reconstruction
163019,162500,168750,0.5385047256337261,mixed_keep_75_noise_25,mixed,density_reconstruction
88003,87501,93751,0.5377820869621891,mixed_keep_75_noise_25,mixed,density_reconstruction
68521,62501,68751,0.5377044612378045,mixed_keep_75_noise_25,mixed,density_reconstruction
43991,43751,50001,0.5373174284624165,mixed_keep_75_noise_25,mixed,density_reconstruction
37021,31251,37501,0.5372341502055272,mixed_keep_75_noise_25,mixed,density_reconstruction
93253,87501,93751,0.5372175904284788,mixed_keep_75_noise_25,mixed,density_reconstruction
19213,18751,25001,0.5369158690049312,mixed_keep_75_noise_25,mixed,density_reconstruction
31723,31251,37501,0.5367162160614327,mixed_keep_75_noise_25,mixed,density_reconstruction
193493,187500,193750,0.5364991142385587,mixed_keep_75_noise_25,mixed,density_reconstruction
37277,31251,37501,0.5364727652495533,mixed_keep_75_noise_25,mixed,density_reconstruction
130969,125000,131250,0.5364484131565864,mixed_keep_75_noise_25,mixed,density_reconstruction
62983,62501,68751,0.5362454395296572,mixed_keep_75_noise_25,mixed,density_reconstruction
193283,187500,193750,0.5361032385431324,mixed_keep_75_noise_25,mixed,density_reconstruction
149717,143750,150000,0.5360820239290348,mixed_keep_75_noise_25,mixed,density_reconstruction
19237,18751,25001,0.5359395448385624,mixed_keep_75_noise_25,mixed,density_reconstruction
6053,2,6251,0.5355675981572618,mixed_keep_75_noise_25,mixed,density_reconstruction
239,2,6251,0.535560383266074,mixed_keep_75_noise_25,mixed,density_reconstruction
175811,175000,181250,0.5355545051065091,mixed_keep_75_noise_25,mixed,density_reconstruction
169241,168750,175000,0.535301178876607,mixed_keep_75_noise_25,mixed,density_reconstruction
162529,162500,168750,0.5352177950102374,mixed_keep_75_noise_25,mixed,density_reconstruction
143263,137500,143750,0.5351591257164718,mixed_keep_75_noise_25,mixed,density_reconstruction
112237,106250,112500,0.5351295215356099,mixed_keep_75_noise_25,mixed,density_reconstruction
68281,62501,68751,0.534727102342263,mixed_keep_75_noise_25,mixed,density_reconstruction
99527,93751,100001,0.5343968881655722,mixed_keep_75_noise_25,mixed,density_reconstruction
87257,81251,87501,0.5341922578098661,mixed_keep_75_noise_25,mixed,density_reconstruction
56473,56251,62501,0.5339366997286853,mixed_keep_75_noise_25,mixed,density_reconstruction
