shuffle_id,mode,singular_value,energy_share,cumulative_energy
0,1,0.012484281242143382,0.524665234542864,0.524665234542864
0,2,0.008522561696765001,0.24450937079993468,0.7691746053427986
0,3,0.006428419844485222,0.13911170275881948,0.908286308101618
0,4,0.00454426501983472,0.06951563640311988,0.9778019445047379
0,5,0.0023248698235262466,0.018195017651160692,0.9959969621558986
0,6,0.0010356653502052566,0.0036107223425858263,0.9996076844984845
0,7,0.0003413816193729216,0.0003923155015155608,1.0
0,8,2.961455203723449e-17,2.9523343243038062e-30,1.0
1,1,0.014212282254713804,0.46804172493645474,0.46804172493645474
1,2,0.010251964261883769,0.24354044232535033,0.711582167261805
1,3,0.008309601956049956,0.15999903563026988,0.8715812028920749
1,4,0.006089772456616942,0.08593281812748592,0.9575140210195607
1,5,0.00385297616968988,0.03439929715933117,0.991913318178892
1,6,0.001781957459724043,0.00735786113875378,0.9992711793176458
1,7,0.0005608308337654121,0.0007288206823541951,1.0
1,8,2.635103317987423e-19,1.6089858286645044e-34,1.0
2,1,0.010469438789028332,0.4069716187295154,0.4069716187295154
2,2,0.008037162136086018,0.23984064229401533,0.6468122610235307
2,3,0.007113243692928219,0.187867949105295,0.8346802101288258
2,4,0.004973944175604442,0.09185845420680645,0.9265386643356323
2,5,0.0037052053134995567,0.05097319731915478,0.977511861654787
2,6,0.0018838866650396358,0.013177313048351196,0.9906891747031382
2,7,0.0015835633038585191,0.009310825296861856,1.0
2,8,1.396185595559955e-17,7.237750792531907e-31,1.0
3,1,0.010895824949195297,0.4905864835241359,0.4905864835241359
3,2,0.007885419952680953,0.25694785630759603,0.747534339831732
3,3,0.005956487359252195,0.14661411824338352,0.8941484580751156
3,4,0.003995334826132715,0.06596319844500097,0.9601116565201165
3,5,0.002967547886277859,0.036390733998141495,0.9965023905182581
3,6,0.0007141421480329576,0.0021074858864090986,0.9986098764046671
3,7,0.0005800013915359224,0.0013901235953330184,1.0000000000000002
3,8,3.7777330872346616e-17,5.8973633129366014e-30,1.0000000000000002
4,1,0.013491973875642113,0.5345127967869422,0.5345127967869422
4,2,0.00794499383982269,0.18535070982353788,0.71986350661048
4,3,0.006578798191234842,0.12708674386320284,0.8469502504736829
4,4,0.005285239042283716,0.08202314038017107,0.928973390853854
4,5,0.004151757896667647,0.05061405872821684,0.9795874495820709
4,6,0.0024650858137208603,0.017843136945941616,0.9974305865280125
4,7,0.0009354346147751418,0.0025694134719874834,1.0
4,8,6.262868444646183e-18,1.1517380166200593e-31,1.0
5,1,0.008239294867589517,0.2833663611779004,0.2833663611779004
5,2,0.00809675643031524,0.2736467859934369,0.5570131471713373
5,3,0.006993268317583361,0.2041402231070268,0.7611533702783642
5,4,0.006108865937244716,0.15577199811810685,0.916925368396471
5,5,0.0038066524058580345,0.06048596953148116,0.9774113379279521
5,6,0.0021373746129268534,0.019069069223181082,0.9964804071511332
5,7,0.0009182524850354871,0.0035195928488667453,0.9999999999999999
5,8,2.4176408257318125e-17,2.4397861611022797e-30,0.9999999999999999
6,1,0.010966674962823173,0.4273356487152056,0.4273356487152056
6,2,0.007888184582867983,0.22109214289677515,0.6484277916119807
6,3,0.0066867832312149855,0.15887430707033506,0.8073020986823158
6,4,0.005420994577285582,0.10441842199243798,0.9117205206747538
6,5,0.004314522007250287,0.06614310175485932,0.9778636224296131
6,6,0.002485619602519285,0.021952728714887567,0.9998163511445006
6,7,0.00022734453717412626,0.00018364885549929975,0.9999999999999999
6,8,1.848554167604087e-17,1.2141813064892696e-30,0.9999999999999999
7,1,0.011241517164751285,0.4329460653207343,0.4329460653207343
7,2,0.008861194874456253,0.26901005694922075,0.7019561222699551
7,3,0.006729105249514761,0.15513099692840387,0.8570871191983589
7,4,0.0056942716851918675,0.11108625092683894,0.9681733701251978
7,5,0.002759082671820601,0.026080347186404697,0.9942537173116025
7,6,0.0012859589821223219,0.0056654990838501925,0.9999192163954527
7,7,0.0001535570085808969,8.07836045472261e-05,0.9999999999999999
7,8,4.5684245825324674e-18,7.15017811999631e-32,0.9999999999999999
8,1,0.01156675544138596,0.34898432319591965,0.34898432319591965
8,2,0.01052207567237747,0.28879232916202463,0.6377766523579442
8,3,0.007262533916996477,0.1375812208797839,0.7753578732377281
8,4,0.006857913946997794,0.12267805288764701,0.8980359261253751
8,5,0.005721219774236328,0.08538077131376548,0.9834166974391405
8,6,0.0021835087644277297,0.012436342976216031,0.9958530404153565
8,7,0.0012608792437137908,0.004146959584643405,0.9999999999999999
8,8,4.4550730362336945e-18,5.177170504577945e-32,0.9999999999999999
9,1,0.013324826158935746,0.40369266127194425,0.40369266127194425
9,2,0.011933601990794107,0.3237955301910018,0.7274881914629461
9,3,0.008244653577137046,0.15455126901694108,0.8820394604798871
9,4,0.005207368344809906,0.06165443870906894,0.9436938991889561
9,5,0.004690185835515156,0.05001587287058113,0.9937097720595373
9,6,0.0013733605862627943,0.004288416022715167,0.9979981880822524
9,7,0.0009383130570574803,0.0020018119177475737,1.0
9,8,2.5137248600317516e-17,1.4366905374610004e-30,1.0
10,1,0.012264648144581598,0.46390316078882454,0.46390316078882454
10,2,0.008661430337785147,0.23136431655391376,0.6952674773427383
10,3,0.007247610868197945,0.16199696564175403,0.8572644429844923
10,4,0.004772560961960434,0.07024575971266228,0.9275102026971547
10,5,0.0037435073180741244,0.04321898046178365,0.9707291831589383
10,6,0.0030221893494763396,0.028168290191445764,0.998897473350384
10,7,0.0005979102182126264,0.001102526649616036,1.0
10,8,1.5320040418882793e-17,7.2383064654459744e-31,1.0
11,1,0.008618429170817789,0.3399265290639821,0.3399265290639821
11,2,0.007898415437322615,0.28550174816865337,0.6254282772326354
11,3,0.006082675658296297,0.16932385412402864,0.794752131356664
11,4,0.005018206375876109,0.11524600034287302,0.909998131699537
11,5,0.0036596584113778186,0.06129286579295662,0.9712909974924937
11,6,0.002149678277251237,0.02114831458297226,0.992439312075466
11,7,0.0012853347321244472,0.007560687924534072,1.0
11,8,1.1925051099915741e-17,6.508026663727717e-31,1.0
12,1,0.011172630121677567,0.49028863774416837,0.49028863774416837
12,2,0.006998194238091649,0.19235920377490956,0.682647841519078
12,3,0.00668779130113499,0.17567356318508148,0.8583214047041594
12,4,0.004723853412984386,0.08764634519118934,0.9459677498953487
12,5,0.00309441878123057,0.03760963881271431,0.983577388708063
12,6,0.0018531024101584477,0.013487759946890086,0.9970651486549531
12,7,0.0008644155308453055,0.0029348513450467868,0.9999999999999999
12,8,1.260999000627428e-17,6.2455468543589276e-31,0.9999999999999999
13,1,0.011062644930009715,0.3717335188273776,0.3717335188273776
13,2,0.010590880779969933,0.34070455085311674,0.7124380696804944
13,3,0.00722301672739826,0.15847144472760266,0.870909514408097
13,4,0.004800159463199331,0.06998824543049331,0.9408977598385904
13,5,0.003703107099167478,0.04165300335475203,0.9825507631933423
13,6,0.0023611532136280007,0.016934099769364705,0.999484862962707
13,7,0.00041181721753050764,0.0005151370372929318,0.9999999999999999
13,8,5.30438228053111e-18,8.546403775337832e-32,0.9999999999999999
14,1,0.011684363033381419,0.4001129990064107,0.4001129990064107
14,2,0.010037301949760626,0.2952613188290118,0.6953743178354225
14,3,0.007911694392232455,0.18344740957799882,0.8788217274134213
14,4,0.005088770264190043,0.07589239643326658,0.954714123846688
14,5,0.002983696770078087,0.026090472563814453,0.9808045964105024
14,6,0.0021530730053689853,0.013585952406458894,0.9943905488169613
14,7,0.0013834832260284072,0.005609451183038737,1.0
14,8,3.3245834201144476e-17,3.239269235708721e-30,1.0
15,1,0.011910116388743518,0.49469560941780666,0.49469560941780666
15,2,0.008942618568412565,0.27889161612800745,0.773587225545814
15,3,0.006256716337406151,0.1365208476640043,0.9101080732098183
15,4,0.003795682855650996,0.050244193707434645,0.960352266917253
15,5,0.0027341143434637893,0.02606990156145452,0.9864221684787075
15,6,0.0019729914657278277,0.01357551950869561,0.9999976879874031
15,7,2.574791552394425e-05,2.3120125967933213e-06,0.9999999999999999
15,8,1.0438603995047033e-18,3.800063810180853e-33,0.9999999999999999
16,1,0.012958173916946944,0.4881911921776509,0.4881911921776509
16,2,0.008296670733778417,0.2001290069123037,0.6883201990899546
16,3,0.007386089165325937,0.15861031334005338,0.8469305124300079
16,4,0.005800879780096592,0.09783405644823405,0.944764568878242
16,5,0.004310892585788133,0.05403021978121756,0.9987947886594596
16,6,0.000643416973467838,0.0012036143521572053,0.9999984030116168
16,7,2.3436875507693687e-05,1.5969883832200784e-06,1.0
16,8,2.9699325371520224e-18,2.564457460595373e-32,1.0
17,1,0.011566676754533217,0.39501268124618993,0.39501268124618993
17,2,0.010049681179472235,0.2981936623452514,0.6932063435914413
17,3,0.007707455896448276,0.17539448642322675,0.868600830014668
17,4,0.005218627465633395,0.08040932783814296,0.949010157852811
17,5,0.0029993751837047353,0.026561673149062912,0.9755718310018738
17,6,0.0024578270731234813,0.01783595992540308,0.9934077909272769
17,7,0.0014942338344322698,0.006592209072723057,1.0
17,8,6.579142145062774e-18,1.2780044902468947e-31,1.0
18,1,0.012749321358528487,0.45090211944484415,0.45090211944484415
18,2,0.009068219973407786,0.22811415425029188,0.6790162736951361
18,3,0.008268696656843632,0.18966284473077516,0.8686791184259113
18,4,0.005571412857249192,0.0861070726133946,0.9547861910393058
18,5,0.0036465126073328205,0.0368861713524979,0.9916723623918038
18,6,0.001611133127348136,0.007200638290679513,0.9988730006824833
18,7,0.0006373936847992754,0.0011269993175167304,1.0
18,8,2.4721055719078386e-17,1.6952828458497573e-30,1.0
19,1,0.010711306389878219,0.4578516949256465,0.4578516949256465
19,2,0.008604632682441117,0.2954640274310533,0.7533157223566997
19,3,0.0056282808398288985,0.1264129194528008,0.8797286418095005
19,4,0.004761573161676649,0.09047755690813646,0.9702061987176369
19,5,0.0021748609840882525,0.018875694792840375,0.9890818935104773
19,6,0.0015516517914071829,0.009607900042608966,0.9986897935530862
19,7,0.0005729937635000195,0.0013102064469135038,0.9999999999999997
19,8,1.697570585435751e-17,1.1499941329382141e-30,0.9999999999999997
20,1,0.010658690533961727,0.3752824290678063,0.3752824290678063
20,2,0.008914167104983287,0.2624895795072879,0.6377720085750942
20,3,0.00832717830659836,0.22905841604131189,0.866830424616406
20,4,0.005916177641023855,0.1156199924043294,0.9824504170207354
20,5,0.0020341533596063,0.013668407232032371,0.9961188242527678
20,6,0.000997171291965103,0.003284657254444332,0.9994034815072121
20,7,0.00042494888441895146,0.0005965184927878077,1.0
20,8,2.278895758317459e-17,1.715534455573623e-30,1.0
21,1,0.01279917324088457,0.499767909383706,0.499767909383706
21,2,0.00925101174593267,0.26108564619103003,0.760853555574736
21,3,0.007415176565657652,0.16774420459443076,0.9285977601691667
21,4,0.003846008279937286,0.045125804868952936,0.9737235650381196
21,5,0.0023394623088261843,0.01669693039227845,0.9904204954303981
21,6,0.001438165455172575,0.006309896517628819,0.9967303919480269
21,7,0.0010352508158804504,0.0032696080519730485,1.0
21,8,1.965218349980847e-17,1.1782193547089526e-30,1.0
22,1,0.0109777673968488,0.3912639190873762,0.3912639190873762
22,2,0.00899229808857162,0.26253254088752076,0.6537964599748969
22,3,0.006898582484429142,0.15451173691032088,0.8083081968852177
22,4,0.005867856706949098,0.11178943249623155,0.9200976293814492
22,5,0.0038171767562630893,0.04730709641946163,0.9674047258009109
22,6,0.003123887452250418,0.031683453171506316,0.9990881789724172
22,7,0.0005299488154503557,0.0009118210275827052,0.9999999999999999
22,8,3.02099597491236e-17,2.9630709115867926e-30,0.9999999999999999
23,1,0.009278994460422331,0.3379665783336089,0.3379665783336089
23,2,0.008245543564149187,0.26687660550288383,0.6048431838364927
23,3,0.006489707693043846,0.1653187815564505,0.7701619653929432
23,4,0.005106886717609847,0.10237275066944976,0.872534716062393
