name,two_step_l2_residual,js_empirical_vs_markov,top_singular_value,rank90,rank95,entropy_rate_bits,mi_lag2_bits,mi_shuffle_lag2_bits,mi_excess_over_shuffle_bits,rank4_relative_error,rank4_improvement
real,0.06678632496563655,0.000747782668085696,0.041368120292948014,4,5,2.6755484425031035,0.040381953513361275,0.00022056110627263032,0.040161392407088645,0.2590711457738858,0.7409288542261142
