candidate,method,bin_left,bin_right,score,scenario,kind,gap_score,neighbor_score,density_score
140419,local_gap,137500,143750,0.648670924651413,mixed_keep_25_noise_100,mixed,0.4755271148567887,0.15527351779612286,0.96704
153107,local_gap,150000,156250,0.6486417708587712,mixed_keep_25_noise_100,mixed,0.35170820595039687,0.3950195806789184,0.99712
39509,local_gap,37501,43751,0.6485305261599632,mixed_keep_25_noise_100,mixed,0.44306925888582743,0.6781779256694844,0.82128
184753,local_gap,181250,187500,0.6485303056495114,mixed_keep_25_noise_100,mixed,0.26143785488019194,0.8078046718636707,0.93952
25367,local_gap,25001,31251,0.6485239271268891,mixed_keep_25_noise_100,mixed,0.8254579897237213,0.44658422288352284,0.55856
16363,local_gap,12501,18751,0.648487113550768,mixed_keep_25_noise_100,mixed,0.45593605666784487,0.46118317292854205,0.88208
192613,local_gap,187500,193750,0.6483489582926628,mixed_keep_25_noise_100,mixed,0.7486533838151733,0.2801549208545009,0.6819200000000001
127709,local_gap,125000,131250,0.6483410610702994,mixed_keep_25_noise_100,mixed,0.512074341357081,0.15642296310862203,0.93344
171233,local_gap,168750,175000,0.6483257360894854,mixed_keep_25_noise_100,mixed,0.32057601549138215,0.7754550092583703,0.89728
59021,local_gap,56251,62501,0.6482632572504623,mixed_keep_25_noise_100,mixed,0.22675021303098603,0.8874849693869987,0.9432
53353,local_gap,50001,56251,0.6482523410414424,mixed_keep_25_noise_100,mixed,0.19012387083356058,0.9236495684231254,0.96368
14851,local_gap,12501,18751,0.6482134071004686,mixed_keep_25_noise_100,mixed,0.42308921014991135,0.5651822129112156,0.876
65353,local_gap,62501,68751,0.648177444890957,mixed_keep_25_noise_100,mixed,0.19959149844539942,0.9199699468852206,0.9563200000000001
21397,local_gap,18751,25001,0.6481201893512119,mixed_keep_25_noise_100,mixed,0.45759826807290094,0.33045917154945503,0.92336
34403,local_gap,31251,37501,0.6480495474032459,mixed_keep_25_noise_100,mixed,0.156102868442414,0.9170083314731737,0.99568
185051,local_gap,181250,187500,0.6480404852073924,mixed_keep_25_noise_100,mixed,0.3267934057868052,0.7732985984908624,0.89184
3061,local_gap,2,6251,0.6480145239049018,mixed_keep_25_noise_100,mixed,0.1560204659400548,0.9354891431108168,0.9895183229316691
6101,local_gap,2,6251,0.6480059865338602,mixed_keep_25_noise_100,mixed,0.7745680672812914,0.6825033166917268,0.5240038406144983
56101,local_gap,50001,56251,0.64798843852234,mixed_keep_25_noise_100,mixed,0.8358969051843463,0.5188623557922841,0.524
2557,local_gap,2,6251,0.6479475742708369,mixed_keep_25_noise_100,mixed,0.39695191556186626,0.5345094012399689,0.9088654184669547
60161,local_gap,56251,62501,0.6479344605282878,mixed_keep_25_noise_100,mixed,0.4424003506174788,0.5166222593145618,0.8744000000000001
27647,local_gap,25001,31251,0.6479110294383503,mixed_keep_25_noise_100,mixed,0.28445192805355035,0.7907958017568434,0.92336
57059,local_gap,56251,62501,0.6478938398408886,mixed_keep_25_noise_100,mixed,0.6412352852815265,0.7214962847125718,0.6292800000000001
146389,local_gap,143750,150000,0.6478726171860113,mixed_keep_25_noise_100,mixed,0.27694648930084276,0.8139085164495656,0.92224
107449,local_gap,106250,112500,0.6478634967578749,mixed_keep_25_noise_100,mixed,0.6543206909899795,0.49870560583756307,0.69184
189877,local_gap,187500,193750,0.6478428241181852,mixed_keep_25_noise_100,mixed,0.4189511475051413,0.5607846655430266,0.88032
136559,local_gap,131250,137500,0.6478209183728255,mixed_keep_25_noise_100,mixed,0.62744213837956,0.6939421689052478,0.65056
166403,local_gap,162500,168750,0.6477324674212939,mixed_keep_25_noise_100,mixed,0.4225911456671197,0.5647334769528533,0.87552
72883,local_gap,68751,75001,0.6477103022559197,mixed_keep_25_noise_100,mixed,0.4079357486041232,0.7136035918049723,0.83888
190921,local_gap,187500,193750,0.6476693012209164,mixed_keep_25_noise_100,mixed,0.36667143937333896,0.48207019979511045,0.95264
72859,local_gap,68751,75001,0.6476549514942023,mixed_keep_25_noise_100,mixed,0.4495886352611123,0.5906372882638842,0.84272
134609,local_gap,131250,137500,0.6476420672300601,mixed_keep_25_noise_100,mixed,0.2194383056428945,0.8447638349718207,0.96256
34261,local_gap,31251,37501,0.6476325117852652,mixed_keep_25_noise_100,mixed,0.18538795162486543,0.8783885199842688,0.9816
36083,local_gap,31251,37501,0.6475850495220519,mixed_keep_25_noise_100,mixed,0.5249890486620766,0.7366178965722998,0.72688
166409,local_gap,162500,168750,0.6475762530696553,mixed_keep_25_noise_100,mixed,0.3591492066476374,0.7357529427888541,0.87456
157253,local_gap,156250,162500,0.647548336110249,mixed_keep_25_noise_100,mixed,0.7279571568443068,0.3943402883069925,0.66048
140551,local_gap,137500,143750,0.6475380105546423,mixed_keep_25_noise_100,mixed,0.1816754251830824,0.867972918167118,0.98816
39827,local_gap,37501,43751,0.6475272960022993,mixed_keep_25_noise_100,mixed,0.3626426408772939,0.7333223855155596,0.87216
27611,local_gap,25001,31251,0.6475252102832201,mixed_keep_25_noise_100,mixed,0.26455684496315,0.8585494047205381,0.9176
145589,local_gap,143750,150000,0.6474586043223929,mixed_keep_25_noise_100,mixed,0.4656310052865906,0.6919842520680669,0.7942400000000001
120551,local_gap,118750,125000,0.6474499717160201,mixed_keep_25_noise_100,mixed,0.4914006985017719,0.6414388594370335,0.78816
8231,local_gap,6251,12501,0.6474085072668186,mixed_keep_25_noise_100,mixed,0.4483100071841859,0.6701709510789953,0.8168
52889,local_gap,50001,56251,0.647394422100071,mixed_keep_25_noise_100,mixed,0.18971876525459888,0.923807145255578,0.96208
46477,local_gap,43751,50001,0.647375238252807,mixed_keep_25_noise_100,mixed,0.40482522590377146,0.4278249231374778,0.93616
3449,local_gap,2,6251,0.6473705676066464,mixed_keep_25_noise_100,mixed,0.24372196121781356,0.820695311860081,0.9483917426788286
16267,local_gap,12501,18751,0.6473686672568525,mixed_keep_25_noise_100,mixed,0.32231354378056837,0.7639617240594334,0.89744
35291,local_gap,31251,37501,0.6473589950059243,mixed_keep_25_noise_100,mixed,0.3386344653459995,0.8519147767701678,0.8536
91291,local_gap,87501,93751,0.6472856224305958,mixed_keep_25_noise_100,mixed,0.31546865123402684,0.793185434885965,0.8936
9721,local_gap,6251,12501,0.6472535756874905,mixed_keep_25_noise_100,mixed,0.2330400122998153,0.8591905717074881,0.9448
136043,local_gap,131250,137500,0.6472503337923474,mixed_keep_25_noise_100,mixed,0.5792923231649879,0.5708598430019648,0.73312
4691,local_gap,2,6251,0.6471846008603444,mixed_keep_25_noise_100,mixed,0.49029868835813123,0.7581764586404677,0.7496399423907825
178897,local_gap,175000,181250,0.6471611532225644,mixed_keep_25_noise_100,mixed,0.4209035095510276,0.5625608337504415,0.87648
69491,local_gap,68751,75001,0.64714830818636,mixed_keep_25_noise_100,mixed,0.7661026195276993,0.41618267771203044,0.6184000000000001
195407,local_gap,193750,200000,0.6471078362615282,mixed_keep_25_noise_100,mixed,0.6111680031117257,0.38890082002482185,0.76512
189271,local_gap,187500,193750,0.6471022676629272,mixed_keep_25_noise_100,mixed,0.47995483461252275,0.6840510714317622,0.7833600000000001
116141,local_gap,112500,118750,0.6470584115471494,mixed_keep_25_noise_100,mixed,0.2906417262965354,0.7863466392453738,0.91744
151651,local_gap,150000,156250,0.6470168028624944,mixed_keep_25_noise_100,mixed,0.5746353080151845,0.4886063518609539,0.76416
96487,local_gap,93751,100001,0.646984435616858,mixed_keep_25_noise_100,mixed,0.4098083025344592,0.40712829326120514,0.93776
121633,local_gap,118750,125000,0.6469455713574845,mixed_keep_25_noise_100,mixed,0.4770476105680266,0.15702015362922617,0.96128
59023,local_gap,56251,62501,0.6469319331602533,mixed_keep_25_noise_100,mixed,0.2160402135867922,0.9062118595734714,0.94352
142573,local_gap,137500,143750,0.646917104131145,mixed_keep_25_noise_100,mixed,0.5502126320816865,0.7805725080583933,0.68832
66697,local_gap,62501,68751,0.646904170104172,mixed_keep_25_noise_100,mixed,0.416371596762231,0.7164487835717299,0.82864
52081,local_gap,50001,56251,0.6468949934439896,mixed_keep_25_noise_100,mixed,0.40865752804214817,0.7244726837512085,0.8328
72277,local_gap,68751,75001,0.6468876147464905,mixed_keep_25_noise_100,mixed,0.22611082351150158,0.9021054325813337,0.93584
128437,local_gap,125000,131250,0.6468461725427865,mixed_keep_25_noise_100,mixed,0.22202016058082996,0.8700053821312036,0.95008
139999,local_gap,137500,143750,0.646809666899477,mixed_keep_25_noise_100,mixed,0.3117975372691029,0.7810836239855108,0.89984
150767,local_gap,150000,156250,0.6467535731079512,mixed_keep_25_noise_100,mixed,0.678396177237832,0.6344735629975288,0.6227199999999999
105361,local_gap,100001,106250,0.6467383382737394,mixed_keep_25_noise_100,mixed,0.6521636168646597,0.6456960881225959,0.6422627620419268
64483,local_gap,62501,68751,0.6467334816381723,mixed_keep_25_noise_100,mixed,0.4109970291047316,0.7642080067529471,0.8171200000000001
158777,local_gap,156250,162500,0.6467038044084109,mixed_keep_25_noise_100,mixed,0.3078185782562224,0.7775603373660378,0.90432
112129,local_gap,106250,112500,0.6466050127339784,mixed_keep_25_noise_100,mixed,0.8006968770007912,0.49743469438809584,0.5593600000000001
34183,local_gap,31251,37501,0.6465478926367745,mixed_keep_25_noise_100,mixed,0.18874611938294544,0.8996372606462167,0.96912
29411,local_gap,25001,31251,0.6464973823812691,mixed_keep_25_noise_100,mixed,0.4894288136906264,0.621636548813085,0.7944
51991,local_gap,50001,56251,0.6464699220904053,mixed_keep_25_noise_100,mixed,0.4237730544516032,0.724529249288631,0.8184
166601,local_gap,162500,168750,0.6464580979392381,mixed_keep_25_noise_100,mixed,0.5606927029089093,0.28300455256333923,0.84384
89681,local_gap,87501,93751,0.6464522370071182,mixed_keep_25_noise_100,mixed,0.4422579936003403,0.5839226967554012,0.8488
176549,local_gap,175000,181250,0.6464383807303166,mixed_keep_25_noise_100,mixed,0.538665691589015,0.6296349631895942,0.7478400000000001
83431,local_gap,81251,87501,0.6464047899396709,mixed_keep_25_noise_100,mixed,0.39512221653852664,0.7093001448655731,0.8488
66749,local_gap,62501,68751,0.6463975031306959,mixed_keep_25_noise_100,mixed,0.47056672902126956,0.593509930836409,0.8203199999999999
120383,local_gap,118750,125000,0.6463506563558761,mixed_keep_25_noise_100,mixed,0.518883867272294,0.6414826975624864,0.76128
132647,local_gap,131250,137500,0.6463428020993472,mixed_keep_25_noise_100,mixed,0.5413358264214505,0.6948337795088468,0.7235199999999999
122743,local_gap,118750,125000,0.6463387593648738,mixed_keep_25_noise_100,mixed,0.4318255135430503,0.5740353931799632,0.86112
27941,local_gap,25001,31251,0.6463367505224692,mixed_keep_25_noise_100,mixed,0.3578382642259004,0.44348465003404247,0.9704
8377,local_gap,6251,12501,0.6463029086293679,mixed_keep_25_noise_100,mixed,0.4502561291902125,0.5875406003051468,0.84016
160319,local_gap,156250,162500,0.6462931701089283,mixed_keep_25_noise_100,mixed,0.44845342188099024,0.56585722025342,0.8489599999999999
146777,local_gap,143750,150000,0.6462770295882929,mixed_keep_25_noise_100,mixed,0.16896794724803987,0.90497353495792,0.98432
189713,local_gap,187500,193750,0.6462553135818965,mixed_keep_25_noise_100,mixed,0.38032114842306813,0.7319330072701826,0.85408
115099,local_gap,112500,118750,0.6462532715823467,mixed_keep_25_noise_100,mixed,0.2903413777665154,0.7866015033658578,0.91584
33289,local_gap,31251,37501,0.6462235639690118,mixed_keep_25_noise_100,mixed,0.429671044868039,0.6841246504408496,0.82608
153073,local_gap,150000,156250,0.6461925657304898,mixed_keep_25_noise_100,mixed,0.3517080777009944,0.39502523659092914,0.99168
176777,local_gap,175000,181250,0.6460208468200221,mixed_keep_25_noise_100,mixed,0.4965919894874225,0.6295956674035826,0.78432
78401,local_gap,75001,81251,0.6459990876176389,mixed_keep_25_noise_100,mixed,0.2018318764337394,0.9004498050773032,0.956
165041,local_gap,162500,168750,0.6459415693670472,mixed_keep_25_noise_100,mixed,0.3037940223385572,0.7764808918863878,0.90656
26893,local_gap,25001,31251,0.6459173823084657,mixed_keep_25_noise_100,mixed,0.4317754193500454,0.7465528552286367,0.80272
106859,local_gap,106250,112500,0.6458992407644196,mixed_keep_25_noise_100,mixed,0.7909837975247341,0.4043890431926377,0.59744
6121,local_gap,2,6251,0.6458816368423381,mixed_keep_25_noise_100,mixed,0.8036218423708938,0.6004777517401905,0.5208033285325653
169327,local_gap,168750,175000,0.6458651133723431,mixed_keep_25_noise_100,mixed,0.8011258238914896,0.3924713617499015,0.59232
70549,local_gap,68751,75001,0.645854519519916,mixed_keep_25_noise_100,mixed,0.41601693007162044,0.833283833753788,0.7876799999999999
9203,local_gap,6251,12501,0.6458469241083038,mixed_keep_25_noise_100,mixed,0.1979424046028868,0.8608369408458993,0.97232
17491,local_gap,12501,18751,0.6457683993250737,mixed_keep_25_noise_100,mixed,0.539587927710699,0.7614174528147071,0.7016
175631,local_gap,175000,181250,0.6457651685607996,mixed_keep_25_noise_100,mixed,0.7271699872324753,0.5631123181800325,0.6009599999999999
54311,local_gap,50001,56251,0.6457288171534006,mixed_keep_25_noise_100,mixed,0.4523619464632551,0.6673507993805136,0.8104
23539,local_gap,18751,25001,0.645725867283759,mixed_keep_25_noise_100,mixed,0.7210803011741335,0.18018820669725533,0.73392
52957,local_gap,50001,56251,0.645684290662328,mixed_keep_25_noise_100,mixed,0.36063672805447555,0.42397876053579175,0.97296
64567,local_gap,62501,68751,0.6456078804935125,mixed_keep_25_noise_100,mixed,0.456661051671443,0.5946065246740992,0.83056
67153,local_gap,62501,68751,0.6455411316227052,mixed_keep_25_noise_100,mixed,0.49512961623778673,0.7162296171339623,0.75568
3271,local_gap,2,6251,0.6455163203786403,mixed_keep_25_noise_100,mixed,0.1803677443526657,0.891844499082463,0.9768763002080333
82207,local_gap,81251,87501,0.6453793280783043,mixed_keep_25_noise_100,mixed,0.6337415666194831,0.6536661493534719,0.65296
77167,local_gap,75001,81251,0.6453179050381049,mixed_keep_25_noise_100,mixed,0.3939942502324546,0.7117803137294507,0.84656
134707,local_gap,131250,137500,0.6452705855199499,mixed_keep_25_noise_100,mixed,0.36342344475759275,0.4920350703977221,0.9468799999999999
109229,local_gap,106250,112500,0.6452680899153506,mixed_keep_25_noise_100,mixed,0.1730114982360719,0.9105023612296554,0.97664
3541,local_gap,2,6251,0.6451969769730362,mixed_keep_25_noise_100,mixed,0.25522838578229223,0.8196998715920456,0.9336693871019364
96821,local_gap,93751,100001,0.64518844618308,mixed_keep_25_noise_100,mixed,0.3452355742754829,0.4070349950473401,0.9912
98837,local_gap,93751,100001,0.6451266851620204,mixed_keep_25_noise_100,mixed,0.59789450452593,0.6477333670841863,0.68624
97849,local_gap,93751,100001,0.6451188151676489,mixed_keep_25_noise_100,mixed,0.5104104880110572,0.4067501013948379,0.84432
110063,local_gap,106250,112500,0.6451036603077678,mixed_keep_25_noise_100,mixed,0.5022967340699959,0.2914721750188842,0.88992
93139,local_gap,87501,93751,0.6450544631122461,mixed_keep_25_noise_100,mixed,0.7869477126017463,0.4080841517091449,0.59792
122527,local_gap,118750,125000,0.6450523336426388,mixed_keep_25_noise_100,mixed,0.4546996660525397,0.40077395900355584,0.89568
7211,local_gap,6251,12501,0.6449924456052856,mixed_keep_25_noise_100,mixed,0.7412277359938552,0.36255031232200363,0.6536
1997,local_gap,2,6251,0.6449267569007109,mixed_keep_25_noise_100,mixed,0.6038851322752324,0.23139540757886534,0.8192510801728277
152461,local_gap,150000,156250,0.6449133179116819,mixed_keep_25_noise_100,mixed,0.3019862012301905,0.8128398804499068,0.89376
135893,local_gap,131250,137500,0.6448864403398092,mixed_keep_25_noise_100,mixed,0.6111764334174898,0.3980797997815686,0.75712
128213,local_gap,125000,131250,0.6448228550382682,mixed_keep_25_noise_100,mixed,0.17662757848987715,0.8700447391020272,0.98592
66161,local_gap,62501,68751,0.6448100480442996,mixed_keep_25_noise_100,mixed,0.39071982516055376,0.5136032797152621,0.9144
90031,local_gap,87501,93751,0.6448061132160617,mixed_keep_25_noise_100,mixed,0.4051038769847934,0.5040438906790463,0.9048
9103,local_gap,6251,12501,0.6447646462278329,mixed_keep_25_noise_100,mixed,0.3552300629238638,0.4821954747903252,0.9563200000000001
35747,local_gap,31251,37501,0.644707981339883,mixed_keep_25_noise_100,mixed,0.5701399114930124,0.43576731505461574,0.78064
104803,local_gap,100001,106250,0.6446957790199299,mixed_keep_25_noise_100,mixed,0.5254446354021121,0.7021274803099667,0.7315570491278605
188021,local_gap,187500,193750,0.6446907854224108,mixed_keep_25_noise_100,mixed,0.7745091810484785,0.482499490947482,0.58336
171583,local_gap,168750,175000,0.6446843829387131,mixed_keep_25_noise_100,mixed,0.21546552992889711,0.8634732688267297,0.95328
170773,local_gap,168750,175000,0.6446530696899917,mixed_keep_25_noise_100,mixed,0.42731350188230294,0.6871432518304691,0.82368
123229,local_gap,118750,125000,0.6446326801278472,mixed_keep_25_noise_100,mixed,0.49002418916480533,0.6407488608728038,0.7833600000000001
59887,local_gap,56251,62501,0.6445983241791721,mixed_keep_25_noise_100,mixed,0.38468598197359566,0.5167680584676473,0.91824
178289,local_gap,175000,181250,0.6445836488229453,mixed_keep_25_noise_100,mixed,0.17235130669953647,0.9163531317982334,0.97376
8821,local_gap,6251,12501,0.6445442485376598,mixed_keep_25_noise_100,mixed,0.2915683419925843,0.7858375031708107,0.9112
179563,local_gap,175000,181250,0.6445253459685796,mixed_keep_25_noise_100,mixed,0.5342393599891477,0.5624497314931874,0.7699199999999999
114967,local_gap,112500,118750,0.6445031258237113,mixed_keep_25_noise_100,mixed,0.45377897951013985,0.4024488332631224,0.89472
92723,local_gap,87501,93751,0.6444257892132079,mixed_keep_25_noise_100,mixed,0.7104515605529771,0.4082056241259555,0.66448
47287,local_gap,43751,50001,0.6443981112848912,mixed_keep_25_noise_100,mixed,0.255406720543781,0.8121745581386179,0.93424
116177,local_gap,112500,118750,0.6443656473830194,mixed_keep_25_noise_100,mixed,0.29039716092472156,0.7863378764748665,0.91168
134857,local_gap,131250,137500,0.6443598096189497,mixed_keep_25_noise_100,mixed,0.26663545766316377,0.8160695586726874,0.92288
107999,local_gap,106250,112500,0.6443581027710811,mixed_keep_25_noise_100,mixed,0.49173415629512024,0.6449108128473624,0.77984
85439,local_gap,81251,87501,0.6443240752709971,mixed_keep_25_noise_100,mixed,0.4875320547807793,0.5056447199590791,0.82992
30119,local_gap,25001,31251,0.6441979037231652,mixed_keep_25_noise_100,mixed,0.6788174272892032,0.4411057313844243,0.68112
15803,local_gap,12501,18751,0.6441939494657077,mixed_keep_25_noise_100,mixed,0.3439509682401738,0.46238196251711616,0.97168
23633,local_gap,18751,25001,0.6441742314426798,mixed_keep_25_noise_100,mixed,0.5656185937520474,0.6295398073428364,0.71888
140813,local_gap,137500,143750,0.6441695043478739,mixed_keep_25_noise_100,mixed,0.19379164112060213,0.8679309173678975,0.96992
154001,local_gap,150000,156250,0.6441074492956355,mixed_keep_25_noise_100,mixed,0.4302913602984107,0.567074829713599,0.8598399999999999
43189,local_gap,37501,43751,0.6440284380664139,mixed_keep_25_noise_100,mixed,0.6932402185981009,0.6751190575784735,0.58992
63913,local_gap,62501,68751,0.6440275175738611,mixed_keep_25_noise_100,mixed,0.6364518410442628,0.4185537313263723,0.72592
140449,local_gap,137500,143750,0.6440274279555972,mixed_keep_25_noise_100,mixed,0.4093371834978548,0.2864328299298333,0.97184
77977,local_gap,75001,81251,0.6440178406863954,mixed_keep_25_noise_100,mixed,0.17415112259995513,0.9005603116755473,0.97616
166189,local_gap,162500,168750,0.643987269499431,mixed_keep_25_noise_100,mixed,0.2825199352787182,0.810576791562492,0.90976
178067,local_gap,175000,181250,0.6439676696016293,mixed_keep_25_noise_100,mixed,0.16401731610986164,0.8835802081552321,0.99072
84263,local_gap,81251,87501,0.6439536950699897,mixed_keep_25_noise_100,mixed,0.17540780684020035,0.8794975552038959,0.98192
3607,local_gap,2,6251,0.6439487406624114,mixed_keep_25_noise_100,mixed,0.24954482222722385,0.8582161107283777,0.9231076972315571
79627,local_gap,75001,81251,0.6438691849937781,mixed_keep_25_noise_100,mixed,0.4883131865507818,0.7107815281435963,0.75984
133979,local_gap,131250,137500,0.6438321638528188,mixed_keep_25_noise_100,mixed,0.24976679439563795,0.8162417908778192,0.93664
83089,local_gap,81251,87501,0.643813151522422,mixed_keep_25_noise_100,mixed,0.4712010683874831,0.6533200013448589,0.79408
65123,local_gap,62501,68751,0.6438034912977944,mixed_keep_25_noise_100,mixed,0.2739680516437779,0.8028829616685634,0.91952
105251,local_gap,100001,106250,0.6437981892582217,mixed_keep_25_noise_100,mixed,0.6249946518498524,0.645729293873093,0.6598655784925589
81041,local_gap,75001,81251,0.6437619689272503,mixed_keep_25_noise_100,mixed,0.8188764507833121,0.5072704454330583,0.5336000000000001
56897,local_gap,56251,62501,0.6437597649788337,mixed_keep_25_noise_100,mixed,0.7724118341650069,0.4218924506506976,0.60336
196583,local_gap,193750,200000,0.6437356580572872,mixed_keep_25_noise_100,mixed,0.22358251128356463,0.8355139892613768,0.95328
3943,local_gap,2,6251,0.6437291872778178,mixed_keep_25_noise_100,mixed,0.3254514910716658,0.8156433542316799,0.8693390942550808
167087,local_gap,162500,168750,0.6436746333096699,mixed_keep_25_noise_100,mixed,0.47148662350575216,0.7356340152377687,0.76608
16319,local_gap,12501,18751,0.6436702946934686,mixed_keep_25_noise_100,mixed,0.3224693470047678,0.7638495717850009,0.88912
85903,local_gap,81251,87501,0.643627657325855,mixed_keep_25_noise_100,mixed,0.49328864967880703,0.708375629436655,0.75568
160357,local_gap,156250,162500,0.6435526855651689,mixed_keep_25_noise_100,mixed,0.4484483930689786,0.5658500570980218,0.84288
58573,local_gap,56251,62501,0.6435039433690541,mixed_keep_25_noise_100,mixed,0.47040693068298,0.42105407007878015,0.87152
78167,local_gap,75001,81251,0.6434666623852419,mixed_keep_25_noise_100,mixed,0.3362121362943602,0.4128925318011819,0.99344
90977,local_gap,87501,93751,0.64344956681294,mixed_keep_25_noise_100,mixed,0.39353130979202666,0.40872225523794836,0.94384
93169,local_gap,87501,93751,0.643377909987251,mixed_keep_25_noise_100,mixed,0.7226694061226533,0.5827042482361351,0.59312
185869,local_gap,181250,187500,0.6433586192723968,mixed_keep_25_noise_100,mixed,0.44944514046893913,0.8076472704468733,0.76096
60913,local_gap,56251,62501,0.6433507342237844,mixed_keep_25_noise_100,mixed,0.6458638490631945,0.30446127779063215,0.75408
146317,local_gap,143750,150000,0.643340855601495,mixed_keep_25_noise_100,mixed,0.40018665599283143,0.48963778160118665,0.91072
743,local_gap,2,6251,0.6432927388271633,mixed_keep_25_noise_100,mixed,0.7420942466673517,0.45396926064481424,0.6185789726356217
89083,local_gap,87501,93751,0.6432563940651592,mixed_keep_25_noise_100,mixed,0.4956692426681075,0.7072272412167535,0.75312
59561,local_gap,56251,62501,0.6432418461942369,mixed_keep_25_noise_100,mixed,0.19210608480076494,0.8647937459921572,0.9704
97081,local_gap,93751,100001,0.6432392086292639,mixed_keep_25_noise_100,mixed,0.20020495927673737,0.8527797375942223,0.9672
185533,local_gap,181250,187500,0.6431194927561641,mixed_keep_25_noise_100,mixed,0.43450069848839923,0.6846490797069238,0.81472
77491,local_gap,75001,81251,0.6431069026933247,mixed_keep_25_noise_100,mixed,0.28552667645503493,0.8307752496002192,0.8984
28387,local_gap,25001,31251,0.6431047503214607,mixed_keep_25_noise_100,mixed,0.3636237232169822,0.44298070201696627,0.95824
32987,local_gap,31251,37501,0.6430781127513151,mixed_keep_25_noise_100,mixed,0.5683680940816105,0.4382557141647735,0.77776
185873,local_gap,181250,187500,0.6430701663096577,mixed_keep_25_noise_100,mixed,0.4494465645263621,0.8076467080347443,0.76032
189757,local_gap,187500,193750,0.643049293844182,mixed_keep_25_noise_100,mixed,0.4285643774571804,0.5608034625656959,0.86112
141067,local_gap,137500,143750,0.6430108520084978,mixed_keep_25_noise_100,mixed,0.22893962466183188,0.8883961029360101,0.92928
4229,local_gap,2,6251,0.6430073935587173,mixed_keep_25_noise_100,mixed,0.41921684011888316,0.6980955887788463,0.8235717714834374
129509,local_gap,125000,131250,0.6429927198988,mixed_keep_25_noise_100,mixed,0.4919079233582864,0.6391925347530867,0.77856
43661,local_gap,37501,43751,0.6429324671015663,mixed_keep_25_noise_100,mixed,0.8309854484921148,0.5270513564365262,0.5144
79481,local_gap,75001,81251,0.6428831099676252,mixed_keep_25_noise_100,mixed,0.4805719638749808,0.6547619742519153,0.7832
91621,local_gap,87501,93751,0.6428829531527472,mixed_keep_25_noise_100,mixed,0.4425920833312346,0.5832387115762286,0.8408
139079,local_gap,137500,143750,0.6427749931146339,mixed_keep_25_noise_100,mixed,0.5213560594905099,0.6369715636495727,0.75264
3659,local_gap,2,6251,0.6427696234067595,mixed_keep_25_noise_100,mixed,0.24459887944812436,0.8885076097506615,0.914786365818531
28277,local_gap,25001,31251,0.642740586678108,mixed_keep_25_noise_100,mixed,0.342868156854401,0.4431041527744586,0.97584
179953,local_gap,175000,181250,0.6427301371121261,mixed_keep_25_noise_100,mixed,0.664262341297614,0.39094657392088406,0.7075199999999999
26813,local_gap,25001,31251,0.6427292957488691,mixed_keep_25_noise_100,mixed,0.4587560258212777,0.6917542776065575,0.78992
190583,local_gap,187500,193750,0.6427173992091963,mixed_keep_25_noise_100,mixed,0.14615439908800476,0.9152070564824553,0.99328
183343,local_gap,181250,187500,0.6427142194328442,mixed_keep_25_noise_100,mixed,0.37746204755578544,0.7735558836107891,0.8348800000000001
2861,local_gap,2,6251,0.6426218087914402,mixed_keep_25_noise_100,mixed,0.19342173117246825,0.8958175447606378,0.9575132021123379
53113,local_gap,50001,56251,0.6425940228988918,mixed_keep_25_noise_100,mixed,0.15013670323453154,0.8898427587197956,0.99792
134219,local_gap,131250,137500,0.6425851989736601,mixed_keep_25_noise_100,mixed,0.36014438330817417,0.3984004784020574,0.97504
120779,local_gap,118750,125000,0.6425211741292405,mixed_keep_25_noise_100,mixed,0.3991312967694039,0.745211280316216,0.82464
9851,local_gap,6251,12501,0.6424551793842759,mixed_keep_25_noise_100,mixed,0.3869137283032947,0.47926044381238053,0.924
60091,local_gap,56251,62501,0.6424262823963488,mixed_keep_25_noise_100,mixed,0.32237534179506516,0.7663818998784506,0.8855999999999999
90149,local_gap,87501,93751,0.6423400554423103,mixed_keep_25_noise_100,mixed,0.24623614767730692,0.8545997770900765,0.9236800000000001
46439,local_gap,43751,50001,0.6423069775377716,mixed_keep_25_noise_100,mixed,0.25466593107180474,0.8127027324716234,0.93008
55817,local_gap,50001,56251,0.6422955179008918,mixed_keep_25_noise_100,mixed,0.7152057026693219,0.6664332882759383,0.56944
135049,local_gap,131250,137500,0.6422916673383385,mixed_keep_25_noise_100,mixed,0.2960374165721549,0.8160320484490493,0.89216
191449,local_gap,187500,193750,0.6422399241517068,mixed_keep_25_noise_100,mixed,0.41871860952669787,0.5605396211310842,0.86816
9733,local_gap,6251,12501,0.6421749678626291,mixed_keep_25_noise_100,mixed,0.3648133683076427,0.479706137840057,0.94288
127037,local_gap,125000,131250,0.642117217017304,mixed_keep_25_noise_100,mixed,0.4150699586265644,0.6961626956763383,0.82592
77929,local_gap,75001,81251,0.6420915223957848,mixed_keep_25_noise_100,mixed,0.19387081868623524,0.858180823162975,0.96848
2969,local_gap,2,6251,0.6419908736521096,mixed_keep_25_noise_100,mixed,0.18403024608504281,0.8648007126485184,0.9747959673547768
4591,local_gap,2,6251,0.6419646846568285,mixed_keep_25_noise_100,mixed,0.5137685048079828,0.6127880757202878,0.7656425028004481
153499,local_gap,150000,156250,0.6419636110135404,mixed_keep_25_noise_100,mixed,0.22248894692459145,0.8659853681198729,0.94016
