transition,anchor_residue,next_residue,z_center,empirical_pdf,exp_pdf,delta
7->7,7,7,4.071428571428571,0.0,0.017100618639991582,-0.017100618639991582
7->7,7,7,4.157142857142857,0.1052948255114314,0.01569591292031223,0.08959891259111918
7->7,7,7,4.242857142857143,0.084235860409146,0.014406594731367297,0.06982926567777871
7->7,7,7,4.328571428571429,0.08423586040914513,0.013223185730424613,0.07101267467872052
7->7,7,7,4.414285714285715,0.0210589651022865,0.012136986159581541,0.00892197894270496
7->7,7,7,4.5,0.1052948255114325,0.011140010890034115,0.09415481462139838
7->7,7,7,4.585714285714285,0.021058965102286283,0.010224930719897714,0.010834034382388568
7->7,7,7,4.671428571428572,0.0210589651022865,0.009385018494033781,0.01167394660825272
7->7,7,7,4.757142857142857,0.0210589651022865,0.008614099649785918,0.012444865452500583
7->7,7,7,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
7->7,7,7,4.928571428571429,0.0210589651022865,0.007257038195089519,0.013801926907196983
7->7,7,7,5.014285714285714,0.0210589651022865,0.0066609192314905025,0.014398045870796
7->7,7,7,5.1,0.0,0.006113767602664896,-0.006113767602664896
7->7,7,7,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
7->7,7,7,5.271428571428571,0.0,0.005150607354483377,-0.005150607354483377
7->7,7,7,5.357142857142858,0.0,0.004727518122275987,-0.004727518122275987
7->7,7,7,5.442857142857143,0.0,0.0043391829464526546,-0.0043391829464526546
7->7,7,7,5.5285714285714285,0.0,0.00398274700504392,-0.00398274700504392
7->7,7,7,5.614285714285714,0.0,0.0036555899813244695,-0.0036555899813244695
7->7,7,7,5.7,0.0,0.0033553068007171737,-0.0033553068007171737
7->7,7,7,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
7->7,7,7,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
7->7,7,7,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
7->11,7,11,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
7->11,7,11,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
7->11,7,11,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
7->11,7,11,0.3,9.763454861111107,0.7428864540123261,9.02056840709878
7->11,7,11,0.38571428571428573,0.855034722222222,0.6818631148576237,0.17317160736459825
7->11,7,11,0.4714285714285714,0.10850694444444456,0.6258524501183417,-0.5173455056738971
7->11,7,11,0.5571428571428572,0.02821180555555555,0.574442700865141,-0.5462308953095855
7->11,7,11,0.6428571428571428,0.008680555555555552,0.5272559315136365,-0.5185753759580809
7->11,7,11,0.7285714285714286,0.004340277777777776,0.48394525145437756,-0.47960497367659977
7->11,7,11,0.8142857142857143,0.002170138888888888,0.4441922649080403,-0.4420221260191514
7->11,7,11,0.9,0.002170138888888891,0.40770473025859444,-0.40553459136970554
7->11,7,11,0.9857142857142857,0.002170138888888891,0.3742144116571816,-0.3720442727682927
7->11,7,11,1.0714285714285714,0.0021701388888888855,0.34347510710290213,-0.34130496821401324
7->11,7,11,1.157142857142857,0.0,0.3152608385040695,-0.3152608385040695
7->11,7,11,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
7->11,7,11,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
7->11,7,11,1.4142857142857141,0.0,0.24377788364449285,-0.24377788364449285
7->11,7,11,1.5,0.0,0.22375310005649293,-0.22375310005649293
7->11,7,11,1.5857142857142859,0.0,0.2053732235115413,-0.2053732235115413
7->11,7,11,1.6714285714285715,0.0,0.18850313548671466,-0.18850313548671466
7->11,7,11,1.7571428571428571,0.0,0.17301881657579302,-0.17301881657579302
7->11,7,11,1.842857142857143,0.0,0.1588064347682837,-0.1588064347682837
7->11,7,11,1.9285714285714286,0.0,0.14576150862045373,-0.14576150862045373
7->11,7,11,2.0142857142857142,0.002170138888888897,0.1337881391664733,-0.1316180002775844
7->11,7,11,2.0999999999999996,0.0,0.12279830492311432,-0.12279830492311432
7->11,7,11,2.185714285714286,0.0,0.11271121480527316,-0.11271121480527316
7->11,7,11,2.2714285714285714,0.0,0.10345271419531782,-0.10345271419531782
7->11,7,11,2.357142857142857,0.23220486111111194,0.09495473980001322,0.1372501213110987
7->11,7,11,2.442857142857143,0.27560763888888845,0.08715481928744107,0.18845281960144739
7->11,7,11,2.5285714285714285,0.12152777777777757,0.07999561202552476,0.04153216575225281
7->11,7,11,2.6142857142857143,0.07595486111111138,0.07342448754592751,0.0025303735651838744
7->11,7,11,2.7,0.045572916666666595,0.06739313863442749,-0.021820221967760893
7->11,7,11,2.7857142857142856,0.02821180555555551,0.061857226203427235,-0.033645420647871724
7->11,7,11,2.8714285714285714,0.023871527777777863,0.05677605333590008,-0.03290452555812222
7->11,7,11,2.9571428571428573,0.008680555555555542,0.052112266104527814,-0.04343171054897227
7->11,7,11,3.0428571428571427,0.008680555555555542,0.04783157896661976,-0.03915102341106422
7->11,7,11,3.1285714285714286,0.00651041666666669,0.043902522716071216,-0.037392106049404523
7->11,7,11,3.2142857142857144,0.0021701388888888855,0.040296213139445945,-0.03812607425055706
7->11,7,11,3.3,0.0,0.0369861386754717,-0.0369861386754717
7->11,7,11,3.385714285714286,0.0,0.03394796551694117,-0.03394796551694117
7->11,7,11,3.4714285714285715,0.004340277777777794,0.03115935872223703,-0.026819080944459235
7->11,7,11,3.557142857142857,0.0,0.0285998180213932,-0.0285998180213932
7->11,7,11,3.6428571428571432,0.0,0.026250527109631196,-0.026250527109631196
7->11,7,11,3.7285714285714286,0.002170138888888897,0.024094215320462204,-0.021924076431573306
7->11,7,11,3.814285714285714,0.0,0.02211503066145294,-0.02211503066145294
7->11,7,11,3.9000000000000004,0.0,0.02029842327928616,-0.02029842327928616
7->11,7,11,3.9857142857142858,0.0,0.01863103849741608,-0.01863103849741608
7->11,7,11,4.071428571428571,0.0,0.017100618639991582,-0.017100618639991582
7->11,7,11,4.157142857142857,0.0,0.01569591292031223,-0.01569591292031223
7->11,7,11,4.242857142857143,0.0,0.014406594731367297,-0.014406594731367297
7->11,7,11,4.328571428571429,0.0,0.013223185730424613,-0.013223185730424613
7->11,7,11,4.414285714285715,0.015190972222222276,0.012136986159581541,0.0030539860626407345
7->11,7,11,4.5,0.015190972222222276,0.011140010890034115,0.004050961332188161
7->11,7,11,4.585714285714285,0.0043402777777777485,0.010224930719897714,-0.005884652942119966
7->11,7,11,4.671428571428572,0.008680555555555587,0.009385018494033781,-0.0007044629384781939
7->11,7,11,4.757142857142857,0.004340277777777794,0.008614099649785918,-0.004273821872008124
7->11,7,11,4.842857142857143,0.0,0.007906506825065263,-0.007906506825065263
7->11,7,11,4.928571428571429,0.0,0.007257038195089519,-0.007257038195089519
7->11,7,11,5.014285714285714,0.002170138888888897,0.0066609192314905025,-0.004490780342601606
7->11,7,11,5.1,0.0,0.006113767602664896,-0.006113767602664896
7->11,7,11,5.185714285714286,0.0,0.005611560957335133,-0.005611560957335133
7->11,7,11,5.271428571428571,0.0,0.005150607354483377,-0.005150607354483377
7->11,7,11,5.357142857142858,0.0,0.004727518122275987,-0.004727518122275987
7->11,7,11,5.442857142857143,0.0,0.0043391829464526546,-0.0043391829464526546
7->11,7,11,5.5285714285714285,0.002170138888888897,0.00398274700504392,-0.0018126081161550234
7->11,7,11,5.614285714285714,0.0,0.0036555899813244695,-0.0036555899813244695
7->11,7,11,5.7,0.0,0.0033553068007171737,-0.0033553068007171737
7->11,7,11,5.785714285714286,0.0,0.0030796899500364562,-0.0030796899500364562
7->11,7,11,5.871428571428572,0.0,0.0028267132490919456,-0.0028267132490919456
7->11,7,11,5.957142857142857,0.0,0.0025945169553504453,-0.0025945169553504453
7->13,7,13,0.04285714285714286,0.0,0.9607229454284076,-0.9607229454284076
7->13,7,13,0.12857142857142856,0.0,0.8818057410347337,-0.8818057410347337
7->13,7,13,0.21428571428571427,0.0,0.8093710768769816,-0.8093710768769816
7->13,7,13,0.3,0.0,0.7428864540123261,-0.7428864540123261
7->13,7,13,0.38571428571428573,3.965886688951742,0.6818631148576237,3.2840235740941184
7->13,7,13,0.4714285714285714,5.957829776292111,0.6258524501183417,5.331977326173769
7->13,7,13,0.5571428571428572,0.7529784863289616,0.574442700865141,0.17853578546382054
7->13,7,13,0.6428571428571428,0.1349961429673437,0.5272559315136365,-0.3922597885462928
7->13,7,13,0.7285714285714286,0.0479986286106111,0.48394525145437756,-0.43594662284376645
7->13,7,13,0.8142857142857143,0.01799948572897916,0.4441922649080403,-0.4261927791790612
7->13,7,13,0.9,0.005999828576326395,0.40770473025859444,-0.401704901682268
7->13,7,13,0.9857142857142857,0.0029999142881631975,0.3742144116571816,-0.3712144973690184
7->13,7,13,1.0714285714285714,0.0,0.34347510710290213,-0.34347510710290213
7->13,7,13,1.157142857142857,0.0029999142881631975,0.3152608385040695,-0.3122609242159063
7->13,7,13,1.2428571428571429,0.0,0.28936419041427874,-0.28936419041427874
7->13,7,13,1.3285714285714287,0.0,0.2655947852306119,-0.2655947852306119
7->13,7,13,1.4142857142857141,0.0,0.24377788364449285,-0.24377788364449285
7->13,7,13,1.5,0.0,0.22375310005649293,-0.22375310005649293
7->13,7,13,1.5857142857142859,0.0,0.2053732235115413,-0.2053732235115413
7->13,7,13,1.6714285714285715,0.0,0.18850313548671466,-0.18850313548671466
7->13,7,13,1.7571428571428571,0.0,0.17301881657579302,-0.17301881657579302
7->13,7,13,1.842857142857143,0.0,0.1588064347682837,-0.1588064347682837
7->13,7,13,1.9285714285714286,0.0,0.14576150862045373,-0.14576150862045373
7->13,7,13,2.0142857142857142,0.0,0.1337881391664733,-0.1337881391664733
7->13,7,13,2.0999999999999996,0.0,0.12279830492311432,-0.12279830492311432
7->13,7,13,2.185714285714286,0.0,0.11271121480527316,-0.11271121480527316
7->13,7,13,2.2714285714285714,0.0,0.10345271419531782,-0.10345271419531782
7->13,7,13,2.357142857142857,0.0,0.09495473980001322,-0.09495473980001322
7->13,7,13,2.442857142857143,0.014999571440815948,0.08715481928744107,-0.07215524784662512
7->13,7,13,2.5285714285714285,0.30299134310448217,0.07999561202552476,0.22299573107895743
7->13,7,13,2.6142857142857143,0.20699408588326115,0.07342448754592751,0.13356959833733364
7->13,7,13,2.7,0.05099854289877422,0.06739313863442749,-0.016394595735653265
7->13,7,13,2.7857142857142856,0.05099854289877422,0.061857226203427235,-0.010858683304653012
7->13,7,13,2.8714285714285714,0.03899888574612167,0.05677605333590008,-0.01777716758977841
7->13,7,13,2.9571428571428573,0.032999057169795086,0.052112266104527814,-0.01911320893473273
7->13,7,13,3.0428571428571427,0.0059998285763263794,0.04783157896661976,-0.04183175039029338
7->13,7,13,3.1285714285714286,0.011999657152652821,0.043902522716071216,-0.0319028655634184
7->13,7,13,3.2142857142857144,0.0029999142881631897,0.040296213139445945,-0.03729629885128276
7->13,7,13,3.3,0.0029999142881631897,0.0369861386754717,-0.033986224387308514
7->13,7,13,3.385714285714286,0.0059998285763263794,0.03394796551694117,-0.027948136940614786
7->13,7,13,3.4714285714285715,0.0,0.03115935872223703,-0.03115935872223703
7->13,7,13,3.557142857142857,0.0,0.0285998180213932,-0.0285998180213932
