window_index,midpoint,anchor_mod30,z_center,empirical_pdf,exp_pdf,delta
8,6195.053268536115,23,0.5666666666666667,0.0,0.5689289852005146,-0.5689289852005146
8,6195.053268536115,23,0.6333333333333333,0.0,0.5322370396420313,-0.5322370396420313
8,6195.053268536115,23,0.7,5.400000000000001,0.4979114682776703,4.902088531722331
8,6195.053268536115,23,0.7666666666666666,0.0,0.4657996565011093,-0.4657996565011093
8,6195.053268536115,23,0.8333333333333334,0.0,0.4357588322821159,-0.4357588322821159
8,6195.053268536115,23,0.9,3.6000000000000005,0.4076554313891406,3.19234456861086
8,6195.053268536115,23,0.9666666666666667,0.30000000000000004,0.38136450355061846,-0.08136450355061842
8,6195.053268536115,23,1.0333333333333332,0.0,0.35676915691471883,-0.35676915691471883
8,6195.053268536115,23,1.1,0.0,0.3337600383375607,-0.3337600383375607
8,6195.053268536115,23,1.1666666666666665,0.0,0.3122348471892086,-0.3122348471892086
8,6195.053268536115,23,1.2333333333333334,0.0,0.29209788051578434,-0.29209788051578434
8,6195.053268536115,23,1.2999999999999998,0.0,0.2732596075354472,-0.2732596075354472
8,6195.053268536115,23,1.3666666666666667,0.0,0.2556362715764093,-0.2556362715764093
8,6195.053268536115,23,1.4333333333333331,0.0,0.23914951768717055,-0.23914951768717055
8,6195.053268536115,23,1.5,0.0,0.2237260442632904,-0.2237260442632904
8,6195.053268536115,23,1.5666666666666667,1.4999999999999956,0.2092972771418011,1.2907027228581944
8,6195.053268536115,23,1.6333333333333333,1.2000000000000002,0.19579906471425323,1.004200935285747
8,6195.053268536115,23,1.7000000000000002,0.0,0.18317139270284163,-0.18317139270284163
8,6195.053268536115,23,1.7666666666666666,0.0,0.17135811733147788,-0.17135811733147788
8,6195.053268536115,23,1.8333333333333335,0.0,0.16030671570546504,-0.16030671570546504
8,6195.053268536115,23,1.9,0.0,0.1499680522899403,-0.1499680522899403
8,6195.053268536115,23,1.9666666666666668,0.0,0.14029616044882603,-0.14029616044882603
8,6195.053268536115,23,2.033333333333333,0.6000000000000021,0.13124803807299337,0.46875196192700874
8,6195.053268536115,23,2.0999999999999996,0.5999999999999982,0.12278345638898103,0.4772165436110172
8,6195.053268536115,23,2.166666666666667,0.0,0.1148647810982167,-0.1148647810982167
8,6195.053268536115,23,2.2333333333333334,0.30000000000000104,0.10745680505150948,0.19254319494849156
8,6195.053268536115,23,2.3,0.2999999999999991,0.10052659171486797,0.19947340828513113
8,6195.053268536115,23,2.3666666666666667,0.0,0.09404332873068051,-0.09404332873068051
8,6195.053268536115,23,2.4333333333333336,0.0,0.08797819092317623,-0.08797819092317623
8,6195.053268536115,23,2.5,0.0,0.08230421213907665,-0.08230421213907665
8,6195.053268536115,23,2.5666666666666664,0.0,0.0769961653536303,-0.0769961653536303
