N_MAX,RANDOM_SEED,SCENARIOS,Q_FILTER,COMPLETION_BIN_COUNT,W_DENSITY,W_GAP,W_NEIGHBOR,WINDOW_WIDTH,WINDOW_STEP,WINDOW_COUNT,NOTEBOOK_ID,NOTEBOOK_TITLE,n_max,prime_count,composite_count,mod6_composite_count,scenario_count,window_count,mean_window_density_error_density_only,mean_window_density_error_local_gap,mean_window_gap_drift_density_only,mean_window_gap_drift_local_gap,mean_delta_gap_drift_local_minus_density,mean_delta_density_error_local_minus_density,cgcs_score,cgcs_definition
200000,9423,"[{'name': 'mixed_keep_75_noise_25', 'kind': 'mixed', 'keep_fraction': 0.75, 'noise_fraction': 0.25}, {'name': 'mixed_keep_50_noise_50', 'kind': 'mixed', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'mixed_keep_25_noise_100', 'kind': 'mixed', 'keep_fraction': 0.25, 'noise_fraction': 1.0}, {'name': 'biased_low_missing_high_noise', 'kind': 'biased_range', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_50', 'kind': 'adversarial_mod6', 'keep_fraction': 0.5, 'noise_fraction': 0.5}, {'name': 'adversarial_mod6_noise_100', 'kind': 'adversarial_mod6', 'keep_fraction': 0.25, 'noise_fraction': 1.0}]",447,32,0.45,0.4,0.15,10000,5000,40,09_windowed_reconstruction_stability,Windowed Reconstruction Stability,200000,17984,182015,48684,6,40,0.00898693647271665,0.00910768815544717,0.5888461045841696,0.5853161328487455,-0.003529971735424261,0.00012075168273051907,0.6271858127221058,windowed stability score = 1/(1 + mean density error + mean gap drift) for local-gap reconstruction
