window_index,midpoint,anchor_residue,next_residue,transition_probability,global_transition_probability,delta_from_global
8,5859.598791726273,23,17,0.04938271604938271,0.059512929412397185,-0.010130213363014472
8,5859.598791726273,23,19,0.0,0.046932960593516475,-0.046932960593516475
8,5859.598791726273,23,23,0.012345679012345678,0.026772754153002527,-0.014427075140656848
8,5859.598791726273,23,29,0.38271604938271603,0.28493091769259715,0.09778513169011888
8,5859.598791726273,29,1,0.4666666666666667,0.28678799591990123,0.17987867074676545
8,5859.598791726273,29,7,0.24,0.2158157513287164,0.024184248671283604
8,5859.598791726273,29,11,0.14666666666666667,0.15928490900306008,-0.012618242336393415
8,5859.598791726273,29,13,0.12,0.13550222794867664,-0.015502227948676645
8,5859.598791726273,29,17,0.0,0.08299779889407849,-0.08299779889407849
8,5859.598791726273,29,19,0.013333333333333334,0.054973962527513826,-0.04164062919418049
8,5859.598791726273,29,23,0.013333333333333334,0.03983464862833521,-0.026501315295001875
8,5859.598791726273,29,29,0.0,0.02480270574971815,-0.02480270574971815
9,14375.071130258799,1,1,0.011834319526627219,0.02815533980582524,-0.016321020279198024
9,14375.071130258799,1,7,0.34911242603550297,0.2790722761596548,0.07004014987584817
9,14375.071130258799,1,11,0.23668639053254437,0.21429341963322546,0.02239297089931891
9,14375.071130258799,1,13,0.1834319526627219,0.16251348435814456,0.02091846830457733
9,14375.071130258799,1,17,0.08875739644970414,0.11558791801510249,-0.02683052156539835
9,14375.071130258799,1,19,0.07100591715976332,0.08511326860841424,-0.014107351448650926
9,14375.071130258799,1,23,0.04142011834319527,0.06957928802588997,-0.028159169682694704
9,14375.071130258799,1,29,0.01775147928994083,0.04568500539374326,-0.027933526103802432
9,14375.071130258799,7,1,0.01775147928994083,0.038926174496644296,-0.021174695206703467
9,14375.071130258799,7,7,0.0,0.029798657718120805,-0.029798657718120805
9,14375.071130258799,7,11,0.39644970414201186,0.2886979865771812,0.10775171756483065
9,14375.071130258799,7,13,0.23076923076923078,0.20880536912751677,0.021963861641714016
9,14375.071130258799,7,17,0.14201183431952663,0.16204026845637584,-0.02002843413684921
9,14375.071130258799,7,19,0.07100591715976332,0.1181744966442953,-0.047168579484531986
9,14375.071130258799,7,23,0.07692307692307693,0.08424161073825503,-0.007318533815178108
9,14375.071130258799,7,29,0.0650887573964497,0.06931543624161074,-0.004226678845161036
9,14375.071130258799,11,1,0.028089887640449437,0.05625268125268125,-0.028162793612231812
9,14375.071130258799,11,7,0.0056179775280898875,0.04895967395967396,-0.04334169643158407
9,14375.071130258799,11,11,0.0,0.03019090519090519,-0.03019090519090519
9,14375.071130258799,11,13,0.3707865168539326,0.28716216216216217,0.08362435469177043
9,14375.071130258799,11,17,0.25280898876404495,0.21541184041184042,0.037397148352204534
9,14375.071130258799,11,19,0.16292134831460675,0.16092878592878593,0.001992562385820823
9,14375.071130258799,11,23,0.1348314606741573,0.11599099099099099,0.018840469683166314
9,14375.071130258799,11,29,0.0449438202247191,0.0851029601029601,-0.040159139878241004
9,14375.071130258799,13,1,0.06285714285714286,0.07907575188977645,-0.016218609032633585
9,14375.071130258799,13,7,0.03428571428571429,0.061062563662681604,-0.026776849376967317
9,14375.071130258799,13,11,0.02857142857142857,0.050876534605693455,-0.022305106034264884
9,14375.071130258799,13,13,0.04,0.02980753766150217,0.01019246233849783
9,14375.071130258799,13,17,0.38285714285714284,0.28606658446362515,0.09679055839351769
9,14375.071130258799,13,19,0.24571428571428572,0.21379938883825658,0.031914896876029136
9,14375.071130258799,13,23,0.10285714285714286,0.1609392591004128,-0.058082116243269935
